245,BS,리스채권,금융자산,,0,0,0,,0,0,0,,,,,,0
246,BS,유동성리스부채,금융부채,,6,3,0,,0,0,0,0,0,0,0,1,0
247,BS,유동성장기사채및차입금,금융부채,,0,3,1,,0,0,0,0,0,0,0,1,0
248,BS,당기기타포괄손익,기타자본,,0,0,0,,,,,,,,,,
249,PL,현금흐름위험회피평가손익,위치파악2,,0,0,0,,,,,,,,,,
250,BS,기타포괄손익공정가치지분상품처분/평가손익,기타자본,,0,0,0,,,,,,,,,,
251,cf,기타투자활동으로인한현금흐름,투자활동현금흐름,,0,0,0,,,,,,,,,,
252,BS,종속기업관계기업및공동기업투자주식,투자주식,,0,0,0,,,,,,,,,,
1590,BS,전환권조정,금융부채,,0,3,1,,0,0,0,0,0,0,0,1,0
254,PL,종속기업투자주식손상차손,영업외손익,,0,0,0,,1,0,0,0,0,9,,,0
255,PL,종속기업투자주식처분손실,영업외손익,,0,0,0,,1,0,0,0,0,0,,,0
256,PL,재평가이익,위치파악2,,0,0,0,,,,,,,,,,
257,BS,부채및자본합계,부채와자본총계,,1,1,0,,,,,,,,,,
258,PL,판매관리비,판관비,,0,0,0,,,,,,,,,,
259,BS,지분법자본변동,기타자본,,0,0,0,,,,,,,,,,
260,BS,상각후원가측정유가증권,금융자산,,0,0,0,,0,0,0,0,0,0,,,0
261,BS,상각후원가측정대출채권및기타금융자산,금융자산,,0,0,0,,0,0,0,,,,,,0
262,BS,종속기업투자자산,투자주식,,0,0,0,,,,,,,,,,
263,BS,차입부채,금융부채,,3,3,0,,0,0,0,0,0,0,0,1,0
264,BS,당기손익공정가치측정금융부채,금융부채,,13,3,0,,0,0,0,0,0,0,0,1,0
265,PL,당기손익공정가치측정금융상품관련이익,금융손익,,0,0,0,,,,,,,,,,
266,PL,당기손익인식금융자산처분이익,금융손익,,0,0,0,,0,0,0,0,0,,,,0
267,PL,당기손익인식금융자산평가이익,위치파악2,,0,0,0,,,,,,,,,,
268,PL,지분법이익,영업외손익,,0,0,0,,0,0,1,0,0,0,,,0
269,PL,기타의영업수익,매출액,,0,0,0,,,,,,,,,,
270,PL,당기손익공정가치측정금융상품관련손실,금융손익,,0,0,0,,,,,,,,,,
271,PL,당기손익인식금융자산처분손실,금융손익,,0,0,0,,0,0,0,0,0,,,,0
272,PL,당기손익인식금융자산평가손실,위치파악2,,0,0,0,,,,,,,,,,
273,PL,파생상품평가손실,위치파악2,,0,0,0,,,,,,,,,,
274,PL,지분법손실,영업외손익,,0,0,0,,0,0,1,0,0,0,,,0
275,BS,기타유동채권,금융자산,,0,0,0,,0,0,0,,,,,,0
276,BS,유동기타포괄손익_공정가치측정금융자산,금융자산,,0,0,0,,0,0,0,,,,,,0
277,BS,유동리스자산,유형자산,,0,0,0,,,,,,,,,,
278,BS,기타비유동채권,금융자산,,0,0,0,,0,0,0,,,,,,0
279,BS,비유동금융기관예치금,현금성자산,,0,0,0,,,,,,,,,,
280,BS,비유동기타포괄손익_공정가치측정금융자산,금융자산,,0,0,0,,0,0,0,,,,,,0
281,BS,비유동당기손익_공정가치측정금융자산,금융자산,,0,0,0,,0,0,0,,,,,,0
282,BS,비유동리스자산,유형자산,,0,0,0,,,,,,,,,,
283,BS,기타유동채무,기타부채,,0,3,1,,,,,,,,,,
284,BS,파생상품부채,금융부채,,5,3,0,,0,0,0,0,0,0,0,1,0
285,PL,기타의판매비와관리비,기타판관비,,0,0,0,,,,,,,,,,
286,PL,법인세비용차감전손실,세전이익,,0,0,0,,,,,,,,,,
287,PL,계속영업손실,영업손익,,0,0,0,,,,,,,,,,
288,PL,중단영업이익,중단영업손익,,0,0,0,,,,,,,,,,
289,PL,중단영업손실,중단영업손익,,0,0,0,,,,,,,,,,
290,PL,후속적으로당기손익으로재분류되지않는포괄손익,총포괄손익,,0,0,0,,,,,,,,,,
291,BS,기타포괄손익측정금융자산평가이익,기타자본,,0,0,0,,,,,,,,,,
292,PL,유형자산재평가이익,위치파악2,,0,0,0,,,,,,,,,,
