종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"278990","EMB","KONEX","일반기업부","7790","230","3.04","7790","7790","7790","28","218120","28232689380","3624222"
"079190","EMW","KOSDAQ","관리종목(소속부없음)","2780","0","0.00","0","0","0","0","0","88360067660","31784197"
"365550","ESR켄달스퀘어리츠","KOSPI",,"6600","0","0.00","6570","6630","6570","6744","44463470","945509400000","143259000"
"050120","ES큐브","KOSDAQ","중견기업부","4870","-20","-0.41","4885","4885","4835","6315","30666895","66057098820","13564086"
"383220","F&F","KOSPI",,"755000","0","0.00","750000","755000","741000","1530","1146100000","5784368325000","7661415"
"007700","F&F홀딩스","KOSPI",,"37650","-200","-0.53","38150","38150","37550","14696","556045500","1472655917550","39114367"
"130500","GH신소재","KOSDAQ","중견기업부","6810","120","1.79","6720","6830","6650","33019","223090470","74910000000","11000000"
"114090","GKL","KOSPI",,"16050","0","0.00","16050","16050","15900","14965","239367000","992783503500","61855670"
"900290","GRT","KOSDAQ","관리종목(소속부없음)","951","0","0.00","0","0","0","0","0","64073625000","67375000"
"078930","GS","KOSPI",,"43050","-50","-0.12","42900","43050","42700","9983","428051900","4000007022900","92915378"
"083450","GST","KOSDAQ","우량기업부","28700","-50","-0.17","28750","29000","28500","8689","250256350","267419281500","9317745"
"006360","GS건설","KOSPI",,"44450","-350","-0.78","44750","44900","44350","84046","3750237950","3804097230500","85581490"
"001250","GS글로벌","KOSPI",,"2775","-5","-0.18","2760","2795","2755","15855","43913660","229031195100","82533764"
"007070","GS리테일","KOSPI",,"34450","-100","-0.29","34450","34500","34300","16834","579183100","3607532412900","104717922"
"078935","GS우","KOSPI",,"36600","50","0.14","36600","36600","36450","99","3622350","65324631600","1784826"
"045890","GV","KOSDAQ","관리종목(소속부없음)","240","0","0.00","0","0","0","0","0","20823884880","86766187"
"297890","HB솔루션","KOSDAQ","벤처기업부","25550","-250","-0.97","25200","25550","25000","8689","219926950","425159383950","16640289"
"078150","HB테크놀러지","KOSDAQ","우량기업부","2865","-5","-0.17","2870","2885","2830","116814","334337315","226307570490","78990426"
"012630","HDC","KOSPI",,"11650","-50","-0.43","11650","11700","11600","8963","104277500","695991049650","59741721"
"039570","HDC아이콘트롤스","KOSPI",,"12450","150","1.22","12450","12450","12300","1718","21354450","204927000000","16460000"
"089470","HDC현대EP","KOSPI",,"6100","-100","-1.61","6080","6130","6030","59631","362281980","194590000000","31900000"
"294870","HDC현대산업개발","KOSPI",,"29050","-150","-0.51","29100","29150","29000","17346","504432700","1914607936500","65907330"
"195940","HK이노엔","KOSDAQ","중견기업부","61700","-600","-0.96","60000","61900","60000","133939","8145775200","1783407588300","28904499"
"011200","HMM","KOSPI",,"38350","-250","-0.65","38800","39000","38250","438125","16926636300","15546801876450","405392487"
"036640","HRS","KOSDAQ","중견기업부","8090","-60","-0.74","8050","8100","7940","323788","2594848810","132310332000","16354800"
"082740","HSD엔진","KOSPI",,"8300","-100","-1.19","8400","8410","8280","58203","484979220","387786341800","46721246"
"335870","IBKS제12호스팩","KOSDAQ","SPAC(소속부없음)","2265","5","0.22","2290","2290","2260","20229","45961795","7066800000","3120000"
"351340","IBKS제13호스팩","KOSDAQ","SPAC(소속부없음)","2245","10","0.45","2235","2250","2235","480","1072825","11606650000","5170000"
"351320","IBKS제14호스팩","KOSDAQ","SPAC(소속부없음)","2990","-10","-0.33","3045","3065","2940","17819","53520970","12946700000","4330000"
"373200","IBKS제15호스팩","KOSDAQ","SPAC(소속부없음)","2350","0","0.00","0","0","0","0","0","8272000000","3520000"
"388790","IBKS제16호스팩","KOSDAQ","SPAC(소속부없음)","2760","60","2.22","2840","2880","2735","454718","1273393165","9411600000","3410000"
"003560","IHQ","KOSPI",,"1645","5","0.30","1630","1655","1630","180471","295904590","240557805460","146235748"
"095340","ISC","KOSDAQ","우량기업부","27200","-100","-0.37","27000","27300","26850","14594","394847200","450010835200","16544516"
"099520","ITX-AI","KOSDAQ","관리종목(소속부없음)","1285","0","0.00","0","0","0","0","0","37652662655","29301683"
"175330","JB금융지주","KOSPI",,"8090","60","0.75","8030","8120","8030","21942","177291820","1593591612460","196982894"
"950170","JTC","KOSDAQ","외국기업(소속부없음)","4645","-30","-0.64","4670","4670","4415","3773","17314075","162600626465","35005517"
"234080","JW생명과학","KOSPI",,"17400","-50","-0.29","17450","17450","17150","1541","26577100","275521239600","15834554"
"067290","JW신약","KOSDAQ","중견기업부","4475","0","0.00","4455","4475","4435","7175","31902745","196617439550","43936858"
"001060","JW중외제약","KOSPI",,"27000","100","0.37","26850","27050","26800","4485","120606050","581578002000","21539926"
"001067","JW중외제약2우B","KOSPI",,"62700","0","0.00","0","0","0","0","0","5832855600","93028"
"001065","JW중외제약우","KOSPI",,"39250","0","0.00","39250","39250","39250","10","392500","6966325500","177486"
"096760","JW홀딩스","KOSPI",,"4065","-40","-0.97","4100","4155","4065","18480","75385285","278213404830","68441182"
"035900","JYP Ent.","KOSDAQ","우량기업부","40000","-100","-0.25","40000","40450","39500","55916","2236991850","1419899680000","35497492"
"024840","KBI메탈","KOSDAQ","우량기업부","2470","-15","-0.60","2455","2480","2440","42912","105460200","81388594560","32950848"
"105560","KB금융","KOSPI",,"52200","-300","-0.57","51900","52400","51900","97947","5107720000","21705173424000","415807920"
"024120","KB오토시스","KOSDAQ","우량기업부","7370","-50","-0.67","7410","7410","7320","4235","31237720","84755000000","11500000"
"002380","KCC","KOSPI",,"443500","-5000","-1.11","444000","450000","440500","8161","3626791500","3941149888500","8886471"
"021320","KCC건설","KOSDAQ","우량기업부","12100","50","0.41","12050","12100","11850","7566","90779350","258940000000","21400000"
"344820","KCC글라스","KOSPI",,"76900","400","0.52","76100","77000","75300","14898","1137180200","1228132372800","15970512"
"036670","KCI","KOSDAQ","우량기업부","9160","-60","-0.65","9170","9220","9160","2519","23121940","103233200000","11270000"
"009070","KCTC","KOSPI",,"7150","50","0.70","7050","7150","7010","28151","199257510","214500000000","30000000"
"009440","KC그린홀딩스","KOSPI",,"6160","10","0.16","5970","6170","5970","42048","253928070","138199476800","22434980"
"112190","KC산업","KONEX","일반기업부","5840","-110","-1.85","6160","6160","5840","2","12000","41611477520","7125253"
"119650","KC코트렐","KOSPI",,"8210","20","0.24","8190","8210","8070","23123","188056570","144496000000","17600000"
"044180","KD","KOSDAQ","중견기업부","2000","15","0.76","1935","2000","1935","57188","112495455","33050720000","16525360"
"092220","KEC","KOSPI",,"2160","10","0.47","2130","2175","2130","119602","256919160","252086990400","116706940"
"151860","KG ETS","KOSDAQ","우량기업부","17550","650","3.85","17300","18200","17050","654704","11627438750","631800000000","36000000"
"016380","KG동부제철","KOSPI",,"15600","-200","-1.27","15800","16000","15550","48545","762887700","1560138793200","100008897"
"016385","KG동부제철우","KOSPI",,"114000","-1500","-1.30","114000","114000","114000","36","4104000","6085890000","53385"
"046440","KG모빌리언스","KOSDAQ","우량기업부","10800","-50","-0.46","10700","10850","10700","117786","1264238550","419316134400","38825568"
"035600","KG이니시스","KOSDAQ","우량기업부","18650","150","0.81","18450","18800","18300","23015","424532150","520417694100","27904434"
"001390","KG케미칼","KOSPI",,"34850","550","1.60","34600","35150","34400","24704","860673100","483233445600","13866096"
"226360","KH E&T","KOSDAQ","벤처기업부","1865","0","0.00","1850","1875","1850","9328","17360315","109483058845","58704053"
"111870","KH 일렉트론","KOSDAQ","중견기업부","901","0","0.00","902","904","898","24898","22414137","96926186834","107576234"
"033180","KH 필룩스","KOSPI",,"3325","50","1.53","3250","3355","3250","239133","795201485","454628127800","136730264"
"060720","KH바텍","KOSDAQ","중견기업부","29600","-250","-0.84","30100","30400","29500","175721","5253619750","700747528800","23673903"
"001940","KISCO홀딩스","KOSPI",,"23150","-300","-1.28","23500","23550","23050","4502","104718600","427728197000","18476380"
"122450","KMH","KOSDAQ","중견기업부","10250","50","0.49","10150","10250","10100","16159","164411450","464693631000","45335964"
"052900","KMH하이텍","KOSDAQ","중견기업부","1880","0","0.00","1880","1930","1875","497086","944538110","88144738120","46885499"
"058400","KNN","KOSDAQ","우량기업부","1940","-20","-1.02","1950","1960","1915","385627","748387650","256913656800","132429720"
"114450","KPX생명과학","KOSDAQ","중견기업부","9200","30","0.33","9170","9250","9160","5386","49512320","138000000000","15000000"
"025000","KPX케미칼","KOSPI",,"60200","-400","-0.66","60200","60800","60200","107","6454300","291368000000","4840000"
"092230","KPX홀딩스","KOSPI",,"66600","0","0.00","66700","66700","66600","52","3467000","281361423600","4224646"
"000040","KR모터스","KOSPI",,"1105","-10","-0.90","1120","1120","1100","79429","87851965","106231791640","96137368"
"044450","KSS해운","KOSPI",,"11250","-50","-0.44","11250","11250","11100","3254","36353750","260841150000","23185880"
"030200","KT","KOSPI",,"33300","650","1.99","32700","33350","32700","180524","5964006800","8695023206400","261111808"
"033780","KT&G","KOSPI",,"81200","-100","-0.12","81000","81300","81000","29074","2358686200","11148150756400","137292497"
"030210","KTB투자증권","KOSPI",,"7090","-50","-0.70","7140","7150","7020","43769","309680630","427626912280","60314092"
"058850","KTcs","KOSPI",,"2880","-15","-0.52","2885","2905","2855","32309","93034905","122932800000","42685000"
"058860","KTis","KOSPI",,"2660","-20","-0.75","2650","2670","2650","13903","36907285","92573320000","34802000"
"060370","KT서브마린","KOSDAQ","중견기업부","6210","30","0.49","6120","6230","6120","5575","34353100","135999000000","21900000"
"093050","LF","KOSPI",,"18300","-100","-0.54","18350","18450","18200","13672","250355700","535092000000","29240000"
"003550","LG","KOSPI",,"95000","-700","-0.73","94600","95600","94600","11833","1124274300","14943594335000","157300993"
"034220","LG디스플레이","KOSPI",,"20250","-50","-0.25","20250","20400","20200","193946","3933449100","7245767925000","357815700"
"051900","LG생활건강","KOSPI",,"1373000","-35000","-2.49","1408000","1409000","1373000","11342","15700782000","21443784481000","15618197"
"051905","LG생활건강우","KOSPI",,"679000","-9000","-1.31","685000","686000","679000","184","125145000","1425694263000","2099697"
"003555","LG우","KOSPI",,"70300","-100","-0.14","70400","70400","69700","257","17998700","212419886000","3021620"
"032640","LG유플러스","KOSPI",,"14550","100","0.69","14450","14600","14400","246557","3584618050","6352695302550","436611361"
"011070","LG이노텍","KOSPI",,"228000","-1500","-0.65","228500","230500","227500","18078","4136875000","5396100396000","23667107"
"066570","LG전자","KOSPI",,"144000","0","0.00","144000","145500","143000","102437","14796736500","23565285216000","163647814"
"066575","LG전자우","KOSPI",,"70300","-100","-0.14","70600","70700","69800","4561","320765000","1208175237600","17185992"
"037560","LG헬로비전","KOSPI",,"8250","220","2.74","8230","8350","8120","939915","7757601130","638936636250","77446865"
"051910","LG화학","KOSPI",,"744000","-12000","-1.59","748000","749000","739000","46982","34910333000","52520703192000","70592343"
"051915","LG화학우","KOSPI",,"354000","-3500","-0.98","355000","355000","352500","5049","1783222000","2721835200000","7688800"
"079550","LIG넥스원","KOSPI",,"52500","200","0.38","52400","52500","52000","10281","536811100","1155000000000","22000000"
"006260","LS","KOSPI",,"67800","0","0.00","67600","67900","67400","5944","402165900","2183160000000","32200000"
"010120","LS ELECTRIC","KOSPI",,"69900","0","0.00","69900","70700","69500","19208","1347075000","2097000000000","30000000"
"000680","LS네트웍스","KOSPI",,"3895","-25","-0.64","3885","3900","3850","11156","43119620","306937747320","78803016"
"229640","LS전선아시아","KOSPI",,"8640","350","4.22","8510","8690","8480","139401","1199182000","264598954560","30624879"
"108320","LX세미콘","KOSDAQ","우량기업부","119600","-1000","-0.83","122900","124100","119500","84015","10202010600","1945210280000","16264300"
"001120","LX인터내셔널","KOSPI",,"27950","50","0.18","27850","28050","27800","6208","173281700","1083342000000","38760000"
"108670","LX하우시스","KOSPI",,"94900","-200","-0.21","94000","96300","93800","11807","1125087900","851031883000","8967670"
"108675","LX하우시스우","KOSPI",,"42300","0","0.00","42300","42300","41750","421","17744300","43667559000","1032330"
"383800","LX홀딩스","KOSPI",,"10200","50","0.49","10100","10200","10050","12613","127505050","778063038000","76280690"
"38380K","LX홀딩스1우","KOSPI",,"15900","0","0.00","15900","15900","15900","80","1272000","23298031500","1465285"
"023150","MH에탄올","KOSPI",,"17750","2350","15.26","15200","18000","15050","1916859","32277759200","130968836500","7378526"
"035420","NAVER","KOSPI",,"401000","-8500","-2.08","400500","406000","398500","456663","183562084500","65869621395000","164263395"
"160550","NEW","KOSDAQ","중견기업부","10550","-100","-0.94","10550","10600","10350","65021","682328350","294409418300","27906106"
"053290","NE능률","KOSDAQ","중견기업부","15950","1800","12.72","15950","16850","15800","2195400","35733995400","263594596650","16526307"
"181710","NHN","KOSPI",,"69500","-700","-1.00","69900","70100","69300","4778","332117800","1359769237500","19565025"
"104200","NHN벅스","KOSDAQ","중견기업부","6580","90","1.39","6500","6610","6490","3182","20796850","97565279000","14827550"
"060250","NHN한국사이버결제","KOSDAQ","우량기업부","46400","-600","-1.28","46200","46850","46000","8883","410205250","1136928481600","24502769"
"005940","NH투자증권","KOSPI",,"13250","150","1.15","13100","13250","13050","46543","612784450","3728667752750","281408887"
"005945","NH투자증권우","KOSPI",,"12100","50","0.41","12000","12100","12000","20377","245973650","228338712800","18870968"
"338100","NH프라임리츠","KOSPI",,"4800","-15","-0.31","4800","4805","4795","6284","30155750","89568000000","18660000"
"034310","NICE","KOSPI",,"18250","50","0.27","18200","18400","18150","3453","62933250","691351975000","37882300"
"030190","NICE평가정보","KOSDAQ","우량기업부","20850","100","0.48","20750","20850","20550","8879","183945800","1265903997000","60714820"
"008260","NI스틸","KOSPI",,"4740","-100","-2.07","4780","4790","4715","29363","139282550","135564554580","28600117"
"004250","NPC","KOSPI",,"7260","-110","-1.49","7220","7320","7180","451805","3274223680","266587200000","36720000"
"004255","NPC우","KOSPI",,"3450","0","0.00","3450","3450","3450","2314","7983300","18216000000","5280000"
"010060","OCI","KOSPI",,"139000","2000","1.46","138000","142000","137500","114426","15978040000","3315062569000","23849371"
"078590","OQP","KOSDAQ","관리종목(소속부없음)","2380","0","0.00","0","0","0","0","0","197556560040","83006958"
"178920","PI첨단소재","KOSPI",,"59900","-800","-1.32","60100","60400","59700","18656","1120299000","1759042687800","29366322"
"024940","PN풍년","KOSDAQ","벤처기업부","6760","20","0.30","6640","6800","6640","26153","175758900","67600000000","10000000"
"005490","POSCO","KOSPI",,"361000","-500","-0.14","357500","362500","357500","44796","16132576000","31474447435000","87186835"
"218410","RFHIC","KOSDAQ","우량기업부","33700","50","0.15","33550","33950","33200","20640","693478850","898024794000","26647620"
"327260","RF머트리얼즈","KOSDAQ","벤처기업부","24400","50","0.21","24000","24500","23950","433","10504800","97571915600","3998849"
"091340","S&K폴리텍","KOSDAQ","중견기업부","5850","20","0.34","5770","5900","5770","10869","63292580","68466767850","11703721"
"010950","S-Oil","KOSPI",,"98200","-500","-0.51","97300","98200","97200","41778","4076218200","11055630174400","112582792"
"010955","S-Oil우","KOSPI",,"56700","-200","-0.35","56800","56900","56300","727","41123200","228043260900","4021927"
"019550","SBI인베스트먼트","KOSDAQ","벤처기업부","1760","20","1.15","1730","1770","1730","112377","196135650","285237172000","162066575"
"950110","SBI핀테크솔루션즈","KOSDAQ","외국기업(소속부없음)","7410","20","0.27","7390","7410","7350","1428","10542060","178195976400","24048040"
"034120","SBS","KOSPI",,"53700","-400","-0.74","53500","53700","53100","3327","177746300","980163653400","18252582"
"101060","SBS미디어홀딩스","KOSPI",,"2135","0","0.00","2130","2140","2130","21499","45875295","298678365650","139896190"
"046140","SBS콘텐츠허브","KOSDAQ","우량기업부","7410","-10","-0.13","7420","7420","7330","834","6124380","159044942550","21463555"
"036120","SCI평가정보","KOSDAQ","중견기업부","3380","-55","-1.60","3395","3415","3370","10352","35042595","119990000000","35500000"
"099220","SDN","KOSDAQ","우량기업부","2485","-10","-0.40","2490","2495","2465","28189","69830295","132126053430","53169438"
"036540","SFA반도체","KOSDAQ","우량기업부","6790","-40","-0.59","6780","6820","6750","85611","580554040","1116685457370","164460303"
"255220","SG","KOSDAQ","중견기업부","2165","15","0.70","2150","2170","2135","5368","11522755","89501678055","41340267"
"040610","SG&G","KOSDAQ","중견기업부","2890","60","2.12","2800","2890","2795","26402","74817075","98511996440","34087196"
"049470","SGA","KOSDAQ","중견기업부","1250","0","0.00","1245","1250","1240","12922","16073235","66077811250","52862249"
"184230","SGA솔루션즈","KOSDAQ","벤처기업부","1340","-5","-0.37","1330","1345","1320","31199","41483325","61875580040","46175806"
"005090","SGC에너지","KOSPI",,"46450","100","0.22","46350","46900","46300","3361","156407800","681746835800","14677004"
"016250","SGC이테크건설","KOSDAQ","우량기업부","72600","500","0.69","71400","72600","71400","1100","79060300","146960332200","2024247"
"001380","SG글로벌","KOSPI",,"2690","-55","-2.00","2745","2745","2680","25692","69436300","120953544670","44964143"
"004060","SG세계물산","KOSPI",,"766","1","0.13","765","774","759","31416","24070527","155057519360","202424960"
"001770","SHD","KOSPI",,"30100","-1150","-3.68","30900","30900","29900","2800","85021250","36567827800","1214878"
"002360","SH에너지화학","KOSPI",,"1075","0","0.00","1075","1085","1055","118573","126941760","119468759750","111133730"
"009160","SIMPAC","KOSPI",,"8860","450","5.35","8500","9110","8500","1242643","11066100380","579705511760","65429516"
"123700","SJM","KOSPI",,"4705","-105","-2.18","4735","4780","4690","4746","22487390","73421045090","15604898"
"025530","SJM홀딩스","KOSPI",,"3950","-20","-0.50","3970","3970","3950","4953","19654100","58989331600","14934008"
"034730","SK","KOSPI",,"266500","1500","0.57","264000","268000","263000","23835","6343234500","18751019150500","70360297"
"337450","SK5호스팩","KOSDAQ","SPAC(소속부없음)","2395","5","0.21","2355","2400","2355","10012","23940175","10322450000","4310000"
"340350","SK6호스팩","KOSDAQ","SPAC(소속부없음)","2190","0","0.00","2190","2190","2180","2168","4736480","12504900000","5710000"
"011790","SKC","KOSPI",,"163000","5500","3.49","163000","165500","159500","267099","43570576000","6172532574000","37868298"
"018670","SK가스","KOSPI",,"138000","4000","2.99","133500","140500","132500","11331","1551194500","1273773672000","9230244"
"001740","SK네트웍스","KOSPI",,"5530","-30","-0.54","5540","5560","5530","18809","104239950","1372477687910","248187647"
"001745","SK네트웍스우","KOSPI",,"105500","0","0.00","105500","105500","105500","2","211000","11989864000","113648"
"006120","SK디스커버리","KOSPI",,"48950","900","1.87","48300","49250","48300","58645","2867940150","931903002250","19037855"
"006125","SK디스커버리우","KOSPI",,"41950","750","1.82","41850","42500","41550","15517","653336250","56987187250","1358455"
"210980","SK디앤디","KOSPI",,"37700","-400","-1.05","38050","38050","37650","5751","217168800","836569182800","22190164"
"068400","SK렌터카","KOSPI",,"12900","0","0.00","12850","12900","12800","1955","25138100","609987336000","47285840"
"036490","SK머티리얼즈","KOSDAQ","우량기업부","410900","2400","0.59","407700","411400","407000","1081","443294500","4334038835700","10547673"
"302440","SK바이오사이언스","KOSPI",,"292500","5500","1.92","292000","298000","288000","222378","65311880500","22376250000000","76500000"
"326030","SK바이오팜","KOSPI",,"117500","1000","0.86","116500","117500","115500","20403","2375582000","9201806875000","78313250"
"361610","SK아이이테크놀로지","KOSPI",,"207500","1000","0.48","210500","211000","206500","69337","14495407500","14794250340000","71297592"
"03473K","SK우","KOSPI",,"246500","1000","0.41","247000","247000","246500","81","19979000","139552277500","566135"
"096770","SK이노베이션","KOSPI",,"252500","1000","0.40","251000","253500","248000","67978","17064976000","23347554910000","92465564"
"096775","SK이노베이션우","KOSPI",,"156000","0","0.00","157000","157000","155500","511","79965000","194754456000","1248426"
"001510","SK증권","KOSPI",,"934","-3","-0.32","937","941","931","189642","177458493","441399219714","472590171"
"001515","SK증권우","KOSPI",,"4265","0","0.00","4265","4265","4265","128","545920","16686872210","3912514"
"285130","SK케미칼","KOSPI",,"290000","-500","-0.17","296000","303000","289500","143331","42361544000","3407904840000","11751396"
"28513K","SK케미칼우","KOSPI",,"168500","6000","3.69","173500","179500","167500","67975","11797664000","245785895000","1458670"
"017670","SK텔레콤","KOSPI",,"305000","3500","1.16","302000","306500","301500","53309","16231394500","21978343615000","72060143"
"000660","SK하이닉스","KOSPI",,"105500","-500","-0.47","105000","105500","105000","118355","12436420500","76804249507500","728002365"
"048550","SM C&C","KOSDAQ","중견기업부","5640","80","1.44","5560","5800","5560","958641","5458486430","535645576800","94972620"
"063440","SM Life Design","KOSDAQ","중견기업부","3150","0","0.00","3110","3185","3105","313848","988344920","142156835100","45129154"
"950180","SNK","KOSDAQ","외국기업(소속부없음)","18800","350","1.90","18500","18800","18400","7614","141301000","395961840000","21061800"
"064960","SNT모티브","KOSPI",,"55000","500","0.92","54500","55200","54500","2920","160335600","804272480000","14623136"
"100840","SNT에너지","KOSPI",,"21700","100","0.46","21400","21700","21400","1096","23637900","162895628700","7506711"
"003570","SNT중공업","KOSPI",,"10350","-50","-0.48","10400","10400","10250","165","1705650","344165413950","33252697"
"036530","SNT홀딩스","KOSPI",,"18700","-100","-0.53","18600","18800","18600","90","1687000","304882668200","16303886"
"005610","SPC삼립","KOSPI",,"80400","0","0.00","80500","80800","79900","534","42800500","693772323600","8629009"
"011810","STX","KOSPI",,"4870","-10","-0.20","4880","4895","4835","20041","97291560","130848621000","26868300"
"077970","STX엔진","KOSPI",,"11400","50","0.44","11450","11500","11250","7518","85715550","262301505600","23008904"
"071970","STX중공업","KOSPI",,"5850","100","1.74","5750","5900","5750","31321","181900810","165940959600","28365976"
"002820","SUN&L","KOSPI",,"5740","-80","-1.37","5740","5780","5740","612","3516660","72369856860","12607989"
"289080","SV인베스트먼트","KOSDAQ","중견기업부","3810","30","0.79","3775","3810","3770","27096","102592435","202821540000","53234000"
"084870","TBH글로벌","KOSPI",,"3255","45","1.40","3165","3355","3160","213373","699256095","67888945845","20856819"
