종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"069730","DSR제강","KOSPI",,"8280","230","2.86","8220","8630","7900","3304210","27289973620","119232000000","14400000"
"017940","E1","KOSPI",,"57800","1500","2.66","56200","58200","55900","46735","2682937100","396508000000","6860000"
"245620","EDGC","KOSDAQ","기술성장기업부","4060","-40","-0.98","4110","4110","4000","169969","687920310","339774506120","83688302"
"037370","EG","KOSDAQ","중견기업부","12550","-50","-0.40","12400","12800","12300","92071","1149835050","96101574800","7657496"
"278990","EMB","KONEX","일반기업부","7490","90","1.22","7210","7530","7030","1440","10194240","27145422780","3624222"
"079190","EMW","KOSDAQ","관리종목(소속부없음)","2780","0","0.00","0","0","0","0","0","88360067660","31784197"
"365550","ESR켄달스퀘어리츠","KOSPI",,"6570","-70","-1.05","6610","6610","6560","202595","1332413870","941211630000","143259000"
"050120","ES큐브","KOSDAQ","중견기업부","4925","-65","-1.30","4985","5020","4925","36504","180463200","66803123550","13564086"
"383220","F&F","KOSPI",,"748000","20000","2.75","728000","752000","721000","30347","22529540000","5730738420000","7661415"
"007700","F&F홀딩스","KOSPI",,"39150","-150","-0.38","39350","40200","39000","186833","7358731950","1531327468050","39114367"
"130500","GH신소재","KOSDAQ","중견기업부","7170","110","1.56","7090","7190","7010","192438","1365864220","78870000000","11000000"
"114090","GKL","KOSPI",,"16200","350","2.21","15850","16250","15700","247497","3961437300","1002061854000","61855670"
"900290","GRT","KOSDAQ","관리종목(소속부없음)","951","0","0.00","0","0","0","0","0","64073625000","67375000"
"078930","GS","KOSPI",,"42250","300","0.72","42200","42550","41850","142165","5991558250","3925674720500","92915378"
"083450","GST","KOSDAQ","우량기업부","28350","-350","-1.22","28850","29000","28250","94624","2690617500","264158070750","9317745"
"006360","GS건설","KOSPI",,"45850","450","0.99","45550","46050","45300","498767","22798952050","3923911316500","85581490"
"001250","GS글로벌","KOSPI",,"2870","20","0.70","2860","2910","2850","405112","1164089640","236871902680","82533764"
"007070","GS리테일","KOSPI",,"34500","100","0.29","34400","34550","34150","199617","6866525200","3612768309000","104717922"
"078935","GS우","KOSPI",,"36300","100","0.28","36450","36450","36200","2562","92867650","64789183800","1784826"
"045890","GV","KOSDAQ","관리종목(소속부없음)","240","0","0.00","0","0","0","0","0","20823884880","86766187"
"227100","H&B디자인","KOSDAQ","벤처기업부","16950","-50","-0.29","16700","17400","16650","31748","539071800","79680610950","4700921"
"297890","HB솔루션","KOSDAQ","벤처기업부","25500","-150","-0.58","25900","25950","24000","280046","6979844850","424327369500","16640289"
"078150","HB테크놀러지","KOSDAQ","우량기업부","2940","-65","-2.16","3015","3015","2900","1464618","4322665735","232231852440","78990426"
"012630","HDC","KOSPI",,"11700","50","0.43","11650","11800","11600","124521","1455188300","698978135700","59741721"
"039570","HDC아이콘트롤스","KOSPI",,"12200","-150","-1.21","12500","12500","12200","16398","200896750","200812000000","16460000"
"089470","HDC현대EP","KOSPI",,"5850","30","0.52","5800","5860","5760","149920","872726280","186615000000","31900000"
"294870","HDC현대산업개발","KOSPI",,"29600","50","0.17","29400","29800","29350","177409","5233866450","1950856968000","65907330"
"195940","HK이노엔","KOSDAQ","중견기업부","62400","-1700","-2.65","63300","63600","61800","422487","26396592100","1803640737600","28904499"
"011200","HMM","KOSPI",,"38450","-200","-0.52","38350","39000","38350","2687334","103536716400","15587341125150","405392487"
"036640","HRS","KOSDAQ","중견기업부","6970","170","2.50","6870","7070","6730","1883681","13045771180","113992956000","16354800"
"082740","HSD엔진","KOSPI",,"8150","390","5.03","7820","8170","7780","708402","5710333930","380778154900","46721246"
"335870","IBKS제12호스팩","KOSDAQ","SPAC(소속부없음)","2325","0","0.00","2335","2335","2285","226217","521050795","7254000000","3120000"
"351340","IBKS제13호스팩","KOSDAQ","SPAC(소속부없음)","2265","-10","-0.44","2265","2290","2245","45067","101772500","11710050000","5170000"
"351320","IBKS제14호스팩","KOSDAQ","SPAC(소속부없음)","3080","100","3.36","3080","3230","2955","336673","1039426495","13336400000","4330000"
"373200","IBKS제15호스팩","KOSDAQ","SPAC(소속부없음)","2350","0","0.00","0","0","0","0","0","8272000000","3520000"
"388790","IBKS제16호스팩","KOSDAQ","SPAC(소속부없음)","2870","-130","-4.33","3095","3100","2785","1407783","4081867345","9786700000","3410000"
"003560","IHQ","KOSPI",,"1635","-25","-1.51","1650","1665","1625","965570","1586916115","239095447980","146235748"
"095340","ISC","KOSDAQ","우량기업부","28050","550","2.00","27750","28100","27050","329109","9119560100","464073673800","16544516"
"099520","ITX-AI","KOSDAQ","관리종목(소속부없음)","1285","0","0.00","0","0","0","0","0","37652662655","29301683"
"175330","JB금융지주","KOSPI",,"8200","-50","-0.61","8200","8250","8150","217283","1780131710","1615259730800","196982894"
"950170","JTC","KOSDAQ","외국기업(소속부없음)","4740","90","1.94","4640","4750","4640","33239","156218090","165926150580","35005517"
"234080","JW생명과학","KOSPI",,"17700","-250","-1.39","17950","17950","17500","19790","350096450","280271605800","15834554"
"067290","JW신약","KOSDAQ","중견기업부","4550","-35","-0.76","4580","4610","4525","53182","242148140","199912703900","43936858"
"001060","JW중외제약","KOSPI",,"27200","-400","-1.45","27600","27750","27100","111802","3052577650","585885987200","21539926"
"001067","JW중외제약2우B","KOSPI",,"63900","-100","-0.16","64600","64600","62900","146","9285200","5944489200","93028"
"001065","JW중외제약우","KOSPI",,"40150","-400","-0.99","40550","40550","39850","345","13901900","7126062900","177486"
"096760","JW홀딩스","KOSPI",,"4095","-5","-0.12","4110","4115","4070","63952","261427265","280266640290","68441182"
"035900","JYP Ent.","KOSDAQ","우량기업부","41400","700","1.72","40950","42150","40100","590478","24340400200","1469596168800","35497492"
"024840","KBI메탈","KOSDAQ","우량기업부","2410","0","0.00","2400","2435","2380","225553","541588285","79411543680","32950848"
"105560","KB금융","KOSPI",,"51400","-400","-0.77","51600","51900","51200","991333","50992755200","21372527088000","415807920"
"024120","KB오토시스","KOSDAQ","우량기업부","7480","70","0.94","7490","7520","7350","36397","270391290","86020000000","11500000"
"002380","KCC","KOSPI",,"451000","8500","1.92","449000","452500","438000","120056","53700057500","4007798421000","8886471"
"021320","KCC건설","KOSDAQ","우량기업부","11800","50","0.43","11850","12300","11550","137705","1631979700","252520000000","21400000"
"344820","KCC글라스","KOSPI",,"76800","-900","-1.16","77100","77200","75000","138165","10508008500","1226535321600","15970512"
"036670","KCI","KOSDAQ","우량기업부","9360","-40","-0.43","9410","9430","9340","7889","73941980","105487200000","11270000"
"009070","KCTC","KOSPI",,"7020","70","1.01","6940","7150","6930","282903","1994317610","210600000000","30000000"
"009440","KC그린홀딩스","KOSPI",,"6170","-50","-0.80","6150","6220","6090","116537","717502830","138423826600","22434980"
"112190","KC산업","KONEX","일반기업부","5970","-30","-0.50","6200","6200","5800","3274","19408640","42537760410","7125253"
"119650","KC코트렐","KOSPI",,"8280","-90","-1.08","8440","8440","8210","145443","1204159390","145728000000","17600000"
"044180","KD","KOSDAQ","중견기업부","1960","-60","-2.97","2040","2045","1910","1049705","2042337205","32389705600","16525360"
"092220","KEC","KOSPI",,"2200","-30","-1.35","2230","2240","2175","831935","1828777500","256755268000","116706940"
"151860","KG ETS","KOSDAQ","우량기업부","17500","-100","-0.57","17650","17700","17400","336056","5893978550","630000000000","36000000"
"016380","KG동부제철","KOSPI",,"15900","850","5.65","15100","15950","15050","494801","7722857050","1590141462300","100008897"
"016385","KG동부제철우","KOSPI",,"120000","1000","0.84","121000","121000","119000","107","12808000","6406200000","53385"
"046440","KG모빌리언스","KOSDAQ","우량기업부","10850","-500","-4.41","11300","11350","10800","2300772","25468366750","421257412800","38825568"
"035600","KG이니시스","KOSDAQ","우량기업부","18950","-600","-3.07","19550","19600","18750","341153","6478713650","528789024300","27904434"
"001390","KG케미칼","KOSPI",,"34950","-250","-0.71","35300","35350","34850","57824","2021947900","484620055200","13866096"
"226360","KH E&T","KOSDAQ","벤처기업부","1895","-50","-2.57","1950","1965","1895","390721","748569955","111244180435","58704053"
"111870","KH 일렉트론","KOSDAQ","중견기업부","928","-11","-1.17","939","939","927","304632","283381368","94885625248","102247441"
"033180","KH 필룩스","KOSPI",,"3415","-55","-1.59","3465","3470","3375","1415156","4821844795","466933851560","136730264"
"060720","KH바텍","KOSDAQ","중견기업부","29650","150","0.51","30050","30100","29250","1213250","35956400250","701931223950","23673903"
"001940","KISCO홀딩스","KOSPI",,"22950","300","1.32","22550","22950","22150","28442","643695500","424032921000","18476380"
"122450","KMH","KOSDAQ","중견기업부","10350","150","1.47","10250","10700","10250","271738","2845334700","469227227400","45335964"
"052900","KMH하이텍","KOSDAQ","중견기업부","1895","15","0.80","1895","1935","1880","1409634","2682501540","88848020605","46885499"
"058400","KNN","KOSDAQ","우량기업부","2040","130","6.81","1945","2095","1895","19979075","40375725485","270156628800","132429720"
"114450","KPX생명과학","KOSDAQ","중견기업부","9310","-140","-1.48","9480","9480","9250","87133","811774000","139650000000","15000000"
"025000","KPX케미칼","KOSPI",,"60500","-500","-0.82","61000","61300","59700","5634","339660700","292820000000","4840000"
"092230","KPX홀딩스","KOSPI",,"66600","200","0.30","66500","66800","65700","1438","95232300","281361423600","4224646"
"000040","KR모터스","KOSPI",,"1110","-10","-0.89","1125","1135","1105","221172","245956145","106712478480","96137368"
"044450","KSS해운","KOSPI",,"11350","0","0.00","11350","11400","11200","37214","420759600","263159738000","23185880"
"030200","KT","KOSPI",,"32650","50","0.15","32500","32800","32400","556298","18111273650","8525300531200","261111808"
"033780","KT&G","KOSPI",,"81400","-400","-0.49","81500","81800","81200","242915","19765926700","11175609255800","137292497"
"030210","KTB투자증권","KOSPI",,"7170","-70","-0.97","7240","7270","7030","332005","2361701280","432452039640","60314092"
"058850","KTcs","KOSPI",,"2935","-5","-0.17","2950","2950","2920","184942","542044495","125280475000","42685000"
"058860","KTis","KOSPI",,"2710","-10","-0.37","2725","2730","2700","56819","154287555","94313420000","34802000"
"060370","KT서브마린","KOSDAQ","중견기업부","6370","-130","-2.00","6410","6470","6350","99577","635233590","139503000000","21900000"
"093050","LF","KOSPI",,"18350","-150","-0.81","18500","18550","18050","80232","1464470300","536554000000","29240000"
"003550","LG","KOSPI",,"94100","-1200","-1.26","94700","94900","93600","137320","12906611000","14802023441300","157300993"
"034220","LG디스플레이","KOSPI",,"20550","50","0.24","20600","20650","20350","1115366","22867307800","7353112635000","357815700"
"051900","LG생활건강","KOSPI",,"1453000","20000","1.40","1434000","1453000","1433000","22312","32194939000","22693240241000","15618197"
"051905","LG생활건강우","KOSPI",,"691000","2000","0.29","686000","692000","684000","2970","2047931000","1450890627000","2099697"
"003555","LG우","KOSPI",,"70300","-200","-0.28","70200","70900","69900","3064","215154500","212419886000","3021620"
"032640","LG유플러스","KOSPI",,"14400","100","0.70","14250","14400","14200","794934","11346628300","6287203598400","436611361"
"011070","LG이노텍","KOSPI",,"226500","0","0.00","228500","230500","225000","209625","47648862000","5360599735500","23667107"
"066570","LG전자","KOSPI",,"147500","-500","-0.34","149000","150500","147500","746982","110860560000","24138052565000","163647814"
"066575","LG전자우","KOSPI",,"71700","-800","-1.10","72900","73000","71700","32391","2342434000","1232235626400","17185992"
"037560","LG헬로비전","KOSPI",,"7750","-60","-0.77","7820","7900","7710","601635","4692632700","600213203750","77446865"
"051910","LG화학","KOSPI",,"758000","8000","1.07","757000","761000","747000","411020","309879071000","53508995994000","70592343"
"051915","LG화학우","KOSPI",,"352000","5500","1.59","349000","352000","347500","18817","6572903000","2706457600000","7688800"
"079550","LIG넥스원","KOSPI",,"52000","300","0.58","51700","52400","51100","92467","4788421100","1144000000000","22000000"
"006260","LS","KOSPI",,"69000","0","0.00","68600","69300","67800","89950","6191325200","2221800000000","32200000"
"010120","LS ELECTRIC","KOSPI",,"70300","1800","2.63","68200","70900","68200","253867","17811455900","2109000000000","30000000"
"000680","LS네트웍스","KOSPI",,"3980","-20","-0.50","4000","4000","3925","59882","236165840","313636003680","78803016"
"229640","LS전선아시아","KOSPI",,"8560","-20","-0.23","8520","8610","8490","111223","950156700","262148964240","30624879"
"108320","LX세미콘","KOSDAQ","우량기업부","117400","-2400","-2.00","121100","121100","116300","253919","29835618700","1909428820000","16264300"
"001120","LX인터내셔널","KOSPI",,"28250","300","1.07","27900","28250","27750","75772","2120818400","1094970000000","38760000"
"108670","LX하우시스","KOSPI",,"96000","6800","7.62","94100","97100","91600","424168","40130478700","860896320000","8967670"
"108675","LX하우시스우","KOSPI",,"43000","2200","5.39","43550","44850","41300","57685","2477088650","44390190000","1032330"
"383800","LX홀딩스","KOSPI",,"10250","320","3.22","10100","10350","9970","501065","5091514080","781877072500","76280690"
"38380K","LX홀딩스1우","KOSPI",,"15950","600","3.91","15800","16000","15800","12821","203669000","23371295750","1465285"
"023150","MH에탄올","KOSPI",,"12750","2910","29.57","9890","12750","9890","2110574","25214244170","94076206500","7378526"
"035420","NAVER","KOSPI",,"444500","-9500","-2.09","450500","453000","444000","354786","158697066500","73015079077500","164263395"
"160550","NEW","KOSDAQ","중견기업부","10700","400","3.88","10300","10700","10150","573992","6010137300","298595334200","27906106"
"053290","NE능률","KOSDAQ","중견기업부","13800","50","0.36","13750","14350","13600","563398","7842265800","228063036600","16526307"
"181710","NHN","KOSPI",,"70000","-800","-1.13","71000","71200","69800","38389","2699630900","1369551750000","19565025"
"104200","NHN벅스","KOSDAQ","중견기업부","6690","70","1.06","6540","6710","6510","38236","253125240","99196309500","14827550"
"060250","NHN한국사이버결제","KOSDAQ","우량기업부","47650","-50","-0.10","48000","48000","47300","41917","1995039350","1167556942850","24502769"
"005940","NH투자증권","KOSPI",,"13150","-150","-1.13","13250","13250","13050","292577","3840649750","3700526864050","281408887"
"005945","NH투자증권우","KOSPI",,"11950","-50","-0.42","12050","12050","11900","72760","870756600","225508067600","18870968"
"338100","NH프라임리츠","KOSPI",,"4820","20","0.42","4810","4825","4800","79790","384059050","89941200000","18660000"
"034310","NICE","KOSPI",,"18350","0","0.00","18350","18350","18150","13699","249767750","695140205000","37882300"
"030190","NICE평가정보","KOSDAQ","우량기업부","21050","-100","-0.47","21250","21300","20950","87980","1853389500","1278046961000","60714820"
"008260","NI스틸","KOSPI",,"4655","100","2.20","4600","4690","4570","121902","565323230","133133544635","28600117"
"004250","NPC","KOSPI",,"6910","930","15.55","6000","7520","5810","25130936","175884422470","253735200000","36720000"
"004255","NPC우","KOSPI",,"3345","135","4.21","3240","3700","3195","166945","583810445","17661600000","5280000"
"010060","OCI","KOSPI",,"139500","500","0.36","137500","140000","134500","489967","67609400500","3326987254500","23849371"
"078590","OQP","KOSDAQ","관리종목(소속부없음)","2380","0","0.00","0","0","0","0","0","197556560040","83006958"
"178920","PI첨단소재","KOSPI",,"60900","200","0.33","60900","61300","60100","120663","7328184100","1788409009800","29366322"
"024940","PN풍년","KOSDAQ","벤처기업부","6850","-220","-3.11","7070","7140","6850","168806","1173294430","68500000000","10000000"
"005490","POSCO","KOSPI",,"360500","11500","3.30","351000","363000","349000","621256","223162051000","31430854017500","87186835"
"218410","RFHIC","KOSDAQ","우량기업부","34300","400","1.18","34500","34500","33700","150206","5111611250","914013366000","26647620"
"327260","RF머트리얼즈","KOSDAQ","벤처기업부","24900","-350","-1.39","25350","25350","24750","17545","439471550","99571340100","3998849"
"091340","S&K폴리텍","KOSDAQ","중견기업부","5950","-10","-0.17","5960","6000","5850","48613","286996470","69637139950","11703721"
"010950","S-Oil","KOSPI",,"95100","2800","3.03","92000","95400","92000","336159","31668003600","10706623519200","112582792"
"010955","S-Oil우","KOSPI",,"55100","300","0.55","54800","55500","54200","5256","288565700","221608177700","4021927"
"019550","SBI인베스트먼트","KOSDAQ","벤처기업부","1795","-5","-0.28","1815","1830","1790","1571727","2837462780","290909502125","162066575"
"950110","SBI핀테크솔루션즈","KOSDAQ","외국기업(소속부없음)","7550","0","0.00","7550","7720","7420","4966","37539750","181562702000","24048040"
"034120","SBS","KOSPI",,"54100","2700","5.25","52000","54800","51700","246613","13306083500","987464686200","18252582"
"101060","SBS미디어홀딩스","KOSPI",,"2140","-20","-0.93","2155","2160","2125","185973","397330330","299377846600","139896190"
"046140","SBS콘텐츠허브","KOSDAQ","우량기업부","7460","160","2.19","7340","7670","7330","32286","240823090","160118120300","21463555"
"036120","SCI평가정보","KOSDAQ","중견기업부","3470","-25","-0.72","3485","3510","3415","67604","233691240","123185000000","35500000"
"099220","SDN","KOSDAQ","우량기업부","2535","-45","-1.74","2580","2620","2510","799745","2037690695","134784525330","53169438"
"036540","SFA반도체","KOSDAQ","우량기업부","6900","-110","-1.57","7030","7030","6900","692515","4800062010","1134776090700","164460303"
"255220","SG","KOSDAQ","중견기업부","2195","0","0.00","2200","2205","2160","55243","120255360","90741886065","41340267"
"040610","SG&G","KOSDAQ","중견기업부","2890","-5","-0.17","2875","2895","2810","145915","414647820","98511996440","34087196"
"049470","SGA","KOSDAQ","중견기업부","1280","-10","-0.78","1290","1305","1270","350522","449461405","67663678720","52862249"
"184230","SGA솔루션즈","KOSDAQ","벤처기업부","1380","-5","-0.36","1385","1400","1360","241767","332263125","63722612280","46175806"
"005090","SGC에너지","KOSPI",,"47050","-500","-1.05","47350","47550","46400","72508","3386104400","690553038200","14677004"
"016250","SGC이테크건설","KOSDAQ","우량기업부","72600","-700","-0.95","72800","73300","72300","9354","679324200","146960332200","2024247"
"001380","SG글로벌","KOSPI",,"2740","15","0.55","2730","2770","2695","149844","409551425","123201751820","44964143"
"004060","SG세계물산","KOSPI",,"770","-14","-1.79","781","786","762","544743","420614126","155867219200","202424960"
"001770","SHD","KOSPI",,"30800","700","2.33","29950","31050","29800","9560","291369300","37418242400","1214878"
"002360","SH에너지화학","KOSPI",,"1085","35","3.33","1050","1085","1045","1084347","1155690710","120580097050","111133730"
"009160","SIMPAC","KOSPI",,"8290","0","0.00","8220","8780","8200","2522137","21472353870","542410687640","65429516"
"123700","SJM","KOSPI",,"4690","-30","-0.64","4720","4750","4650","46592","218209595","73186971620","15604898"
"025530","SJM홀딩스","KOSPI",,"4000","-25","-0.62","3985","4020","3960","17493","69665420","59736032000","14934008"
"034730","SK","KOSPI",,"266500","-1500","-0.56","266000","269000","265000","109614","29179782000","18751019150500","70360297"
"337450","SK5호스팩","KOSDAQ","SPAC(소속부없음)","2405","-5","-0.21","2395","2425","2370","131744","314950580","10365550000","4310000"
"340350","SK6호스팩","KOSDAQ","SPAC(소속부없음)","2190","-10","-0.45","2210","2210","2185","112662","246902400","12504900000","5710000"
"011790","SKC","KOSPI",,"154500","3500","2.32","153000","157500","151000","396054","61211312500","5850652041000","37868298"
"018670","SK가스","KOSPI",,"135000","8500","6.72","127500","135500","127500","105213","13953800500","1246082940000","9230244"
"001740","SK네트웍스","KOSPI",,"5570","-60","-1.07","5630","5630","5530","352256","1961740720","1382405193790","248187647"
"001745","SK네트웍스우","KOSPI",,"107000","500","0.47","106500","107500","106000","62","6650500","12160336000","113648"
"006120","SK디스커버리","KOSPI",,"47500","-400","-0.84","47900","48300","47450","85357","4070219900","904298112500","19037855"
"006125","SK디스커버리우","KOSPI",,"40000","-350","-0.87","40350","40550","39900","8331","333859350","54338200000","1358455"
"210980","SK디앤디","KOSPI",,"38500","600","1.58","37700","38600","37700","59918","2293306650","854321314000","22190164"
"068400","SK렌터카","KOSPI",,"13100","100","0.77","13150","13250","12950","94155","1234059800","619444504000","47285840"
"036490","SK머티리얼즈","KOSDAQ","우량기업부","408500","-1900","-0.46","411000","412000","407000","20184","8244602500","4308724420500","10547673"
"302440","SK바이오사이언스","KOSPI",,"307500","-500","-0.16","304500","324000","304500","1304053","406601026000","23523750000000","76500000"
"326030","SK바이오팜","KOSPI",,"121000","-500","-0.41","121500","123000","120000","139660","16894132000","9475903250000","78313250"
"361610","SK아이이테크놀로지","KOSPI",,"209500","1500","0.72","207500","212500","207500","211897","44489051500","14936845524000","71297592"
"03473K","SK우","KOSPI",,"247500","-2500","-1.00","247500","251500","247000","1319","327574000","140118412500","566135"
"096770","SK이노베이션","KOSPI",,"249500","-500","-0.20","250500","251000","248000","219199","54673767000","23070158218000","92465564"
"096775","SK이노베이션우","KOSPI",,"157500","-1500","-0.94","159500","160000","156000","3291","517732000","196627095000","1248426"
"001510","SK증권","KOSPI",,"939","-7","-0.74","948","951","936","1656972","1556740293","443762170569","472590171"
"001515","SK증권우","KOSPI",,"4280","0","0.00","4295","4295","4255","7731","33053290","16745559920","3912514"
"285130","SK케미칼","KOSPI",,"267000","-5000","-1.84","272000","275000","267000","93774","25181355500","3137622732000","11751396"
"28513K","SK케미칼우","KOSPI",,"135500","-1000","-0.73","137500","140000","134000","22130","3010965000","197649785000","1458670"
"017670","SK텔레콤","KOSPI",,"300500","-5500","-1.80","304000","307500","299500","281637","84997409141","21654072971500","72060143"
"000660","SK하이닉스","KOSPI",,"104500","-1500","-1.42","105500","106000","104000","2528501","264811847452","76076247142500","728002365"
"048550","SM C&C","KOSDAQ","중견기업부","5960","410","7.39","5640","6070","5570","19794506","116039507200","566036815200","94972620"
"063440","SM Life Design","KOSDAQ","중견기업부","3125","35","1.13","3110","3185","3060","2128714","6641994280","141028606250","45129154"
"950180","SNK","KOSDAQ","외국기업(소속부없음)","18900","-50","-0.26","19000","19050","18800","31509","595013000","398068020000","21061800"
"064960","SNT모티브","KOSPI",,"56100","-200","-0.36","56000","56600","55600","20632","1152470500","820357929600","14623136"
"100840","SNT에너지","KOSPI",,"22200","400","1.83","21800","22350","21600","27456","604305200","166648984200","7506711"
"003570","SNT중공업","KOSPI",,"10350","100","0.98","10300","10450","10250","24947","258335100","344165413950","33252697"
"036530","SNT홀딩스","KOSPI",,"18850","0","0.00","18950","18950","18700","9381","175959700","307328251100","16303886"
"005610","SPC삼립","KOSPI",,"81400","100","0.12","82000","82100","80600","5387","436526000","702401332600","8629009"
"011810","STX","KOSPI",,"4870","-15","-0.31","4920","4920","4805","111712","542478640","130848621000","26868300"
"077970","STX엔진","KOSPI",,"11250","0","0.00","11350","11450","11050","38512","431620400","258850170000","23008904"
