id,bspl,detailname,resultname,resultname_old
1366,BS,장기어음미수금-부도어음,미수금,미수금
1367,BS,장기어음미수금-기타,미수금,미수금
1368,BS,장기어음미수금-현할차,미수금,미수금
1369,BS,장기어음미수금-환율평가,미수금,미수금
1370,BS,장기어음미수금-대손충당금,미수금,미수금
1371,BS,장기미수금-유동성대체,미수금,미수금
1372,BS,장기미수금-부문간배부,미수금,미수금
1373,BS,미수수익-수입이자,미수수익,미수수익
1374,BS,미수수익-기타,미수수익,미수수익
1375,BS,미수수익-예적금이자,미수수익,미수수익
1376,BS,미수수익-유가증권이자,미수수익,미수수익
1377,BS,미수수익-대여금이자,미수수익,미수수익
1378,BS,미수수익-분양연체이자,미수수익,미수수익
1379,BS,미수수익-기타금융상품이자,미수수익,미수수익
1380,BS,미수수익-임대료,미수수익,미수수익
1381,BS,미수수익-시스템사용료,미수수익,미수수익
1382,BS,미수수익-환율평가,미수수익,미수수익
1383,BS,미수수익-대손충당금,미수수익,미수수익
1384,BS,미수수익-부문간배부,미수수익,미수수익
1385,BS,선급금-수입부가세,선급금,선급금
1386,BS,선급금-기타,선급금,선급금
1387,BS,선급금-재고매입,선급금,선급금
1388,BS,선급금-영업거래,선급금,선급금
1389,BS,선급금-외주비,선급금,선급금
1390,BS,선급금-조정,선급금,선급금
1391,BS,선급금-공사-자재구입,선급금,선급금
1392,BS,선급금-공사-용지,선급금,선급금
1393,BS,선급금-선물환,선급금,선급금
1394,BS,선급금-대손충당금,선급금,선급금
1395,BS,유동성 장기선급금,선급금,선급금
1396,BS,선급금-부문간배부,선급금,선급금
1397,BS,장기선급금-영업거래,선급금,선급금
1398,BS,장기선급금-기타,선급금,선급금
1399,BS,장기선급금-대손충당금,선급금,선급금
1400,BS,장기선급금-유동성대체,선급금,선급금
1401,BS,장기선급금-부문간배부,선급금,선급금
1402,BS,선급비용-이자비용,선급비용,선급비용
1403,BS,선급비용-차량보험료,선급비용,선급비용
1404,BS,선급비용-비정기상여-급여,선급비용,선급비용
1405,BS,선급비용-비정기상여-임금-시급직,선급비용,선급비용
1406,BS,선급비용-비정기상여-급여-SP,선급비용,선급비용
1407,BS,선급비용-보험료-보증보험료,선급비용,선급비용
1408,BS,선급비용-모델료,선급비용,선급비용
1409,BS,선급비용-지급보증수수료,선급비용,선급비용
1410,BS,선급비용-S/W유지보수료,선급비용,선급비용
1411,BS,선급비용-임차료-건물,선급비용,선급비용
1412,BS,선급비용-임차료-토지,선급비용,선급비용
1413,BS,선급비용-로열티,선급비용,선급비용
1414,BS,선급비용-환가료,선급비용,선급비용
1415,BS,선급비용-배상보험료,선급비용,선급비용
1416,BS,선급비용-행사/홍보,선급비용,선급비용
1417,BS,선급비용-판매장려금,선급비용,선급비용
1418,BS,선급비용-상해보험/질병보험,선급비용,선급비용
1419,BS,선급비용-도서비-신문,선급비용,선급비용
1420,BS,선급비용-통신비-정보이용료,선급비용,선급비용
1421,BS,선급비용-사용권자산,선급비용,선급비용
1422,BS,선급비용-기타,선급비용,선급비용
1423,BS,선급비용-상여금,선급비용,선급비용
1424,BS,선급비용-연월차,선급비용,선급비용
1425,BS,선급비용-국민연금보험,선급비용,선급비용
1426,BS,선급비용-건강보험,선급비용,선급비용
1427,BS,선급비용-산재보험,선급비용,선급비용
1428,BS,선급비용-고용보험,선급비용,선급비용
1429,BS,선급비용-상해보험,선급비용,선급비용
1430,BS,선급비용-단체보험,선급비용,선급비용
1431,BS,선급비용-장기요양보험,선급비용,선급비용
1432,BS,선급비용-기타복리후생,선급비용,선급비용
1433,BS,선급비용-화재보험료,선급비용,선급비용
1434,BS,선급비용-동산종합보험료,선급비용,선급비용
1435,BS,선급비용-자동차보험료,선급비용,선급비용
1436,BS,선급비용-중장비안전보험료,선급비용,선급비용
1437,BS,선급비용-선박보험료,선급비용,선급비용
1438,BS,선급비용-보증보험료,선급비용,선급비용
1439,BS,선급비용-채권보험료,선급비용,선급비용
1440,BS,선급비용-운송보험료,선급비용,선급비용
1441,BS,선급비용-수출보험료,선급비용,선급비용
1442,BS,선급비용-조립보험료,선급비용,선급비용
1443,BS,선급비용-건설공사보험료,선급비용,선급비용
1444,BS,선급비용-제조물배상책임보험료,선급비용,선급비용
1445,BS,선급비용-영업배상책임보험료,선급비용,선급비용
1446,BS,선급비용-패키지보험료,선급비용,선급비용
1447,BS,선급비용-기타보험료,선급비용,선급비용
1448,BS,선급비용-토지임차료,선급비용,선급비용
1449,BS,선급비용-건물임차료,선급비용,선급비용
1450,BS,선급비용-구축물임차료,선급비용,선급비용
1451,BS,선급비용-기계장치임차료,선급비용,선급비용
1452,BS,선급비용-차량운반구임차료,선급비용,선급비용
1453,BS,선급비용-컴퓨터임차료,선급비용,선급비용
1454,BS,선급비용-복사기임차료,선급비용,선급비용
1455,BS,선급비용-전산장비임차료,선급비용,선급비용
1456,BS,선급비용-소프트웨어임차료,선급비용,선급비용
1457,BS,선급비용-창고임차료,선급비용,선급비용
1458,BS,선급비용-가설재임차료,선급비용,선급비용
1459,BS,선급비용-운용리스료임차료,선급비용,선급비용
1460,BS,선급비용-운용리스보험료임차료,선급비용,선급비용
1461,BS,선급비용-기타임차료,선급비용,선급비용
1462,BS,선급비용-지급수수료,선급비용,선급비용
1463,BS,선급비용-광고선전비,선급비용,선급비용
1464,BS,선급비용-판매촉진비,선급비용,선급비용
1465,BS,선급비용-세금과공과,선급비용,선급비용
1466,BS,선급비용-기술사용료,선급비용,선급비용
1467,BS,선급비용-지급보증료,선급비용,선급비용
1468,BS,선급비용-물류비,선급비용,선급비용
1469,BS,선급비용-임가공비,선급비용,선급비용
1470,BS,선급비용-외주비,선급비용,선급비용
1471,BS,선급비용-선급공사원가,선급비용,선급비용
1472,BS,선급비용-사내근로복지기금,선급비용,선급비용
1473,BS,선급비용-가지급대체,선급비용,선급비용
1474,BS,선급비용-자본화비용,선급비용,선급비용
1475,BS,선급비용-비용이연,선급비용,선급비용
1476,BS,선급비용-비용이연-기획Only,선급비용,선급비용
1477,BS,선급비용-포장재비-코닝정밀소재Only,선급비용,선급비용
1478,BS,선급비용-Project원가,선급비용,선급비용
1479,BS,선급비용-Link이자-물산Only,선급비용,선급비용
1480,BS,선급비용-대손충당금,선급비용,선급비용
1481,BS,유동성 장기선급비용,선급비용,선급비용
1482,BS,선급비용-부문간배부,선급비용,선급비용
1483,BS,장기선급비용-상여금,선급비용,선급비용
1484,BS,장기선급비용-복리후생비,선급비용,선급비용
1485,BS,장기선급비용-보험료,선급비용,선급비용
1486,BS,장기선급비용-임차료,선급비용,선급비용
1487,BS,장기선급비용-지급수수료,선급비용,선급비용
1488,BS,장기선급비용-광고선전비,선급비용,선급비용
1489,BS,장기선급비용-판매촉진비,선급비용,선급비용
1490,BS,장기선급비용-세금과공과,선급비용,선급비용
1491,BS,장기선급비용-기술사용료,선급비용,선급비용
1492,BS,장기선급비용-이자비용,선급비용,선급비용
1493,BS,장기선급비용-지급보증료,선급비용,선급비용
1494,BS,장기선급비용-사내근로복지기금,선급비용,선급비용
1495,BS,장기선급비용-자본화비용,선급비용,선급비용
1496,BS,장기선급비용-기타,선급비용,선급비용
1497,BS,장기선급비용-유동성대체,선급비용,선급비용
1498,BS,장기선급비용-부문간배부,선급비용,선급비용
1499,BS,기타비유동자산,선급비용,선급비용
1500,BS,기타투자자산,선급비용,선급비용
1501,BS,장기선급금,선급비용,선급비용
1502,BS,대손충당금-장기선급금,선급비용,선급비용
1503,BS,장기선급비용,선급비용,선급비용
1504,BS,당기손익공정가치측정금융자산-국공채,당기손익공정가치측정금융자산,당기손익공정가치측정금융자산
1505,BS,당기손익공정가치측정금융자산-MMT,당기손익공정가치측정금융자산,당기손익공정가치측정금융자산
1506,BS,당기손익공정가치측정금융자산-옵션부주식,당기손익공정가치측정금융자산,당기손익공정가치측정금융자산
1507,BS,당기손익공정가치측정금융자산-투자자산,당기손익공정가치측정금융자산,당기손익공정가치측정금융자산
1508,BS,당기손익공정가치측정금융자산-상환우선주,당기손익공정가치측정금융자산,당기손익공정가치측정금융자산
1509,BS,상품,재고자산,재고자산
1510,BS,평가손실충당금-상품,재고자산,재고자산
1511,BS,제품,재고자산,재고자산
1512,BS,평가손실충당금-제품,재고자산,재고자산
1513,BS,국고보조금-제품,재고자산,재고자산
1514,BS,재공품,재고자산,재고자산
1515,BS,평가손실충당금-재공품,재고자산,재고자산
1516,BS,원재료,재고자산,재고자산
1517,BS,평가손실충당금-원재료,재고자산,재고자산
1518,BS,국고보조금,재고자산,재고자산
1519,BS,저장품,재고자산,재고자산
1520,BS,저장품-판촉물,재고자산,재고자산
1521,BS,저장품-유류,재고자산,재고자산
1522,BS,저장품-생산소모품,재고자산,재고자산
1523,BS,저장품-수선용품,재고자산,재고자산
1524,BS,저장품-환경용품,재고자산,재고자산
1525,BS,저장품-공업용수,재고자산,재고자산
1526,BS,미착품,재고자산,재고자산
1527,BS,미착품-상품,재고자산,재고자산
1528,BS,미착품-원재료,재고자산,재고자산
1529,BS,미착품-부재료,재고자산,재고자산
1530,BS,미착품-포재료,재고자산,재고자산
1531,BS,미착품-저장품,재고자산,재고자산
1532,BS,반품자산,재고자산,재고자산
1533,BS,완성상가,재고자산,재고자산
1534,BS,평가손실충당금,재고자산,재고자산
1535,BS,상품-반품추정,재고자산,재고자산
1536,BS,상품-반품추정-폐기충당,재고자산,재고자산
1537,BS,상품-Aging평가충당금,재고자산,재고자산
1538,BS,상품-저가법평가충당금,재고자산,재고자산
1539,BS,부산물,재고자산,재고자산
1540,BS,제품-반품추정,재고자산,재고자산
1541,BS,제품-반품추정-폐기충당,재고자산,재고자산
1542,BS,제품-Aging평가충당금,재고자산,재고자산
1543,BS,제품-저가법평가충당금,재고자산,재고자산
1544,BS,완성부동산,재고자산,재고자산
1545,BS,반제품,재고자산,재고자산
1546,BS,반제품-Aging평가충당금,재고자산,재고자산
1547,BS,반제품-저가법평가충당금,재고자산,재고자산
1549,BS,용지-평가충당금,재고자산,재고자산
1550,BS,미완성공사,재고자산,재고자산
1551,BS,미완성공사-평가충당금,재고자산,재고자산
1552,BS,재공품-Aging평가충당금,재고자산,재고자산
1553,BS,재공품-저가법평가충당금,재고자산,재고자산
1554,BS,원재료-선물환,재고자산,재고자산
1555,BS,원재료-조정,재고자산,재고자산
1556,BS,원재료-Aging평가충당금,재고자산,재고자산
1557,BS,원재료-저가법평가충당금,재고자산,재고자산
1558,BS,저장품-소모품,재고자산,재고자산
1559,BS,저장품-A/S자재,재고자산,재고자산
1560,BS,저장품-건설자재,재고자산,재고자산
1561,BS,저장품-수선용자재,재고자산,재고자산
1562,BS,저장품-소방자재-에버랜드Only,재고자산,재고자산
1563,BS,저장품-수목-에버랜드Only,재고자산,재고자산
1564,BS,저장품-저장기기-에스원Only,재고자산,재고자산
1565,BS,저장품-공사기기-에스원Only,재고자산,재고자산
1566,BS,저장품-기타,재고자산,재고자산
1567,BS,저장품-Aging평가충당금,재고자산,재고자산
1568,BS,저장품-저가법평가충당금,재고자산,재고자산
1570,BS,가설재-조정,재고자산,재고자산
1571,BS,미착품-물대-Target-상품,재고자산,재고자산
1572,BS,미착품-물대-Target-제품,재고자산,재고자산
1573,BS,미착품-물대-Target-반제품,재고자산,재고자산
1574,BS,미착품-물대-Target-원재료,재고자산,재고자산
1575,BS,미착품-물대-Target-저장품,재고자산,재고자산
1576,BS,미착품-물대-Target-가설재,재고자산,재고자산
1577,BS,미착품-관세-GR/IR-상품,재고자산,재고자산
1578,BS,미착품-관세-GR/IR-제품,재고자산,재고자산
1579,BS,미착품-관세-GR/IR-반제품,재고자산,재고자산
1580,BS,미착품-관세-GR/IR-원재료,재고자산,재고자산
1581,BS,미착품-관세-GR/IR-저장품,재고자산,재고자산
1582,BS,미착품-관세-GR/IR-가설재,재고자산,재고자산
1583,BS,미착품-관세-충당,재고자산,재고자산
1584,BS,미착품-부대비-GR/IR-상품,재고자산,재고자산
1585,BS,미착품-부대비-GR/IR-제품,재고자산,재고자산
1586,BS,미착품-부대비-GR/IR-반제품,재고자산,재고자산
1587,BS,미착품-부대비-GR/IR-원재료,재고자산,재고자산
1588,BS,미착품-부대비-GR/IR-저장품,재고자산,재고자산
1589,BS,미착품-부대비-GR/IR-가설재,재고자산,재고자산
1590,BS,GR/IR-부대비-GR/IR-운송료,재고자산,재고자산
1591,BS,GR/IR-부대비-GR/IR-보험료,재고자산,재고자산
1592,BS,GR/IR-부대비-GR/IR-기타,재고자산,재고자산
1593,BS,GR/IR-상품-물대,재고자산,재고자산
1594,BS,GR/IR-상품-조정,재고자산,재고자산
1595,BS,GR/IR-제품-물대,재고자산,재고자산
1596,BS,GR/IR-제품-조정,재고자산,재고자산
1597,BS,GR/IR-반제품-물대,재고자산,재고자산
1598,BS,GR/IR-반제품-조정,재고자산,재고자산
1599,BS,GR/IR-원재료-물대,재고자산,재고자산
1600,BS,GR/IR-원재료-조정,재고자산,재고자산
1601,BS,GR/IR-저장품-물대,재고자산,재고자산
1602,BS,GR/IR-저장품-조정,재고자산,재고자산
1603,BS,GR/IR-가설재-물대,재고자산,재고자산
1604,BS,GR/IR-가설재-조정,재고자산,재고자산
1605,BS,적송품-상품,재고자산,재고자산
1606,BS,적송품-제품,재고자산,재고자산
1607,BS,적송품-반제품,재고자산,재고자산
1608,BS,적송품-원재료,재고자산,재고자산
1609,BS,적송품-저장품,재고자산,재고자산
1610,BS,기타재고자산,재고자산,재고자산
1611,BS,기타재고자산-미실현이익조정,재고자산,재고자산
1612,BS,기타재고자산-Aging평가충당금,재고자산,재고자산
1613,BS,기타재고자산-저가법평가충당금,재고자산,재고자산
1614,BS,재고자산-부문간배부,재고자산,재고자산
1615,BS,용지,재고자산,재고자산
1616,BS,미완성건물,재고자산,재고자산
1617,BS,미완성주택,재고자산,재고자산
1618,BS,가설재,재고자산,재고자산
1619,BS,반품자산회수권,재고자산,재고자산
1620,BS,반품자산회수권-손상차손누계액,재고자산,재고자산
1621,BS,위탁원료,재고자산,재고자산
1622,BS,위탁원료-평가충당금,재고자산,재고자산
1623,BS,미착원자재,재고자산,재고자산
1624,BS,단기매매증권,기타유동금융자산,기타유동금융자산
1625,BS,단기대여금,기타유동금융자산,기타유동금융자산
1626,BS,단기대여금-거래처,기타유동금융자산,기타유동금융자산
1627,BS,단기대여금-관계사,기타유동금융자산,기타유동금융자산
1628,BS,단기대여금-Pooling,기타유동금융자산,기타유동금융자산
1629,BS,단기대여금-주주,기타유동금융자산,기타유동금융자산
1630,BS,단기대여금-Project,기타유동금융자산,기타유동금융자산
1631,BS,단기대여금-기타,기타유동금융자산,기타유동금융자산
1632,BS,단기대여금-현할차,기타유동금융자산,기타유동금융자산
1633,BS,단기대여금-종업원-주택대부,기타유동금융자산,기타유동금융자산
1634,BS,단기대여금-종업원-우리사주,기타유동금융자산,기타유동금융자산
1635,BS,단기대여금-종업원-생활안정,기타유동금융자산,기타유동금융자산
1636,BS,단기대여금-종업원-차량구입,기타유동금융자산,기타유동금융자산
1637,BS,단기대여금-종업원-기타,기타유동금융자산,기타유동금융자산
1638,BS,단기대여금-종업원-현할차,기타유동금융자산,기타유동금융자산
1639,BS,단기대여금-환율평가,기타유동금융자산,기타유동금융자산
1640,BS,단기대여금-대손충당금,기타유동금융자산,기타유동금융자산
1641,BS,유동성 장기대여금,기타유동금융자산,기타유동금융자산
1642,BS,단기대여금-부문간배부,기타유동금융자산,기타유동금융자산
1643,BS,기타비유동금융자산,기타유동금융자산,기타유동금융자산
1644,BS,장기성매출채권,기타유동금융자산,기타유동금융자산
1645,BS,장기대여금,기타유동금융자산,기타유동금융자산
1646,BS,장기미수금,기타유동금융자산,기타유동금융자산
1647,BS,대손충당금,기타유동금융자산,기타유동금융자산
1648,BS,현재가치할인차금-장기미수금,기타유동금융자산,기타유동금융자산
1649,BS,보증금-임차보증금,기타유동금융자산,기타유동금융자산
1650,BS,보증금-전신전화가입권,기타유동금융자산,기타유동금융자산
1651,BS,보증금-영업보증금,기타유동금융자산,기타유동금융자산
1652,BS,보증금-법원보관금,기타유동금융자산,기타유동금융자산
1653,BS,보증금-지급보증금,기타유동금융자산,기타유동금융자산
1654,BS,보증금-기타,기타유동금융자산,기타유동금융자산
1655,BS,당기손익인식지정금융자산,기타유동금융자산,기타유동금융자산
1656,BS,장기대여금-거래처,기타유동금융자산,기타유동금융자산
1657,BS,장기대여금-관계사,기타유동금융자산,기타유동금융자산
1658,BS,장기대여금-주주,기타유동금융자산,기타유동금융자산
1659,BS,장기대여금-Project,기타유동금융자산,기타유동금융자산
1660,BS,장기대여금-기타,기타유동금융자산,기타유동금융자산
1661,BS,장기대여금-현할차,기타유동금융자산,기타유동금융자산
1662,BS,장기대여금-종업원-주택대부,기타유동금융자산,기타유동금융자산
1663,BS,장기대여금-종업원-우리사주,기타유동금융자산,기타유동금융자산
1664,BS,장기대여금-종업원-생활안정,기타유동금융자산,기타유동금융자산
1665,BS,장기대여금-종업원-차량구입,기타유동금융자산,기타유동금융자산
1666,BS,장기대여금-종업원-기타,기타유동금융자산,기타유동금융자산
1667,BS,장기대여금-종업원-현할차,기타유동금융자산,기타유동금융자산
1668,BS,장기대여금-환율평가,기타유동금융자산,기타유동금융자산
1669,BS,장기대여금-대손충당금,기타유동금융자산,기타유동금융자산
1670,BS,장기대여금-유동성대체,기타유동금융자산,기타유동금융자산
1671,BS,장기대여금-부문간배부,기타유동금융자산,기타유동금융자산
1672,BS,장기보증금-수입보증금,기타유동금융자산,기타유동금융자산
1673,BS,장기보증금-환급관세,기타유동금융자산,기타유동금융자산
1674,BS,장기보증금-거래보증금,기타유동금융자산,기타유동금융자산
1675,BS,장기보증금-공탁금,기타유동금융자산,기타유동금융자산
1676,BS,장기보증금-기타영업,기타유동금융자산,기타유동금융자산
1677,BS,장기보증금-공사보증금,기타유동금융자산,기타유동금융자산
1678,BS,장기보증금-입찰보증금,기타유동금융자산,기타유동금융자산
1679,BS,장기보증금-계약보증금,기타유동금융자산,기타유동금융자산
1680,BS,장기보증금-하자보증금,기타유동금융자산,기타유동금융자산
1681,BS,장기보증금-사무실임차,기타유동금융자산,기타유동금융자산
1682,BS,장기보증금-매장임차,기타유동금융자산,기타유동금융자산
1683,BS,장기보증금-주택임차,기타유동금융자산,기타유동금융자산
1684,BS,장기보증금-기타임차,기타유동금융자산,기타유동금융자산
1685,BS,장기보증금-전신전화가입권,기타유동금융자산,기타유동금융자산
1686,BS,장기보증금-기타가입권,기타유동금융자산,기타유동금융자산
1687,BS,장기보증금-기타,기타유동금융자산,기타유동금융자산
1688,BS,장기보증금-현할차,기타유동금융자산,기타유동금융자산
1689,BS,장기보증금-환율평가,기타유동금융자산,기타유동금융자산
1690,BS,장기보증금-대손충당금,기타유동금융자산,기타유동금융자산
1691,BS,장기보증금-유동성대체,기타유동금융자산,기타유동금융자산
1692,BS,장기보증금-부문간배부,기타유동금융자산,기타유동금융자산
1693,BS,단기대여금-주임종,기타유동금융자산,기타유동금융자산
1694,BS,장기대여금-주임종,기타유동금융자산,기타유동금융자산
1695,BS,장기미수수익,기타유동금융자산,기타유동금융자산
1696,BS,예치보증금-수입보증금,기타유동자산,기타유동자산
1697,BS,예치보증금-환급관세,기타유동자산,기타유동자산
1698,BS,예치보증금-거래보증금,기타유동자산,기타유동자산
1699,BS,예치보증금-공탁금,기타유동자산,기타유동자산
1700,BS,예치보증금-기타영업,기타유동자산,기타유동자산
1701,BS,예치보증금-공사보증금,기타유동자산,기타유동자산
1702,BS,예치보증금-입찰보증금,기타유동자산,기타유동자산
1703,BS,예치보증금-계약보증금,기타유동자산,기타유동자산
1704,BS,예치보증금-하자보증금,기타유동자산,기타유동자산
1705,BS,예치보증금-사무실임차,기타유동자산,기타유동자산
1706,BS,예치보증금-매장임차,기타유동자산,기타유동자산
1707,BS,예치보증금-주택임차,기타유동자산,기타유동자산
1708,BS,예치보증금-기타임차,기타유동자산,기타유동자산
1709,BS,예치보증금-전신전화가입권,기타유동자산,기타유동자산
1710,BS,예치보증금-기타가입권,기타유동자산,기타유동자산
1711,BS,예치보증금-기타,기타유동자산,기타유동자산
1712,BS,예치보증금-환율평가,기타유동자산,기타유동자산
1713,BS,예치보증금-대손충당금,기타유동자산,기타유동자산
1714,BS,유동성 장기보증금,기타유동자산,기타유동자산
1715,BS,예치보증금-부문간배부,기타유동자산,기타유동자산
1716,BS,선급법인세-원천징수,기타유동자산,기타유동자산
1717,BS,선급법인세-중간예납,기타유동자산,기타유동자산
1718,BS,선급법인세-기타,기타유동자산,기타유동자산
1719,BS,선급법인세-부문간배부,기타유동자산,기타유동자산
1720,BS,매입부가세,기타유동자산,기타유동자산
1721,BS,매입부가세-이연,기타유동자산,기타유동자산
1722,BS,매입부가세-조정,기타유동자산,기타유동자산
1723,BS,매입부가세-부문간배부,기타유동자산,기타유동자산
1724,BS,전도금,기타유동자산,기타유동자산
1725,BS,전도금-환율평가,기타유동자산,기타유동자산
1726,BS,전도금-부문간배부,기타유동자산,기타유동자산
1727,BS,가지급금-경비,기타유동자산,기타유동자산
1728,BS,가지급금-출장비,기타유동자산,기타유동자산
1729,BS,가지급금-경조금,기타유동자산,기타유동자산
1730,BS,가지급금-기타,기타유동자산,기타유동자산
1731,BS,선급법인세,기타유동자산,기타유동자산
1732,BS,장기선급임차료,기타유동자산,기타유동자산
1733,BS,미수법인세환급액,당기법인세자산,당기법인세자산
1734,BS,미수법인세자산,당기법인세자산,당기법인세자산
1735,BS,매각예정유동자산,매각예정자산,매각예정자산
1736,BS,매각예정비유동자산,매각예정자산,매각예정자산
1737,BS,장기 정기예금,장기금융상품,장기금융상품
1738,BS,장기 정기적금,장기금융상품,장기금융상품
1739,BS,장기 신탁예금,장기금융상품,장기금융상품
1740,BS,장기 별단예금,장기금융상품,장기금융상품
1741,BS,장기 기타예금,장기금융상품,장기금융상품
1742,BS,기타장기금융상품,장기금융상품,장기금융상품
1743,BS,장기금융상품-유동성대체,장기금융상품,장기금융상품
1744,BS,장기금융상품-부문간배부,장기금융상품,장기금융상품
1745,BS,전세권,장기금융상품,장기금융상품
1746,BS,전신전화가입권,장기금융상품,장기금융상품
1747,BS,수입보증금,장기금융상품,장기금융상품
1748,BS,기타보증금,장기금융상품,장기금융상품
1749,BS,파생상품자산-유동-통화선도,파생상품금융자산,파생상품금융자산
1750,BS,파생상품자산-유동-통화스왑,파생상품금융자산,파생상품금융자산
1751,BS,파생상품자산-유동-통화옵션,파생상품금융자산,파생상품금융자산
1752,BS,파생상품자산-유동-이자율스왑,파생상품금융자산,파생상품금융자산
1753,BS,파생상품자산-유동-상품선물,파생상품금융자산,파생상품금융자산
1754,BS,파생상품자산-유동-상품선도,파생상품금융자산,파생상품금융자산
1755,BS,파생상품자산-유동-기타,파생상품금융자산,파생상품금융자산
1756,BS,유동성 파생상품자산,파생상품금융자산,파생상품금융자산
1757,BS,파생상품자산-유동-부문간배부,파생상품금융자산,파생상품금융자산
1758,BS,파생상품자산-통화선도,파생상품금융자산,파생상품금융자산
1759,BS,파생상품자산-통화스왑,파생상품금융자산,파생상품금융자산
1760,BS,파생상품자산-통화옵션,파생상품금융자산,파생상품금융자산
1761,BS,파생상품자산-이자율스왑,파생상품금융자산,파생상품금융자산
1762,BS,파생상품자산-상품선물,파생상품금융자산,파생상품금융자산
1763,BS,파생상품자산-상품선도,파생상품금융자산,파생상품금융자산
1764,BS,파생상품자산-통화선도-중공업Only,파생상품금융자산,파생상품금융자산
1765,BS,파생상품자산-기타,파생상품금융자산,파생상품금융자산
1766,BS,파생상품자산-유동성대체,파생상품금융자산,파생상품금융자산
1767,BS,파생상품자산-부문간배부,파생상품금융자산,파생상품금융자산
1768,BS,관계기업투자주식,종속기업투자주식,종속기업투자주식
1769,BS,공동기업투자주식,종속기업투자주식,종속기업투자주식
1770,BS,"종속,관계,JV 투자주식",종속기업투자주식,종속기업투자주식
1771,BS,투자차액-연결,종속기업투자주식,종속기업투자주식
1772,BS,"종속,관계,JV 투자주식-부문간배부",종속기업투자주식,종속기업투자주식
1773,BS,지분법적용투자주식,종속기업투자주식,종속기업투자주식
1774,BS,토지,유형자산,유형자산
1775,BS,토지-손상차손누계액,유형자산,유형자산
1776,BS,건물,유형자산,유형자산
1777,BS,건물-감가상각누계액,유형자산,유형자산
1778,BS,건물-손상차손누계액,유형자산,유형자산
1779,BS,건물-국고보조금,유형자산,유형자산
1780,BS,구축물,유형자산,유형자산
1781,BS,구축물-감가상각누계액,유형자산,유형자산
1782,BS,구축물-손상차손누계액,유형자산,유형자산
1783,BS,기계장치,유형자산,유형자산
1784,BS,기계장치-감가상각누계액,유형자산,유형자산
1785,BS,기계장치-손상차손누계액,유형자산,유형자산
1786,BS,기계장치-국고보조금,유형자산,유형자산
1787,BS,차량운반구,유형자산,유형자산
1788,BS,차량운반구-감가상각누계액,유형자산,유형자산
1789,BS,공구기구비품,유형자산,유형자산
1790,BS,공구기구비품-감가상각누계액,유형자산,유형자산
1791,BS,공구기구비품-손상차손누계액,유형자산,유형자산
1792,BS,공구기구비품-국고보조금,유형자산,유형자산
1793,BS,영업장비,유형자산,유형자산
1794,BS,영업장비-감가상각누계액,유형자산,유형자산
1795,BS,전산비품,유형자산,유형자산
1796,BS,전산비품-감가상각누계액,유형자산,유형자산
1797,BS,직장보육시설자산,유형자산,유형자산
1798,BS,직장보육시설자산-감가상각누계액,유형자산,유형자산
1799,BS,직장보육시설자산-국고보조금,유형자산,유형자산
1800,BS,금형,유형자산,유형자산
1801,BS,금형-감가상각누계액,유형자산,유형자산
1802,BS,시험기자재,유형자산,유형자산
1803,BS,시험기자재-감가상각누계액,유형자산,유형자산
1804,BS,시험기자재-국고보조금,유형자산,유형자산
1805,BS,건설중인자산,유형자산,유형자산
1806,BS,선박,유형자산,유형자산
1807,BS,선박-금융리스,유형자산,유형자산
1808,BS,선박-감가상각누계액,유형자산,유형자산
1809,BS,선박-감가상각누계액-금융리스,유형자산,유형자산
1810,BS,선박-손상차손누계액,유형자산,유형자산
1811,BS,항공기,유형자산,유형자산
1812,BS,항공기-금융리스,유형자산,유형자산
1813,BS,항공기-감가상각누계액,유형자산,유형자산
1814,BS,항공기-감가상각누계액-금융리스,유형자산,유형자산
1815,BS,항공기-손상차손누계액,유형자산,유형자산
1816,BS,동물,유형자산,유형자산
1817,BS,식물,유형자산,유형자산
1818,BS,임차자산개량권,유형자산,유형자산
1819,BS,전산장비,유형자산,유형자산
1820,BS,전산장비-금융리스,유형자산,유형자산
1821,BS,경보기기,유형자산,유형자산
1822,BS,경보설비,유형자산,유형자산
1823,BS,비상각자산,유형자산,유형자산
1824,BS,가설재-유형자산,유형자산,유형자산
1825,BS,기타유형자산,유형자산,유형자산
1826,BS,기타유형자산-금융리스,유형자산,유형자산
1827,BS,동물-감가상각누계액,유형자산,유형자산
1828,BS,식물-감가상각누계액,유형자산,유형자산
1829,BS,임차자산개량권-감가상각누계액,유형자산,유형자산
1830,BS,전산장비-감가상각누계액,유형자산,유형자산
1831,BS,전산장비-감가상각누계액-금융리스,유형자산,유형자산
1832,BS,경보기기-감가상각누계액,유형자산,유형자산
1833,BS,경보기기-감가상각누계액-금융리스,유형자산,유형자산
1834,BS,경보설비-감가상각누계액,유형자산,유형자산
1835,BS,경보설비-감가상각누계액-금융리스,유형자산,유형자산
1836,BS,기타유형자산-감가상각누계액,유형자산,유형자산
1837,BS,기타유형자산-감가상각누계액-금융리스,유형자산,유형자산
1838,BS,기타유형자산-손상차손누계액,유형자산,유형자산
1839,BS,건설중인자산-토지,유형자산,유형자산
1840,BS,건설중인자산-건물,유형자산,유형자산
1841,BS,건설중인자산-건물부속설비,유형자산,유형자산
1842,BS,건설중인자산-구축물,유형자산,유형자산
1843,BS,건설중인자산-기계장치,유형자산,유형자산
