id,name,yeartime
1176,엔지브이아이,2021
1177,엔지스테크널러지,2021
1178,엔지켐생명과학,2021
1179,엔켐,2021
1180,엔텔스,2021
1181,엔피디,2021
1182,엔피케이,2021
1183,엘디티,2021
1184,엘비루셈,2021
1185,엘비세미콘,2021
1186,엘아이에스,2021
1187,엘앤에프,2021
1188,엘앤케이바이오,2021
1189,엘에이티,2021
1190,엘엠에스,2021
1191,엘컴텍,2021
1192,엠게임,2021
1193,엠로,2021
1194,엠씨넥스,2021
1195,엠아이텍,2021
1196,엠에스오토텍,2021
1197,엠에프엠코리아,2021
1198,엠투아이,2021
1199,엠투엔,2021
1200,엠플러스,2021
1201,엠피대산,2021
1202,연이비앤티,2021
1203,영림원소프트랩,2021
1204,영보화학,2021
1205,영신금속,2021
1206,영우디에스피,2021
1207,영원무역,2021
1208,영진약품,2021
1209,영풍제지,2021
1210,영화금속,2021
1211,영화테크,2021
1212,예선테크,2021
1213,예스24,2021
1214,예스코홀딩스,2021
1215,예스티,2021
1216,오공,2021
1217,오디텍,2021
1218,오로라,2021
1219,오로스테크놀로지,2021
1220,오르비텍,2021
1221,오리엔탈정공,2021
1222,오리엔트바이오,2021
1223,오리엔트정공,2021
1224,오리온홀딩스,2021
1225,오리콤,2021
1226,오상자이엘,2021
1227,오성첨단소재,2021
1228,오션브릿지,2021
1229,오션스톤,2021
1230,오스테오닉,2021
1231,오스템,2021
1232,오스템임플란트,2021
1233,오이솔루션,2021
1234,오킨스전자,2021
1235,오텍,2021
1236,오토앤,2021
1237,오파스넷,2021
1238,오픈베이스,2021
1239,올리패스,2021
1240,옴니시스템,2021
1241,옵투스제약,2021
1242,옵트론텍,2021
1243,옵티시스,2021
1244,옵티팜,2021
1245,와이더플래닛,2021
1246,와이솔,2021
1247,와이아이케이,2021
1248,와이어블,2021
1249,와이엔텍,2021
1250,와이엠씨,2021
1251,와이엠티,2021
1252,와이오엠,2021
1253,와이즈버즈,2021
1254,와이지엔터테인먼트,2021
1255,와이투솔루션,2021
1256,와이팜,2021
1257,와토스코리아,2021
1258,용평리조트,2021
1259,우리기술,2021
1260,우리기술투자,2021
1261,우리넷,2021
1262,우리로,2021
1263,우리산업홀딩스,2021
1264,우리손에프앤지,2021
1265,우리엔터프라이즈,2021
1266,우리이앤엘,2021
1267,우림피티에스,2021
1268,우수AMS,2021
1269,우신시스템,2021
1270,우정바이오,2021
1271,우주일렉트로,2021
1272,우진아이엔에스,2021
1273,웅진씽크빅,2021
1274,원림,2021
1275,원바이오젠,2021
1276,원방테크,2021
1277,원익,2021
1278,원익IPS,2021
1279,원익QnC,2021
1280,원익머트리얼즈,2021
1281,원익큐브,2021
1282,원익피앤이,2021
1283,원익홀딩스,2021
1284,원일특강,2021
1285,원준,2021
1286,원티드랩,2021
1287,원포유,2021
1288,월덱스,2021
1289,웨이브일렉트로,2021
1290,웰바이오텍,2021
1291,웰크론,2021
1292,웰크론한텍,2021
1293,웹스,2021
1294,웹젠,2021
1295,웹케시,2021
1296,위니아,2021
1297,위더스제약,2021
1298,위메이드,2021
1299,위메이드맥스,2021
1300,위메이드플레이,2021
1301,위세아이텍,2021
1302,위월드,2021
1303,위즈코프,2021
1304,위지윅스튜디오,2021
1305,위지트,2021
1306,윈팩,2021
1307,윈하이텍,2021
1308,윌링스,2021
1309,윌비스,2021
1310,유나이티드제약,2021
1311,유네코,2021
1312,유니드,2021
1313,유니슨,2021
1314,유니온머티리얼,2021
1315,유니온커뮤니티,2021
1316,유니퀘스트,2021
1317,유니테스트,2021
1318,유니테크노,2021
1319,유니트론텍,2021
1320,유니포인트,2021
1321,유라테크,2021
1322,유바이오로직스,2021
1323,유비벨록스,2021
1324,유비온,2021
1325,유비케어,2021
1326,유비쿼스,2021
1327,유비쿼스홀딩스,2021
1328,유성기업,2021
1329,유수홀딩스,2021
1330,유신,2021
1331,유아이디,2021
1332,유아이엘,2021
1333,유안타제7호스팩,2021
1334,유안타제8호스팩,2021
1335,유엑스엔,2021
1336,유엔젤,2021
1337,유유제약,2021
1338,유일로보틱스,2021
1339,유일에너테크,2021
1340,유진기업,2021
1341,유진로봇,2021
1342,유진스팩6호,2021
1343,유진스팩7호,2021
1344,유진테크,2021
1345,유투바이오,2021
1346,유티아이,2021
1347,유틸렉스,2021
1348,유한양행,2021
1349,유화증권,2021
1350,육일씨엔에쓰,2021
1351,율촌화학,2021
1352,율호,2021
1353,이건산업,2021
1354,이건홀딩스,2021
1355,이구산업,2021
1356,이글루,2021
1357,이글벳,2021
1358,이노뎁,2021
1359,이노메트리,2021
1360,이노션,2021
1361,이노시스,2021
1362,이노와이어리스,2021
1363,이노진,2021
1364,이노테라피,2021
1365,이녹스,2021
1366,이녹스첨단소재,2021
1367,이니텍,2021
1368,이라이콤,2021
1369,이랜시스,2021
1370,이랜텍,2021
1371,이루온,2021
1372,이리츠코크렙,2021
1373,이마트,2021
1374,이미지스,2021
1375,이베스트스팩5호,2021
1376,이브이첨단소재,2021
1377,이삭엔지니어링,2021
1378,이상네트웍스,2021
1379,이성씨엔아이,2021
1380,이수앱지스,2021
1381,이수화학,2021
1382,이스타코,2021
1383,이스트소프트,2021
1384,이씨에스,2021
1385,이아이디,2021
1386,이앤에치,2021
1387,이엔드디,2021
1388,이엔에프테크놀로지,2021
1389,이엔코퍼레이션,2021
1390,이엔플러스,2021
1391,이엘피,2021
1392,이엠넷,2021
1393,이엠앤아이,2021
1394,이엠텍,2021
1395,이엠티,2021
1396,이연제약,2021
1397,이오테크닉스,2021
1398,이오플로우,2021
1399,이원컴포텍,2021
1400,이월드,2021
1401,이즈미디어,2021
1402,이지바이오,2021
1403,이지스레지던스리츠,2021
1404,이지케어텍,2021
1405,이지트로닉스,2021
1406,이지홀딩스,2021
1407,이큐셀,2021
1408,이크레더블,2021
1409,이트론,2021
1410,이퓨쳐,2021
1411,이화공영,2021
1412,이화산업,2021
1413,이화전기,2021
1414,인디에프,2021
1415,인바디,2021
1416,인바이오젠,2021
1417,인바이츠바이오코아,2021
1418,인산가,2021
1419,인선이엔티,2021
1420,인성정보,2021
1421,인스코비,2021
1422,인지디스플레,2021
1423,인지컨트롤스,2021
1424,인천도시가스,2021
1425,인카금융서비스,2021
1426,인콘,2021
1427,인크로스,2021
1428,인탑스,2021
1429,인터로조,2021
1430,인터플렉스,2021
1431,인텍플러스,2021
1432,인텔리안테크,2021
1433,인트로메딕,2021
1434,인트론바이오,2021
1435,인팩,2021
1436,인포마크,2021
1437,인포바인,2021
1438,인포뱅크,2021
1439,인피니트헬스케어,2021
1440,인화정공,2021
1441,일동제약,2021
1442,일동홀딩스,2021
1443,일신바이오,2021
1444,일신방직,2021
1445,일신석재,2021
1446,일야,2021
1447,일양약품,2021
1448,일정실업,2021
1449,일지테크,2021
1450,일진다이아,2021
1451,일진디스플,2021
1452,일진머티리얼즈,2021
1453,일진전기,2021
1454,일진파워,2021
1455,일진하이솔루스,2021
1456,일진홀딩스,2021
1457,잇츠한불,2021
1458,잉크테크,2021
1459,자연과환경,2021
1460,자이글,2021
1461,자이언트스텝,2021
1462,자이에스앤디,2021
1463,자화전자,2021
1464,재영솔루텍,2021
1465,전방,2021
1466,전진바이오팜,2021
1467,정상제이엘에스,2021
1468,제너셈,2021
1469,제넥신,2021
1470,제넨바이오,2021
1471,제노레이,2021
1472,제노텍,2021
1473,제노포커스,2021
1474,제놀루션,2021
1475,제닉,2021
1476,제로투세븐,2021
1477,제룡산업,2021
1478,제우스,2021
1479,제이브이엠,2021
1480,제이스코홀딩스,2021
1481,제이스텍,2021
1482,제이시스메디칼,2021
1483,제이씨케미칼,2021
1484,제이씨현시스템,2021
1485,제이알글로벌리츠,2021
1486,제이앤티씨,2021
1487,제이에스코퍼레이션,2021
1488,제이에스티나,2021
1489,제이엔케이히터,2021
1490,제이엘케이,2021
1491,제이엠멀티,2021
1492,제이엠아이,2021
1493,제이엠티,2021
1494,제이웨이,2021
1495,제이준코스메틱,2021
1496,제일기획,2021
1497,제일약품,2021
1498,제일연마,2021
1499,제일전기공업,2021
1500,제일테크노스,2021
1501,제일파마홀딩스,2021
1502,제주맥주,2021
1503,제주항공,2021
1504,제테마,2021
1505,젠큐릭스,2021
1506,젬,2021
1507,젬백스,2021
1508,젬백스링크,2021
1509,조광ILI,2021
1510,조광페인트,2021
1511,조광피혁,2021
1512,조비,2021
1513,조선내화,2021
1514,조선선재,2021
1515,조아제약,2021
1516,조이시티,2021
1517,조일알미늄,2021
1518,조흥,2021
1519,종근당,2021
1520,종근당바이오,2021
1521,종근당홀딩스,2021
1522,좋은사람들,2021
1523,주성엔지니어링,2021
1524,주연테크,2021
1525,줌인터넷,2021
1526,중앙디앤엠,2021
1527,중앙백신,2021
1528,지나인제약,2021
1529,지놈앤컴퍼니,2021
1530,지누스,2021
1531,지니너스,2021
1532,지니뮤직,2021
1533,지니언스,2021
1534,지니틱스,2021
1535,지더블유바이텍,2021
1536,지씨셀,2021
1537,지아이텍,2021
1538,지앤비에스엔지니어링,2021
1539,지앤이헬스케어,2021
1540,지어소프트,2021
1541,지엔씨에너지,2021
1542,지엔코,2021
1543,지엘팜텍,2021
1544,지역난방공사,2021
1545,지오엘리먼트,2021
1546,지투알,2021
1547,지투파워,2021
1548,지티지웰니스,2021
1549,진도,2021
1550,진매트릭스,2021
1551,진바이오텍,2021
1552,진성티이씨,2021
1553,진시스템,2021
1554,진양산업,2021
1555,진양제약,2021
1556,진양폴리,2021
1557,진양홀딩스,2021
1558,진양화학,2021
1559,진에어,2021
1560,진원생명과학,2021
1561,진코스텍,2021
1562,질경이,2021
1563,차백신연구소,2021
1564,참존글로벌,2021
1565,창해에탄올,2021
1566,천일고속,2021
1567,청광건설,2021
1568,체리부로,2021
1569,초록뱀미디어,2021
1570,초록뱀컴퍼니,2021
1571,초록뱀헬스케어,2021
1572,칩스앤미디어,2021
1573,카나리아바이오,2021
1574,카스,2021
1575,카이노스메드,2021
1576,카카오게임즈,2021
1577,카카오페이,2021
1578,카페24,2021
1579,카프로,2021
1580,캐리소프트,2021
1581,캐스텍코리아,2021
1582,캠시스,2021
1583,커머스마이너,2021
1584,컨버즈,2021
1585,컴투스,2021
1586,컴투스홀딩스,2021
1587,컴퍼니케이,2021
1588,케어랩스,2021
1589,케어젠,2021
1590,케이비아이동국실업,2021
1591,케이비제20호스팩,2021
1592,케이사인,2021
1593,케이씨,2021
1594,케이씨텍,2021
1595,케이씨피드,2021
1596,케이아이엔엑스,2021
1597,케이에스피,2021
1598,케이엔더블유,2021
1599,케이엔제이,2021
1600,케이엠더블유,2021
1601,케이엠제약,2021
1602,케이옥션,2021
1603,케이카,2021
1604,케이탑리츠,2021
1605,케이티알파,2021
1606,케이프,2021
1607,케이프이에스제4호,2021
1608,케이피에프,2021
1609,케이피티유,2021
1610,케일럼,2021
1611,켄코아에어로스페이스,2021
1612,켈스,2021
1613,켐트로스,2021
1614,코나솔,2021
1615,코나아이,2021
1616,코닉오토메이션,2021
1617,코다코,2021
1618,코데즈컴바인,2021
1619,코드네이처,2021
1620,코디,2021
1621,코디엠,2021
1622,코람코더원리츠,2021
1623,코람코에너지리츠,2021
1624,코렌텍,2021
1625,코리아센터,2021
1626,코리아써키트,2021
1627,코리아에셋투자증권,2021
1628,코리아에프티,2021
1629,코맥스,2021
1630,코메론,2021
1631,코미팜,2021
1632,코세스,2021
1633,코셋,2021
1634,코스맥스,2021
1635,코스맥스비티아이,2021
1636,코스맥스엔비티,2021
1637,코스메카코리아,2021
1638,코스모신소재,2021
1639,코스모화학,2021
1640,코스온,2021
1641,코스텍시스템,2021
1642,코아스,2021
1643,코아스템,2021
1644,코아시아,2021
1645,코아시아옵틱스,2021
1646,코엔텍,2021
1647,코오롱,2021
1648,코오롱글로벌,2021
1649,코오롱생명과학,2021
1650,코오롱인더,2021
1651,코오롱티슈진,2021
1652,코오롱플라스틱,2021
1653,코원플레이,2021
1654,코웨이,2021
1655,코위버,2021
1656,코윈테크,2021
1657,코이즈,2021
1658,코퍼스코리아,2021
1659,코프라,2021
1660,콘텐트리중앙,2021
1661,콜마비앤에이치,2021
1662,콤텍시스템,2021
1663,쿠콘,2021
1664,쿠쿠홀딩스,2021
1665,쿠쿠홈시스,2021
1666,퀀타매트릭스,2021
1667,큐라클,2021
1668,큐렉소,2021
1669,큐로,2021
1670,큐로컴,2021
1671,큐로홀딩스,2021
1672,큐리언트,2021
1673,큐에스아이,2021
1674,큐엠씨,2021
1675,큐캐피탈,2021
1676,크라운제과,2021
1677,크라운해태홀딩스,2021
1678,크래프톤,2021
1679,크레버스,2021
1680,크로넥스,2021
1681,크로바하이텍,2021
1682,크루셜텍,2021
1683,크리스에프앤씨,2021
1684,크리스탈지노믹스,2021
1685,크린앤사이언스,2021
1686,클라우드에어,2021
1687,클리노믹스,2021
1688,클리오,2021
1689,키네마스터,2021
1690,키다리스튜디오,2021
1691,키움증권,2021
1692,키이스트,2021
1693,타스컴,2021
1694,타이거일렉,2021
1695,타임기술,2021
1696,탑선,2021
1697,탑코미디어,2021
1698,태경비케이,2021
1699,태경케미컬,2021
1700,태림포장,2021
1701,태양기계,2021
1702,태영건설,2021
1703,태웅로직스,2021
1704,태원물산,2021
1705,태평양물산,2021
1706,테고사이언스,2021
1707,테라사이언스,2021
1708,테라셈,2021
1709,테라젠이텍스,2021
1710,테이팩스,2021
1711,테크엔,2021
1712,테크윙,2021
1713,테크트랜스,2021
1714,텔레칩스,2021
1715,텔레필드,2021
1716,텔코웨어,2021
1717,텔콘RF제약,2021
1718,토니모리,2021
1719,토마토시스템,2021
1720,토비스,2021
1721,토탈소프트,2021
1722,톱텍,2021
1723,투비소프트,2021
1724,툴젠,2021
1725,트루윈,2021
1726,트윔,2021
1727,특수건설,2021
1728,티라유텍,2021
1729,티로보틱스,2021
1730,티비씨,2021
1731,티사이언티픽,2021
1732,티씨케이,2021
1733,티앤알바이오팹,2021
1734,티앤엘,2021
1735,티에스넥스젠,2021
1736,티에스이,2021
1737,티에이치엔,2021
1738,티엘비,2021
1739,티와이홀딩스,2021
1740,티움바이오,2021
1741,티웨이항공,2021
1742,티웨이홀딩스,2021
1743,티케이케미칼,2021
1744,티플랙스,2021
1745,티피씨글로벌,2021
1746,틸론,2021
1747,팅크웨어,2021
1748,파나케이아,2021
1749,파라다이스,2021
1750,파멥신,2021
1751,파버나인,2021
1752,파세코,2021
1753,파수,2021
1754,파워로직스,2021
1755,파워풀엑스,2021
1756,파이버프로,2021
1757,파이오링크,2021
1758,파인디지털,2021
1759,파인테크닉스,2021
1760,파인텍,2021
1761,파커스,2021
1762,파크시스템스,2021
1763,파트론,2021
1764,판도라티비,2021
1765,팜스빌,2021
1766,팜스코,2021
1767,팜스토리,2021
1768,팜젠사이언스,2021
1769,패션플랫폼,2021
1770,팬스타엔터프라이즈,2021
1771,팬엔터테인먼트,2021
1772,팬오션,2021
1773,팬젠,2021
1774,퍼시스,2021
1775,펄어비스,2021
1776,펌텍코리아,2021
1777,페이퍼코리아,2021
1778,펨토바이오메드,2021
1779,펩트론,2021
1780,포메탈,2021
1781,포스코 ICT,2021
1782,포스코스틸리온,2021
1783,포스코엠텍,2021
1784,포스코인터내셔널,2021
1785,포커스에이치엔에스,2021
1786,폴라리스세원,2021
1787,폴라리스우노,2021
1788,푸드나무,2021
1789,푸드웰,2021
1790,푸른기술,2021
1791,푸른저축은행,2021
1792,풀무원,2021
1793,풍국주정,2021
1794,풍산,2021
1795,풍원정밀,2021
1796,퓨런티어,2021
1797,퓨쳐메디신,2021
1798,퓨쳐켐,2021
1799,프럼파스트,2021
1800,프레스티지바이오로직스,2021
1801,프로스테믹스,2021
1802,프로이천,2021
1803,프로테옴텍,2021
1804,프로텍,2021
1805,프롬바이오,2021
1806,프리시젼바이오,2021
1807,프리엠스,2021
1808,플래스크,2021
1809,플래티어,2021
1810,플랜티넷,2021
1811,플럼라인생명과학,2021
1812,플레이그램,2021
1813,플레이디,2021
1814,플레이위드,2021
1815,플리토,2021
1816,피노텍,2021
1817,피씨디렉트,2021
1818,피씨엘,2021
1819,피앤씨테크,2021
1820,피에스엠씨,2021
1821,피에스케이,2021
1822,피에이치에이,2021
1823,피엔아이컴퍼니,2021
1824,피엔에이치테크,2021
1825,피엔케이피부임상연구센타,2021
1826,피제이메탈,2021
1827,피제이전자,2021
1828,피코그램,2021
1829,피플바이오,2021
1830,피피아이,2021
1831,픽셀플러스,2021
1832,필옵틱스,2021
1833,핌스,2021
1834,핑거,2021
1835,하나금융14호스팩,2021
1836,하나금융15호스팩,2021
1837,하나금융16호스팩,2021
1838,하나금융19호스팩,2021
1839,하나금융20호스팩,2021
1840,하나금융21호스팩,2021
1841,하나마이크론,2021
1842,하나머스트7호스팩,2021
1843,하나머티리얼즈,2021
1844,하나제약,2021
1845,하나투어,2021
1846,하림,2021
1847,하림지주,2021
1848,하이딥,2021
1849,하이로닉,2021
1850,하이록코리아,2021
1851,하이소닉,2021
1852,하이스틸,2021
1853,하이제6호스팩,2021
1854,하이제7호스팩,2021
1855,하이즈항공,2021
1856,하이텍팜,2021
1857,하이트진로,2021
1858,하이트진로홀딩스,2021
1859,하인크코리아,2021
1860,하츠,2021
1861,한국가구,2021
1862,한국경제TV,2021
1863,한국공항,2021
1864,한국금융지주,2021
1865,한국기업평가,2021
1866,한국내화,2021
1867,한국단자,2021
1868,한국맥널티,2021
1869,한국미라클피플사,2021
1870,한국비엔씨,2021
1871,한국선재,2021
1872,한국수출포장,2021
1873,한국쉘석유,2021
1874,한국알콜,2021
1875,한국앤컴퍼니,2021
1876,한국유니온제약,2021
1877,한국자산신탁,2021
1878,한국전자금융,2021
1879,한국전자인증,2021
1880,한국전자홀딩스,2021
1881,한국정밀기계,2021
1882,한국정보공학,2021
1883,한국정보인증,2021
1884,한국정보통신,2021
1885,한국제10호스팩,2021
1886,한국조선해양,2021
1887,한국종합기술,2021
1888,한국주강,2021
1889,한국주철관,2021
1890,한국철강,2021
1891,한국카본,2021
1892,한국캐피탈,2021
1893,한국컴퓨터,2021
1894,한국코퍼레이션,2021
1895,한국콜마,2021
1896,한국콜마홀딩스,2021
1897,한국큐빅,2021
1898,한국타이어앤테크놀로지,2021
1899,한국테크놀로지,2021
1900,한국토지신탁,2021
1901,한국특강,2021
1902,한국파마,2021
1903,한국팩키지,2021
1904,한국프랜지,2021
1905,한국항공우주,2021
1906,한국화장품,2021
1907,한국화장품제조,2021
1908,한글과컴퓨터,2021
1909,한네트,2021
1910,한농화성,2021
1911,한독크린텍,2021
1912,한라IMS,2021
1913,한미글로벌,2021
1914,한미반도체,2021
1915,한미사이언스,2021
1916,한미약품,2021
1917,한빛소프트,2021
1918,한샘,2021
1919,한섬,2021
1920,한성기업,2021
1921,한세실업,2021
1922,한세엠케이,2021
1923,한세예스24홀딩스,2021
1924,한솔로지스틱스,2021
1925,한솔인티큐브,2021
1926,한솔제지,2021
1927,한솔케미칼,2021
1928,한솔테크닉스,2021
1929,한솔홀딩스,2021
1930,한솔홈데코,2021
1931,한송네오텍,2021
1932,한신공영,2021
1933,한양디지텍,2021
1934,한양이엔지,2021
1935,한온시스템,2021
1936,한올바이오파마,2021
1937,한일네트웍스,2021
1938,한일단조,2021
1939,한일사료,2021
1940,한일시멘트,2021
1941,한일진공,2021
1942,한일철강,2021
1943,한일현대시멘트,2021
1944,한일홀딩스,2021
1945,한일화학,2021
1946,한전KPS,2021
1947,한전산업,2021
1948,한중엔시에스,2021
1949,한진,2021
1950,한진중공업홀딩스,2021
1951,한진칼,2021
1952,한창바이오텍,2021
1953,한창산업,2021
1954,한창제지,2021
1955,한컴라이프케어,2021
1956,한컴위드,2021
1957,한화,2021
1958,한화손해보험,2021
1959,한화솔루션,2021
1960,한화시스템,2021
1961,한화에어로스페이스,2021
1962,한화플러스제2호스팩,2021
1963,해성디에스,2021
1964,해성산업,2021
1965,해성옵틱스,2021
1966,해성티피씨,2021
1967,해태제과식품,2021
1968,핸디소프트,2021
1969,핸즈코퍼레이션,2021
1970,헥토이노베이션,2021
1971,헥토파이낸셜,2021
1972,헬릭스미스,2021
1973,현대건설,2021
1974,현대공업,2021
1975,현대그린푸드,2021
1976,현대글로비스,2021
1977,현대두산인프라코어,2021
1978,현대로템,2021
1979,현대무벡스,2021
1980,현대미포조선,2021
1981,현대바이오,2021
1982,현대바이오랜드,2021
1983,현대백화점,2021
1984,현대비앤지스틸,2021
1985,현대약품,2021
1986,현대에너지솔루션,2021
1987,현대에버다임,2021
1988,현대에이치티,2021
1989,현대엘리베이,2021
1990,현대오토에버,2021
1991,현대위아,2021
1992,현대이지웰,2021
1993,현대일렉트릭,2021
1994,현대제철,2021
1995,현대중공업,2021
1996,현대차증권,2021
1997,현대코퍼레이션홀딩스,2021
1998,현대퓨처넷,2021
1999,현대홈쇼핑,2021
2000,현우산업,2021
2001,협진,2021
2002,형지I&C,2021
2003,혜인,2021
2004,호전실업,2021
2005,호텔신라,2021
2006,홈센타홀딩스,2021
2007,홈캐스트,2021
2008,화성밸브,2021
2009,화승알앤에이,2021
2010,화승엔터프라이즈,2021
2011,화승인더,2021
2012,화승코퍼레이션,2021
2013,화인베스틸,2021
2014,화일약품,2021
2015,화천기계,2021
2016,환인제약,2021
2017,황금에스티,2021
2018,효성,2021
2019,효성ITX,2021
2020,효성중공업,2021
2021,효성첨단소재,2021
2022,효성티앤씨,2021
2023,효성화학,2021
2024,휠라홀딩스,2021
2025,휴네시온,2021
2026,휴니드,2021
2027,휴럼,2021
2028,휴림로봇,2021
2029,휴마시스,2021
2030,휴맥스,2021
2031,휴맥스홀딩스,2021
2032,휴먼엔,2021
2033,휴벡셀,2021
2034,휴비츠,2021
2035,휴센텍,2021
2036,휴스틸,2021
2037,휴온스,2021
2038,휴온스글로벌,2021
2039,휴젤,2021
2040,흥구석유,2021
2041,흥아해운,2021
2042,희림,2021
2043,힘스,2021
2044,CJ 바이오사이언스,2021
2045,KD,2021
2046,SK증권,2021
2047,SK텔레콤,2021
2048,기업은행,2021
2049,나눔테크,2021
2050,네오이뮨텍,2021
2051,다날,2021
2052,대영포장,2021
2053,대우부품,2021
2054,대원전선,2021
2055,동국제약,2021
2056,동원개발,2021
2057,디오,2021
2058,디와이,2021
2059,메리츠증권,2021
2060,명문제약,2021
2061,미래에셋생명,2021
2062,미투젠,2021
2063,바다로19호,2021
2064,바텍,2021
2065,사조씨푸드,2021
2066,삼성증권,2021
2067,삼호개발,2021
2068,상상인,2021
2069,서연탑메탈,2021
2070,서울리거,2021
2071,소마젠,2021
2072,스킨앤스킨,2021
2073,스튜디오산타클로스,2021
2074,시노펙스,2021
2075,아남전자,2021
2076,애머릿지,2021
2077,얼라인드,2021
2078,에스티오,2021
2079,에이치엘사이언스,2021
2080,엑세스바이오,2021
2081,엘앤씨바이오,2021
2082,엘오티베큠,2021
2083,엠케이전자,2021
2084,오스코텍,2021
2085,와이제이엠게임즈,2021
2086,와이지-원,2021
2087,우리금융지주,2021
2088,유진투자증권,2021
2089,이노벡스,2021
2090,이베스트투자증권,2021
2091,이수페타시스,2021
2092,인베니아,2021
2093,인터지스,2021
2094,잉글우드랩,2021
2095,정원엔시스,2021
2096,제노코,2021
2097,제룡전기,2021
2098,제주반도체,2021
2099,지노믹트리,2021
2100,케스피온,2021
2101,케이피엠테크,2021
2102,코미코,2021
2103,코콤,2021
2104,파마리서치,2021
2105,파마리서치바이오,2021
2106,포인트엔지니어링,2021
2107,폴라리스오피스,2021
2108,하나금융지주,2021
2109,한국가스공사,2021
2110,한국전력,2021
2111,한라홀딩스,2021
2112,한양증권,2021
2113,한전기술,2021
2114,현대건설기계,2021
2115,현대모비스,2021
2116,휴메딕스,2021
