"id","bspl","detailname","resultname"
991,PL,당기손익공정가치측정금융자산평가손실,위치파악2
992,PL,관계기업투자손실,영업외손익
993,PL,관계기업투자처분손실,영업외손익
994,BS,방송콘텐츠자산,기타자산
995,PL,광고수익,영업외손익
996,PL,사업수익,매출액
997,PL,방송제작비,기타판관비
998,PL,사업비용,매출원가
999,BS,부채및자본의총계,부채와자본총계
1000,PL,관계기업투자처분손익,영업외손익
1001,BS,전신전화가입권,무형자산
1002,BS,추심예수금,기타부채
1003,BS,기타예수금,기타부채
1004,BS,종업원급여관련미지급비용,금융부채
1005,PL,관계기업투자주식처분이익,영업외손익
1006,PL,충당부채환입액,영업외손익
1007,PL,종속기업투자주식보증손실,영업외손익
1008,PL,관계기업투자주식손상차손,영업외손익
1009,PL,충당부채전입액,영업외손익
1010,BS,단기기타금융부채,금융부채
1011,BS,회사채,금융부채
1012,PL,종속기업처분이익,영업외손익
1013,BS,기타포괄손익공정가치측정금융상품평가손익,기타자본
1014,BS,유동성지급보증부채,금융부채
1015,BS,매출채권및기타금융자산,금융자산
1016,BS,장기매출채권및기타금융자산,금융자산
1017,BS,장기매입채무및기타금융부채,금융부채
1018,BS,매각예정부채,기타부채
1019,PL,계속영업당기순손익,제거
1020,PL,계속영업기본주당순손익,제거
1021,PL,중단영업기본주당순손익,제거
1022,PL,계속영업희석주당순손익,제거
1023,PL,중단영업희석주당순손익,제거
1024,BS,당기손익인식공정가치금융자산,금융자산
1025,BS,기타포괄손익관련법인세효과,기타자본
1026,BS,관계기업에대한투자자산,투자주식
1027,BS,단기차입금및사채,금융부채
1028,PL,보통주의기본주당순이익,제거
1029,PL,우선주의기본주당순이익,제거
1030,BS,관계기업기타포괄손익중지분해당액,기타자본
1031,BS,유동성장기금융자산,금융자산
1032,BS,유동자산계,유동자산
1033,BS,비유동자산계,비유동자산
1034,BS,유동부채계,유동부채
1035,BS,비유동부채계,비유동부채
1036,BS,대손충당금,차감형
1037,BS,대손충당금,차감형
1038,BS,자산총액,자산총계
1039,BS,확정급여채무의현재가치,충당부채
1040,BS,사외적립자산의공정가치,충당부채
1041,BS,납입자본금,자본금
1042,BS,재평가적립금,이익잉여금
1043,BS,지분법기타포괄손익누계액,기타자본
1044,PL,당기손익공정가치금융자산처분이익,금융손익
1045,PL,장단기투자채권처분이익,금융손익
1046,PL,당기손익공정가치금융자산처분손실,금융손익
1047,PL,장단기투자채권손상차손,영업외손익
1048,BS,순확정부채의재측정요소,기타포괄손익
1049,BS,종속기업및관계기업의재측정요소에대한지분,기타포괄손익
1050,BS,종속기업및관계,투자주식
1051,BS,기타장기채무,기타부채
1052,PL,순금융원가,매출원가
1053,PL,법인세비용차감전이익,세전이익
1054,BS,<후속적으로당기손익으로재분류되지않는기타포괄손익>,기타자본
1055,PL,주당이익,제거
1056,BS,리스사용권자산,유형자산
1057,BS,단기이자부차입금,금융부채
1058,BS,유동성이자부차입금,금융부채
1059,BS,장기이자부차입금,금융부채
1060,BS,유동성금융리스채권,금융자산
1061,BS,확정계약자산,기타자산
1062,BS,종속기업투자공동기업및관계기업투자,투자주식
1063,BS,단기사채,금융부채
1064,BS,기타포괄손익공정가치측정금융자산평가손실,기타자본
1065,BS,단기매매증권,금융자산
1066,BS,대손충당금,차감형
1067,BS,제품,재고자산
1068,BS,제품평가손실충당금,차감형
1069,BS,원재료,재고자산
1070,BS,원재료평가손실충당금,차감형
1071,BS,재공품,재고자산
1072,BS,재공품평가손실충당금,차감형
1073,BS,매도가능증권,차감형
1074,BS,지분법적용투자주식,투자주식
1075,BS,시설물,유형자산
1076,BS,손상차손누계액,차감형
1077,BS,기계장치,유형자산
1078,BS,국고보조금,차감형
1079,BS,손상차손누계액,차감형
1080,BS,금형자산,유형자산
1081,BS,개발비,무형자산
1082,BS,장기제품보증부채,충당부채
1083,BS,사채상환할증금,금융부채
1084,BS,주식매입선택권,기타자본
1085,BS,기타자본조정,기타자본
1086,BS,매도가능증권평가이익,기타자본
1087,BS,해외사업환산손실,기타자본
1088,PL,기초제품재고액,매출원가
1089,PL,당기제품제조원가,매출원가
1090,PL,타계정에서대체액,매출원가
1091,PL,타계정으로대체액,매출원가
1092,PL,재고자산평가손실,위치파악2
1093,PL,기말제품재고액,매출원가
1094,PL,세금과공과금,기타판관비
1095,PL,견본비,기타판관비
1096,PL,해외시장개척비,기타판관비
1097,PL,단기금융상품평가이익,위치파악2
1098,PL,단기매매증권평가이익,위치파악2
1099,PL,통화선물평가이익,위치파악2
1100,PL,통화선물거래이익,금융손익
1101,PL,지분법적용투자주식처분이익,영업외손익
1102,PL,통화선물거래손실,금융손익
1103,PL,매출채권처분손실,금융손익
1104,PL,기타수수료,기타판관비
1105,PL,소송충당부채전입,영업외손익
1106,PL,전기오류수정손실,영업외손익
1107,cf,영업활동순현금흐름,영업활동현금흐름
1108,BS,유동성보증금,위치파악3
1109,BS,유동성파생금융상품자산,금융자산
1110,BS,비유동이연법인세자산,기타자산
1111,BS,유동성파생금융상품부채,금융부채
1112,BS,유동성금융보증부채,금융부채
1113,BS,파생금융상품자산,금융자산
1114,PL,종속기업관계기업및공동기업투자손익,영업외손익
1115,BS,종속기업및관계기업투자지분,투자주식
1116,BS,대출채권,금융자산
1117,PL,금융상품평가및처분이익,위치파악2
1118,PL,당기손익공정가치측정금융자산이자수익,금융손익
1119,PL,금융상품평가및처분손실,위치파악2
1120,PL,파생상품관련손실,금융손익
1121,PL,대출채권평가및처분손실,위치파악2
1122,BS,자기신용위험변동액,기타자본
1123,BS,유동성계약부채,기타부채
1124,PL,법인세비용차감전계속영업순이익,세전이익
1125,PL,법인세비용차감전중단영업순이익,중단영업손익
1126,PL,중단영업법인세비용,중단영업손익
1127,PL,중단영업순이익,중단영업손익
1128,PL,계속영업보통주희석주당순이익,제거
1129,PL,중단영업보통주희석주당순이익,제거
1130,BS,유동파생금융자산,금융자산
1131,BS,장기계약자산,기타자산
1132,BS,유동성사채및장기차입금,금융부채
1133,BS,유동성장기미지급금,금융부채
1134,PL,상품및기타구입비용,기타판관비
1135,PL,종속기업관계기업및공동기업투자관련이익,영업외손익
1136,PL,파생금융상품평가손익,위치파악2
1137,BS,비유동기타금융자산,금융자산
1138,PL,관계기업및종속기업투자손실,영업외손익
1139,PL,종속기업투자손실,영업외손익
1140,PL,관리비용,판관비
1141,PL,판매비용,판관비
1142,PL,연구개발비용,판관비
1143,BS,후속적으로당기손익으로재분류되는기타포괄손익,기타자본
1144,PL,기타포괄공정가치금융자산평가손익,위치파악2
1145,PL,기타차익및차손,영업외손익
1146,BS,단기비금융자산,금융자산
1147,BS,관계기업및공동기업에대한지분,투자주식
1148,BS,장기비금융자산,금융자산
1149,BS,단기비금융부채,금융부채
1150,BS,장기비금융부채,금융부채
1151,BS,장기성매출채권,금융자산
1152,BS,비유동성확정계약자산,기타자산
1153,BS,유동성판매보증충당부채,충당부채
1154,BS,비유동성파생상품부채,금융부채
1155,PL,관계기업투자자산관련손실,영업외손익
1156,BS,기타단기금융자산,금융자산
1157,BS,기타포괄손익공정가치측정금융자산재평가손익,기타자본
1158,PL,운용투자수익,금융손익
1159,PL,후속적으로당기손익으로재분류되는포괄손익,총포괄손익
1160,BS,지분법변동기타포괄손익,기타자본
1161,BS,기타포괄손익공정가치측정금융상품평가이익,기타자본
1162,BS,기타포괄손익공정가치측정금융상품처분이익,기타자본
1163,BS,매출채권및계약자산,기타자산
1164,PL,종속기업투자손상차손,영업외손익
1165,BS,종업원급여재측정요소,기타포괄손익
1166,BS,지배기업소유주지분,기타자본
1167,PL,관리보수수익,매출액
1168,PL,관계기업투자자산처분이익,영업외손익
1169,PL,관계기업투자자산처분손실,영업외손익
1170,BS,기타포괄손익인식금융자산평가손익,기타자본
1171,PL,기본주당계속영업손실,제거
1172,PL,희석주당계속영업손실,제거
1173,BS,상각후원가채무증권,금융자산
1174,PL,관계기업지분법손실,영업외손익
1175,PL,관계기업투자자산손상차손,영업외손익
1176,BS,저장품,재고자산
1177,BS,미착품,재고자산
1178,BS,종속회사및관계기업투자,투자주식
1179,BS,구축물,유형자산
1180,BS,기구비품,유형자산
1181,BS,공구,유형자산
1182,BS,부가가치세예수금,기타부채
1183,BS,특별상각적립금,이익잉여금
1184,PL,임가공매출,매출액
1185,PL,임가공매출원가,매출원가
1186,PL,수출경비,기타판관비
1187,PL,판매수수료,판관비
1188,PL,임대수수료,판관비
1189,PL,금융상품평가이익,위치파악2
1190,PL,금융상품처분이익,금융손익
1191,PL,금융상품평가손실,위치파악2
1192,PL,금융상품처분손실,금융손익
1193,PL,관계기업등투자손익,영업외손익
1194,BS,종속기업투자및관계기업투자,투자주식
1195,PL,종속기업및관계기업투자주식손상차손,영업외손익
1196,BS,대행미수금,금융자산
1197,BS,장기선수수익,기타부채
1198,BS,종속회사투자,투자주식
1199,BS,매출채권및기타유동금융자산,금융자산
1200,BS,장기매출채권및기타비유동금융자산,금융자산
1201,BS,매입채무및기타유동금융부채,금융부채
1202,BS,장기매입채무및기타비유동금융부채,금융부채
1203,BS,지분법적용대상관계기업의기타포괄손익에대한지분,기타자본
1204,BS,유동성파생상품자산,금융자산
1205,BS,유동성확정계약자산,기타자산
1206,BS,비유동파생상품자산,금융자산
1207,BS,유동성회사채,금융부채
1208,BS,유동성확정계약부채,기타부채
1209,BS,비유동확정계약부채,기타부채
1210,PL,관계기업투자주식의지분법손실,영업외손익
1211,PL,공정가치측정금융자산평가이익,위치파악2
1212,BS,보험수리적이익,기타자본
1213,BS,기타포괄손익공정가치지분상품,금융자산
1214,BS,나기타포괄손익공정가치지분상품평가손익,기타자본
1215,BS,종속기업및공동기업투자,투자주식
1216,BS,종속기업투자지분,투자주식
1217,BS,관계기업투자지분,투자주식
1218,BS,종업원급여채무,충당부채
1219,BS,기타법정적립금,이익잉여금
1220,PL,재화의판매로인한수익매출액에대한매출원가,매출원가
1221,PL,용역의제공으로인한수익매출액에대한매출원가,매출원가
1222,PL,관계기업종속기업관련손실,영업외손익
1223,BS,지배기업의소유지분,금융자산
1224,PL,법인세비용차감전당기순이익,세전이익
1225,PL,지배기업소유주지분순이익,기타포괄손익
1226,PL,비지배지분순이익,기타포괄손익
1227,PL,지배기업소유주지분포괄이익,총포괄손익
1228,PL,비지배지분포괄이익,총포괄손익
1229,PL,계속영업기본및희석주당순이익,제거
1230,PL,중단영업기본및희석주당순이익,제거
1231,BS,매출채권및기타비유동채권,금융자산
1232,BS,"유동상각후원가측정
금융자산",금융자산
1233,BS,기타포괄손익공정가치지분상품,금융자산
1234,PL,공정가치측정지분상품평가손익,위치파악2
1235,PL,공정가치측정지분상품처분손익,금융손익
1236,PL,기타금융원가,매출원가
1237,BS,유동성이연수익,기타부채
1238,BS,장기금융리스부채,금융부채
1239,PL,배관임대매출,매출액
1240,PL,공사부담금수익,매출액
1241,PL,배관임대매출원가,매출원가
1242,BS,기타포괄손익금융자산평가손익,기타자본
1243,BS,기타포괄손익법인세효과차감:,기타자본
1244,BS,수입보증금,위치파악3
1245,BS,위탁영업예치금,현금성자산
1246,BS,현재가치할인차금,현금성자산
1247,BS,장기수입보증금,위치파악3
1248,BS,현재가치할인차금,차감형
1249,BS,자산재평가적립금,이익잉여금
1250,BS,별도적립금,이익잉여금
1251,BS,기타포괄손익공정가치금융자산평가손익,금융자산
1252,PL,파생상품평가손익,위치파악2
1253,BS,보험수리적손익,이익잉여금
1254,PL,도서및교육훈련비,기타판관비
1255,PL,관계기업주식손상차손,영업외손익
1256,PL,투자부동산손상차손,영업외손익
1257,PL,기타금융비용,금융손익
1258,PL,계속영업법인세비용차감전순이익,세전이익
1259,PL,계속영업기본주당손익,제거
1260,PL,중단영업기본주당손익,제거
1261,BS,불법행위미수금,금융자산
1262,BS,관계기업순확정급여부채의재측정요소,기타포괄손익
1263,BS,유동보증부채,금융부채
1264,BS,비유동보증부채,금융부채
1265,PL,대손상각비환입,위치파악1
1266,BS,법인세효과차감후기타포괄손익,기타자본
1267,BS,단기금융기관예치금,현금성자산
1268,BS,장기파생상품금융자산,금융자산
1269,BS,관계기업투자및공동기업투자,투자주식
1270,BS,배출충당부채,충당부채
1271,BS,장기파생상품금융부채,금융부채
1272,BS,공동기업및관계기업투자,투자주식
1273,BS,반품재고회수권,재고자산
1274,BS,유동전환사채,금융부채
1275,PL,계속사업기본주당순이익,제거
1276,PL,중단사업기본주당순이익,제거
1277,PL,계속사업희석주당순이익,제거
1278,PL,중단사업희석주당순이익,제거
1279,BS,종속및공동기업투자,투자주식
1280,BS,기타포괄손익법인세효과,기타자본
1281,BS,공사미수금,금융자산
1282,BS,대손충당금,기타자산
1283,BS,공기구비품,유형자산
1284,BS,대손충당금,차감형
1285,BS,공사선수금,기타부채
1286,BS,퇴직연금운용자산,충당부채
1287,BS,매도가능증권평가손실,기타자본
1288,BS,기업합리화적립금,이익잉여금
1289,PL,안전관리비,기타판관비
1290,PL,보상비,기타판관비
1291,PL,매도가능증권처분이익,금융손익
1292,PL,기타비유동자산손상차손환입,영업외손익
1293,PL,기타비유동자산처분이익,영업외손익
1294,PL,단기매도가능증권처분손실,금융손익
1295,PL,기타비유동자산처분손실,영업외손익
1296,PL,종속·관계기업투자관련손익,영업외손익
1297,PL,종속·관계기업투자관련이익,영업외손익
1298,PL,종속·관계기업투자관련손실,영업외손익
1299,BS,장기금융예치금,현금성자산
1300,BS,부채와자본,부채와자본총계
1301,PL,수취채권손상차손환입,영업외손익
1302,BS,부채및자본총게,부채와자본총계
1303,PL,영업수익,매출액
1304,PL,상각후원가측정대출채권평가및처분이익,위치파악2
1305,PL,영업비용,매출원가
1306,PL,상각후원가측정대출채권평가및처분손실,위치파악2
1307,PL,당기손익공정가치지정금융부채평가손익,위치파악2
1308,BS,유동성교환사채,금융부채
1309,BS,기타투자자산,금융자산
1310,BS,유동성당기손익공정가치측정금융자산,금융자산
1311,PL,종속기업및관계기업투자손실,영업외손익
1312,BS,단기금융예치금,현금성자산
1313,BS,대여금및관련채권,금융자산
1314,BS,장기대여금및관련채권,금융자산
1315,cf,영업활동으로인한순현금흐름액,영업활동현금흐름
1316,cf,투자활동으로인한순현금흐름액,투자활동현금흐름
1317,cf,재무활동으로인한순현금흐름액,재무활동현금흐름
1318,PL,보통주기본주당손익,제거
1319,PL,보통주희석주당손익,제거
1320,BS,종속기업과관계기업,투자주식
1321,BS,유형자산재평가잉여금,기타자본
1322,BS,기타포괄손익공정가치채무상품평가손익,기타자본
1323,PL,중단영업기본주당손실,제거
1324,PL,중단영업희석주당손실,제거
1325,BS,공연투자자산,금융자산
1326,BS,장기공연투자자산,금융자산
1327,BS,단기당기손익공정가치금융자산,금융자산
1328,BS,선급부가세,기타자산
1329,BS,장기당기손익공정가치금융자산,금융자산
1330,BS,단기종업원급여채무,충당부채
1331,BS,관계기업의기타포괄손익에대한지분,기타자본
1332,BS,금융보증채무,금융부채
1333,PL,후속적으로당기손익으로재분류되는포괄손익:,총포괄손익
1334,BS,매각예정유동자산,기타자산
1335,BS,매입채무및기타부채,기타부채
1336,BS,비유동매입채무및기타부채,기타부채
1337,PL,법인세비용차감전순실,세전이익
1338,BS,유동성공정가치측정금융자산,금융자산
1339,BS,단기대여금및기타채권,금융자산
1340,BS,장기대여금및기타채권,금융자산
1341,BS,해외사업장환산외환차이,기타포괄손익
1342,BS,종속기업공동기업및관계기업투자주식,투자주식
1343,BS,대여금및기타채권,금융자산
1344,BS,단기금융보증부채,금융부채
1345,PL,계속영업보통주기본주당이익,제거
1346,PL,중단영업보통주기본주당이익,제거
1347,PL,계속영업우선주기본주당이익,제거
1348,PL,중단영업우선주기본주당이익,제거
1349,BS,유동성사채및유동성장기차입금,금융부채
1350,BS,단기대여금및기타수취채권,금융자산
1351,BS,장기대여금및기타수취채권,금융자산
1352,BS,종속및관계기업투자,투자주식
1353,BS,단기금융채무,금융부채
1354,BS,장기금융채무,금융부채
1355,PL,포괄이익,총포괄손익
1356,BS,당기손익금융자산,금융자산
1357,BS,기타포괄손익금융자산,금융자산
1358,BS,상각후원가유가증권,금융자산
1359,BS,상각후원가대출채권,금융자산
1360,BS,위험회피회계파생상품자산,금융자산
1361,BS,당기손익금융부채,금융부채
1362,BS,위험회피회계파생상품부채,금융부채
1363,PL,가당기손익금융자산이자수익,금융손익
1364,BS,나기타포괄손익과상각후원가금융자산이자수익,기타자본
1365,PL,상각후원가금융자산처분손익,금융손익
1366,BS,기타포괄손익금융자산관련순손익,기타자본
1367,PL,외환거래손익,영업외손익
1368,PL,총영업이익,영업손익
1369,PL,금융자산손상차손,영업외손익
1370,PL,순영업이익,영업손익
1371,BS,가기타포괄손익지분증권평가손익변동,기타자본
1373,BS,가기타포괄손익채무증권평가손익변동,기타자본
1374,PL,다해외사업장순투자위험회피평가손익변동,위치파악2
1375,BS,기타포괄손익공정가치측정지분상품,기타자본
1376,BS,당기손익공정가치측정금융상품,금융자산
1377,PL,후속적으로당기손익으로재분류되지않는세후포괄손익,총포괄손익
1378,BS,단기차입금등,금융부채
1379,BS,장기차입금등,금융부채
1380,PL,관계기업및공동기업투자손익,영업외손익
1381,BS,종속회사투자지분,투자주식
1382,BS,리베이트충당부채,충당부채
1383,PL,수도광열비및전력비,기타판관비
1384,PL,사용권자산감가상각비,기타판관비
1385,PL,용역비,매출원가
1386,PL,파생상품거래손실,금융손익
1387,PL,유형자산폐기손실,영업외손익
1388,PL,투자자산평가손실,위치파악2
1389,PL,리스부채이자비용,금융손익
1390,BS,전환상환우선주부채,금융부채
1391,BS,유동성리스금융부채,금융부채
1392,BS,리스금융부채,금융부채
1393,BS,매출채권및유동기타채권,금융자산
1394,BS,매입채무및유동기타채무,금융부채
1395,BS,기타포괄손익공정가치측정지분상품관련손익,기타자본
1396,PL,보통주기본주당계속영업손익,제거
1397,BS,평가충당금,차감형
1398,BS,상품,재고자산
1399,PL,용역매출,매출액
1400,PL,관세환급금,매출원가
1401,PL,기초상품재고액,매출원가
1402,PL,당기상품매입액,매출원가
1403,PL,기말상품재고액,매출원가
1404,PL,용역매출원가,매출원가
1405,PL,경상개발비,판관비
1406,PL,반품충당부채환입,영업외손익
1407,BS,기타유동비금융자산,금융자산
1408,BS,기타유동비금융부채,금융부채
1409,BS,기타비유동비금융부채,금융부채
1410,BS,기타포괄손실,기타자본
1411,PL,종속기업손상차손환입,영업외손익
1412,BS,비유동금융리스채권,금융자산
1413,BS,장기매입채무및기타지급채무,금융부채
1414,PL,당기손익공정가치금융자산평가및처분이익,위치파악2
1415,PL,손실충당금환입,영업외손익
1416,PL,당기손익공정가치금융자산평가및처분손실,위치파악2
1417,PL,데이터구매비,기타판관비
1418,BS,장기상각후원가측정금융자산,금융자산
1419,BS,당기손익으로재분류되지않는항목의법인세효과,기타자본
1420,PL,보통주기본및희석주당순이익,제거
1421,BS,미청구공사채권,기타자산
1422,BS,회생채무,기타부채
1423,BS,초과청구공사채무,기타부채
1424,BS,주식할인발행차금,기타자본
1425,BS,해외사업환산이익,기타포괄손익
1426,BS,기타포괄공정가치금융자산,금융자산
1427,PL,보통주기본및희석주당손실,제거
1428,PL,구형우선주기본및희석주당손실,제거
1429,BS,반품추정자산,재고자산
1430,PL,종속기업투자처분이익,영업외손익
1431,BS,관계및공동기업투자,투자주식
1432,BS,상각후원가측정금융상품,금융자산
1433,BS,기타포괄손익공정가치측정금융상품,금융자산
1434,BS,관계기업기타포괄손익지분해당액,기타자본
1435,BS,장기매입채무및기타장기채무,금융부채
1436,PL,매출채권및기타수취채권손상차손,금융손익
1437,PL,종속기업투자손상차손환입,영업외손익
1438,BS,유지보수충당부채,충당부채
1439,BS,환불충당부채,충당부채
1440,PL,기타의판매관리비,기타판관비
1441,PL,브랜드로열티매출,매출액
1442,BS,유동성장기리스부채,금융부채
1443,BS,종속회사에대한주식,투자주식
1444,BS,단기충당부채,충당부채
1445,BS,자본및부채의총계,부채와자본총계
1446,PL,자산재평가이익,위치파악2
1447,PL,토지재평가이익,위치파악2
1448,BS,대손충당금,차감형
1449,BS,파생금융상품부채,금융부채
1450,BS,공정가치측정금융자산평가누계액,금융자산
1451,PL,자산임대수익,영업외손익
1452,PL,부대사업수익,매출액
1453,PL,공정가치금융자산처분손실,금융손익
1454,BS,장기차입금및전환사채,금융부채
1455,PL,제품및상품매출,매출액
1456,PL,운송매출,매출액
1457,PL,제품및상품매출원가,매출원가
1458,PL,운송매출원가,매출원가
1459,PL,구형우선주기본및희석주당순이익,제거
1460,PL,물류원가,매출원가
1461,PL,보통주기본및희석주당손익,제거
1462,PL,우선주기본및희석주당손익,제거
1463,BS,장기성기타수취채권,금융자산
1464,BS,장기성기타지급채무,금융부채
1465,BS,비유동이연법인세부채,기타부채
1466,BS,법인세비용차감후기타포괄이익,기타자본
1467,BS,기타단기채무,기타부채
1468,BS,비유동기타자산,기타자산
1469,BS,수탁금및기타부채,기타부채
1470,BS,미수금및기타수취채권,금융자산
1471,BS,반환제품회수권,재고자산
1472,BS,종속기업관계기업및공동기업투자자산,투자주식
1473,BS,미지급금및기타지급채무,금융부채
1474,BS,유동성차입금및사채,금융부채
1475,BS,기타장기종업원부채,기타부채
1476,BS,유동성차입금,금융부채
1477,BS,기타단기금융부채,금융부채
1478,PL,종속기업및관계기업투자주식손실,영업외손익
1479,BS,상각후원가측정금융부채,금융부채
1480,BS,상환부채,금융부채
1481,BS,비유동당기손익공정가치측정금융부채,금융부채
1482,BS,비유동기타금융부채,금융부채
1483,PL,관계기업및종속기업투자처분이익,영업외손익
1484,PL,기본희석주당이익,제거
1485,PL,중단영업당기순손익,중단영업손익
1486,PL,기본희석주당손익,제거
1487,PL,공동기업투자손실,영업외손익
1488,PL,관계기업및종속기업투자손익,영업외손익
1489,BS,배출권,기타자산
1490,BS,배출부채,기타부채
1491,PL,총매출액,매출액
1492,BS,상각후원가측정채무증권,금융자산
1493,PL,관계기업투자주식처분손실,영업외손익
1494,BS,전환사채및신주인수권부사채,금융부채
1495,PL,법인세이익,법인세비용
1496,BS,당기손익인식금융부채,금융부채
1497,BS,당기손익비유동공정가치금융자산,금융자산
1498,PL,지분법적용투자주식손상차손,영업외손익
1499,PL,관계기업투자관련이익,영업외손익
1500,PL,세후총포괄이익,총포괄손익
1501,BS,발행어음,금융부채
1502,PL,투자수익,금융손익
1503,PL,조합지분법이익,영업외손익
1504,PL,투자비용,금융손익
1505,PL,조합지분법손실,영업외손익
1506,BS,기타비금융부채,금융부채
1507,PL,상각후원가측정금융상품관련이익,금융손익
1508,PL,상각후원가측정금융상품관련손실,금융손익
1509,PL,종속기업투자및관계기업투자평가및처분손익,영업외손익
1510,BS,유동성상각후원가측정금융자산,금융자산
1511,BS,비유동성상각후원가측정금융자산,금융자산
1512,BS,비유동성리스채권,금융자산
1513,BS,비유동성당기손익공정가치측정금융자산,금융자산
1514,BS,비유동성계약부채,기타부채
1515,BS,법인세효과차감후금액,기타자본
1516,PL,기본및희석주당계속영업이익,제거
1517,BS,재고자산손상차손누계액,차감형
1518,PL,외환환산이익,영업외손익
1519,BS,유형자산재평가차익,기타자본
1520,BS,기타포괄손익공정가치금융상품평가손익,기타자본
1521,BS,기타포괄손익공정가치금융상품처분이익,기타자본
1522,BS,선납세금,기타자산
1523,BS,의료장비,유형자산
1524,BS,미지급세금,금융부채
1525,BS,유동성사채할증발행차금,금융부채
1526,PL,서비스매출,매출액
1527,PL,임대료수입,매출액
1528,PL,서비스매출원가,매출원가
1529,PL,분양권처분이익,영업외손익
1530,PL,대손충당금환입,위치파악1
1531,PL,보통주기본주당손실,제거
1532,PL,보통주희석주당손실,제거
1533,PL,보통주주당이익,제거
1534,PL,우선주주당이익,제거
1535,BS,기타포괄손익_공정가치측정금융자산,금융자산
1536,BS,기타포괄손익_공정가치측정금융자산평가손익,기타자본
1537,PL,관리비및물류비,판관비
1538,BS,매출채권및수취채권,금융자산
1539,PL,부산물매출액,매출액
1540,BS,가지분법자본변동,기타자본
1541,BS,관계기업확정급여제도재측정요소,기타포괄손익
1542,BS,단기대여금및수취채권,금융자산
1543,BS,평가손실충당금,차감형
1544,BS,미착원재료,재고자산
1545,BS,공구기구비품,유형자산
1546,BS,손상차손누계액,차감형
1547,BS,금융보증충당부채,금융부채
1548,PL,타계정대체액,매출원가
1549,PL,포장비,기타판관비
1550,PL,제수수료,기타판관비
1551,PL,교육비,기타판관비
1552,PL,사용권자산손상차손,영업외손익
1553,PL,채무보증제수수료,기타판관비
1554,PL,세후중단영업손실,중단영업손익
1555,PL,계속영업희석주당손실,제거
1556,BS,유동파생상품금융자산,금융자산
1557,BS,관계공동기업투자주식,투자주식
1558,PL,종속기업에대한지분법손익,영업외손익
1559,PL,제우선주주당순이익,제거
1560,BS,관계기업투자주식기타자본변동,투자주식
1561,PL,주당손익,제거
1562,BS,공구와비품,유형자산
1563,BS,리스자산,유형자산
1564,BS,사용수익기부자산,기타자산
1565,BS,사내근로복지기금자산,기타자산
1566,BS,기타포괄공정가치금융자산평가손익,금융자산
1567,PL,천연가스매출,매출액
1568,PL,전기매출,매출액
1569,PL,열매출,매출액
1570,PL,천연가스매출원가,매출원가
1571,PL,전기매출원가,매출원가
1572,PL,열매출원가,매출원가
1573,PL,관계기업에대한지분법손익,영업외손익
1574,BS,매입채무및미지급금,금융부채
1575,BS,상각후원가금융자산,금융자산
1576,BS,임차점포시설물,유형자산
1577,BS,기타의무형자산,무형자산
1578,PL,투자주식배당금,금융손익
1579,PL,조합관리보수,매출액
1580,PL,조합출자금처분이익,영업외손익
1581,PL,창업보육센터위탁사업수익,매출액
1582,PL,위탁운영비용,매출원가
1583,PL,후속적으로당기손익으로분류되는포괄손익,총포괄손익
1584,PL,계속영업손익법인세비용,법인세비용
1585,PL,기본주당계속영업손익,제거
1586,PL,기본주당중단영업손익,중단영업손익
1587,PL,희석주당계속영업손익,제거
1588,PL,희석주당중단영업손익,중단영업손익
1589,BS,기타자본요소,기타자본
1590,BS,전환권조정,금융부채
1591,BS,당기손익공정가치측정지정금융부채,금융부채
1592,PL,당기손익공정가치측정지정금융상품관련이익,금융손익
1593,PL,신용손실충당금환입액,영업외손익
1594,PL,당기손익공정가치측정지정금융상품관련손실,금융손익
1595,PL,감가상각비및상각비,기타판관비
1596,PL,영업외이익,영업외손익
1597,PL,영업외손실,영업외손익
1598,PL,종속기업및관계기업투자손상차손,영업외손익
1599,PL,당기법인세비용,법인세비용
1600,PL,법인세효익,법인세비용
1601,BS,종속기업및관계기업에대한투자자산,투자주식
1602,BS,종속기업조인트벤처와관계기업에대한투자자산,투자주식
1603,BS,기타금융채무,금융부채
1604,PL,관계기업이익,영업외손익
1605,BS,관계기업기타포괄손익에대한지분,기타자본
1606,BS,단기금융상품자산,금융자산
1607,BS,단기기타수취채권,금융자산
1608,BS,장기금융상품자산,금융자산
1609,BS,단기금융상품부채,금융부채
1610,BS,단기기타지급채무,금융부채
1611,BS,장기금융상품부채,금융부채
1612,BS,토지재평가차액,기타자본
1613,BS,단기상각후원가측정금융자산,금융자산
1614,BS,유동성통화선도자산,금융자산
1615,BS,관계기업투자및공동약정,투자주식
1616,BS,통화선도자산,금융자산
1617,BS,유동성통화선도부채,금융부채
1618,BS,순확정급여부채및기타장기종업원급여부채,충당부채
1619,BS,확정계약부채,기타부채
1620,BS,통화선도부채,금융부채
1621,BS,종속관계공동기업투자주식,투자주식
1622,BS,기타의자본조정,기타자본
1623,PL,투자손익,금융손익
1624,BS,단기매출채권,금융자산
1625,PL,종속기업투자이익,영업외손익
1626,BS,지분법적용대상관계기업과공동기업의기타포괄손익에대한지분,기타자본
1627,BS,기타포괄손익공정가치측정금융자산평가,기타자본
1628,BS,유동금융보증부채,금융부채
1629,BS,비유동성회사채,금융부채
1630,BS,유동성금융상품,금융자산
1631,BS,비유동금융상품,금융자산
