id,bspl,detailname,largecategory,list_sort,middlecategory,resultname
1854,BS,건설중인자산-구축물,투자,,일반,유형자산
1855,BS,건설중인자산-기계장치,투자,,일반,유형자산
1856,BS,건설중인자산-기계장치-중장비,투자,,일반,유형자산
1857,BS,건설중인자산-금형,투자,,일반,유형자산
1858,BS,건설중인자산-선박,투자,,일반,유형자산
1859,BS,건설중인자산-항공기,투자,,일반,유형자산
1860,BS,건설중인자산-차량운반구,투자,,일반,유형자산
1861,BS,건설중인자산-공구기구,투자,,일반,유형자산
1862,BS,건설중인자산-비품가구,투자,,일반,유형자산
1863,BS,건설중인자산-기타유형자산,투자,,일반,유형자산
1864,BS,건설중인자산-공사제비,투자,,일반,유형자산
1865,BS,건설중인자산-차입원가,투자,,일반,유형자산
1866,BS,건설중인자산-무형자산,투자,,일반,유형자산
1867,BS,건설중인자산-손상차손누계액,주계정,,차감,손상차손누계액
1868,BS,미착자산-물대-Target,영업,,일반,재고자산
1869,BS,미착자산-관세-GR/IR,영업,,일반,재고자산
1870,BS,미착자산-관세-충당,영업,,일반,재고자산
1871,BS,미착자산-부대비-GR/IR,영업,,일반,재고자산
1872,BS,GR/IR-유형자산,투자,,일반,유형자산
1873,BS,GR/IR-유형자산-조정,투자,,일반,유형자산
1874,BS,유형자산-국고보조금,주계정,,차감,국고보조금
1875,BS,유형자산-공사부담금,투자,,일반,유형자산
1876,BS,입목,투자,,일반,유형자산
1877,BS,미착기계,투자,,일반,유형자산
1878,BS,중장비,투자,,일반,유형자산
1879,BS,중장비-감가상각누계액,주계정,,차감,감가상각누계액
1880,BS,중장비-손상차손누계액,주계정,,차감,손상차손누계액
1881,BS,건설가계정-유형자산,투자,,일반,유형자산
1882,BS,건설가계정-수선,투자,,일반,유형자산
1883,BS,건설가계정-특정차입금자본화,투자,,일반,유형자산
1884,BS,건설가계정-일반차입금자본화,투자,,일반,유형자산
1885,BS,건설가계정손상차손누계액,주계정,,차감,손상차손누계액
1886,BS,임차개량자산,투자,,일반,유형자산
1887,BS,임차개량자산감가상각누계액,주계정,,차감,감가상각누계액
1888,BS,임차개량자산손상차손누계액,주계정,,차감,손상차손누계액
1889,BS,탱크,투자,,일반,유형자산
1890,BS,탱크-감가상각누계액,주계정,,차감,감가상각누계액
1891,BS,임차시설물,투자,,일반,유형자산
1892,BS,임차시설물-감가상각누계액,주계정,,차감,감가상각누계액
1893,BS,감가상각누계액,주계정,,차감,감가상각누계액
1894,BS,손상차손누계액,주계정,,차감,손상차손누계액
1895,BS,투자부동산-토지,투자,,일반,투자부동산
1896,BS,투자부동산-건물,투자,,일반,투자부동산
1897,BS,투자부동산-감가상각누계액,주계정,,차감,감가상각누계액
1898,BS,투자부동산-손상차손누계액,주계정,,차감,손상차손누계액
1899,BS,투자부동산-부문간배부,투자,,일반,투자부동산
1900,BS,산업재산권,투자,,일반,무형자산
1901,BS,전용측선이용권,투자,,일반,무형자산
1902,BS,공업용수이용권,투자,,일반,무형자산
1903,BS,개발비,투자,,일반,무형자산
1904,BS,소프트웨어,투자,,일반,무형자산
1905,BS,임차권리금,투자,,일반,무형자산
1906,BS,회원권,투자,,일반,무형자산
1907,BS,기타의무형자산,투자,,일반,무형자산
1908,BS,영업권,투자,,일반,무형자산
1909,BS,부의영업권,투자,,일반,무형자산
1910,BS,국제공동사업권,투자,,일반,무형자산
1911,BS,특허권,투자,,일반,무형자산
1912,BS,실용신안권,투자,,일반,무형자산
1913,BS,의장권,투자,,일반,무형자산
1914,BS,상표권,투자,,일반,무형자산
1915,BS,판권,투자,,일반,무형자산
1916,BS,광업권,투자,,일반,무형자산
1917,BS,전기및가스시설이용권,투자,,일반,무형자산
1918,BS,전신전화전용시설이용권,투자,,일반,무형자산
1919,BS,공업용수도이용권,투자,,일반,무형자산
1920,BS,수도시설이용권,투자,,일반,무형자산
1921,BS,토지이용권,투자,,일반,무형자산
1922,BS,진입도로이용권,투자,,일반,무형자산
1923,BS,사용수익권,투자,,일반,무형자산
1924,BS,기타시설이용권,투자,,일반,무형자산
1925,BS,소프트웨어-외부구입,투자,,일반,무형자산
1926,BS,소프트웨어-내부개발,투자,,일반,무형자산
1927,BS,기타무형자산,투자,,일반,무형자산
1928,BS,무형자산-국고보조금,주계정,,차감,국고보조금
1929,BS,소프트웨어-국고보조금,주계정,,차감,국고보조금
1930,BS,개발비-국고보조금,주계정,,차감,국고보조금
1931,BS,무형자산-공사부담금,투자,,일반,무형자산
1932,BS,시설사용권,투자,,일반,무형자산
1933,BS,매입채무-재료,영업,,일반,매입채무
1934,BS,매입채무-상품,영업,,일반,매입채무
1935,BS,매입채무-외주가공,영업,,일반,매입채무
1936,BS,미확정매입채무,영업,,일반,매입채무
1937,BS,외상매입금-일반자재구입대,영업,,일반,매입채무
1938,BS,외상매입금-공사자재구입대,영업,,일반,매입채무
1939,BS,외상매입금-상품구입대,영업,,일반,매입채무
1940,BS,외상매입금-외주비,영업,,일반,매입채무
1941,BS,외상매입금-수입관세및부대비,영업,,일반,매입채무
1942,BS,외상매입금-GR/IR-구매송장미착,영업,,일반,매입채무
1943,BS,외상매입금-차감조정,영업,,일반,매입채무
1944,BS,외상매입금-조정,영업,,일반,매입채무
1945,BS,외상매입금-Service공사-에스원Only,영업,,일반,매입채무
1946,BS,대행미지급금-기획Only,영업,,일반,매입채무
1947,BS,외상매입금-반품,영업,,일반,매입채무
1948,BS,외상매입금-기타,영업,,일반,매입채무
1949,BS,외상매입금-현할차,주계정,,차감,현재가치할인차금
1950,BS,외상매입금-환율평가,영업,,일반,매입채무
1951,BS,지급어음-자재구입대,영업,,일반,매입채무
1952,BS,지급어음-공사자재구입대,영업,,일반,매입채무
1953,BS,지급어음-상품구입대,영업,,일반,매입채무
1954,BS,지급어음-외주비,영업,,일반,매입채무
1955,BS,지급어음-전자결제,영업,,일반,매입채무
1956,BS,지급어음-카드,영업,,일반,매입채무
1957,BS,지급어음-기타,영업,,일반,매입채무
1958,BS,지급어음-현할차,주계정,,차감,현재가치할인차금
1959,BS,지급어음-환율평가,영업,,일반,매입채무
1960,BS,유동성 장기매입채무,영업,,일반,매입채무
1961,BS,장기외상매입금-일반자재구입대,영업,,일반,매입채무
1962,BS,장기외상매입금-공사자재구입대,영업,,일반,매입채무
1963,BS,장기외상매입금-상품구입대,영업,,일반,매입채무
1964,BS,장기외상매입금-기타,영업,,일반,매입채무
1965,BS,장기외상매입금-현할차,주계정,,차감,현재가치할인차금
1966,BS,장기외상매입금-환율평가,영업,,일반,매입채무
1967,BS,장기지급어음-일반자재구입대,영업,,일반,매입채무
1968,BS,장기지급어음-공사자재구입대,영업,,일반,매입채무
1969,BS,장기지급어음-상품구입대,영업,,일반,매입채무
1970,BS,장기지급어음-기타,영업,,일반,매입채무
1971,BS,장기지급어음-현할차,주계정,,차감,현재가치할인차금
1972,BS,장기지급어음-환율평가,영업,,일반,매입채무
1973,BS,장기매입채무-유동성대체,영업,,일반,매입채무
1974,BS,수입외상매입금,영업,,일반,매입채무
1975,BS,단기차입금-원화,재무,,일반,차입금
1976,BS,단기차입금-외화,재무,,일반,차입금
1977,BS,단기차입금-수출환어음,재무,,일반,차입금
1978,BS,단기차입금-당좌차월,재무,,일반,차입금
1979,BS,단기차입금-일반대출,재무,,일반,차입금
1980,BS,단기차입금-신탁대출,재무,,일반,차입금
1981,BS,단기차입금-어음할인,재무,,일반,차입금
1982,BS,단기차입금-Pooling,재무,,일반,차입금
1983,BS,단기차입금-ABS,재무,,일반,차입금
1984,BS,단기차입금-AR매각-With Recourse,재무,,일반,차입금
1985,BS,단기차입금-Usance,재무,,일반,차입금
1986,BS,단기차입금-기타,재무,,일반,차입금
1987,BS,단기차입금-환율평가,재무,,일반,차입금
1988,BS,유동성 장기차입금,재무,,일반,차입금
1989,BS,단기차입금-부문간배부,재무,,일반,차입금
1990,BS,유동성사채,재무,,일반,차입금
1991,BS,단기차입금-관계사,재무,,일반,차입금
1992,BS,단기차입금-주임종,재무,,일반,차입금
1993,BS,단기차입금-시설,재무,,일반,차입금
1994,BS,미지급금-지급어음,영업,,중간,미지급금
1995,BS,미지급금-일반경비,영업,,중간,미지급금
1996,BS,미지급금-사원,영업,,중간,미지급금
1997,BS,미지급금-저장품,영업,,중간,미지급금
1998,BS,미지급금-시설,영업,,중간,미지급금
1999,BS,미지급금-신용카드,영업,,중간,미지급금
2000,BS,미지급금-급/상여,영업,,중간,미지급금
2001,BS,미지급금-환율조정,영업,,중간,미지급금
2002,BS,미지급금-자산구입,영업,,중간,미지급금
2003,BS,미지급금-기술사용료,영업,,중간,미지급금
2004,BS,미지급금-임가공비,영업,,중간,미지급금
2005,BS,미지급금-외주비,영업,,중간,미지급금
2006,BS,미지급금-경비,영업,,중간,미지급금
2007,BS,미지급금-Agency,영업,,중간,미지급금
2008,BS,미지급금-Claim,영업,,중간,미지급금
2009,BS,미지급금-GR/IR-송장미착,영업,,중간,미지급금
2010,BS,금융리스부채,재무,,일반,금융부채
2011,BS,미지급금-환불-에스원Only,영업,,중간,미지급금
2012,BS,미지급금-조정-에스원Only,영업,,중간,미지급금
2013,BS,미지급금-조정,영업,,중간,미지급금
2014,BS,미지급금-관세환급,영업,,중간,미지급금
2015,BS,미지급금-관세미지급,영업,,중간,미지급금
2016,BS,미지급금-통관수수료등수입제비용,영업,,중간,미지급금
2017,BS,미지급금-종업원신용카드,영업,,중간,미지급금
2018,BS,미지급금-법인신용카드,영업,,중간,미지급금
2019,BS,미지급금-종업원-기타,영업,,중간,미지급금
2020,BS,미지급금-국민연금,영업,,중간,미지급금
2021,BS,미지급금-건강보험,영업,,중간,미지급금
2022,BS,미지급금-개인연금,영업,,중간,미지급금
2023,BS,미지급금-산재보험,영업,,중간,미지급금
2024,BS,미지급금-고용보험,영업,,중간,미지급금
2025,BS,미지급금-부가가치세,영업,,중간,미지급금
2026,BS,미지급금-원천소득세,영업,,중간,미지급금
2027,BS,미지급금-원천지방소득세,영업,,중간,미지급금
2028,BS,미지급금-원천농특세,영업,,중간,미지급금
2029,BS,미지급금-사업소세,영업,,중간,미지급금
2030,BS,미지급금-재산세,영업,,중간,미지급금
2031,BS,미지급금-지방세,영업,,중간,미지급금
2032,BS,미지급금-소비세,영업,,중간,미지급금
2033,BS,미지급금-교육세,영업,,중간,미지급금
2034,BS,미지급금-거래직접세,영업,,중간,미지급금
2035,BS,미지급금-공회비-China Only,영업,,중간,미지급금
2036,BS,미지급금-문화사업건설비-China Only,영업,,중간,미지급금
2037,BS,미지급금-ISS-Brazil Only,영업,,중간,미지급금
2038,BS,미지급금-PIS-Brazil Only,영업,,중간,미지급금
2039,BS,미지급금-COFINS-Brazil Only,영업,,중간,미지급금
2040,BS,미지급금-기타제세,영업,,중간,미지급금
2041,BS,미지급금-국고보조금,주계정,,차감,국고보조금
2042,BS,미지급금-금융,영업,,중간,미지급금
2043,BS,미지급금-광고선전비,영업,,중간,미지급금
2044,BS,미지급금-배당금,영업,,중간,미지급금
2045,BS,미지급금-기타,영업,,중간,미지급금
2046,BS,미지급금-현할차,주계정,,차감,현재가치할인차금
2047,BS,미지급금-환율평가,영업,,중간,미지급금
2048,BS,어음미지급금-자산구입,영업,,중간,미지급금
2049,BS,어음미지급금-임가공비,영업,,중간,미지급금
2050,BS,어음미지급금-외주비,영업,,중간,미지급금
2051,BS,어음미지급금-경비,영업,,중간,미지급금
2052,BS,어음미지급금-기타,영업,,중간,미지급금
2053,BS,어음미지급금-현할차,영업,,중간,미지급금
2054,BS,어음미지급금-환율평가,영업,,중간,미지급금
2055,BS,유동성 장기미지급금,영업,,중간,미지급금
2056,BS,미지급금-배당금-부문간배부-코닝정밀소재Only,영업,,중간,미지급금
2057,BS,미지급금-부문간배부,영업,,중간,미지급금
2058,BS,장기미지급금-국고보조금,주계정,,차감,국고보조금
2059,BS,장기미지급금-기타,영업,,중간,미지급금
2060,BS,장기미지급금-현할차,주계정,,차감,현재가치할인차금
2061,BS,장기미지급금-환율평가,영업,,중간,미지급금
2062,BS,장기어음미지급금-자산구입,영업,,중간,미지급금
2063,BS,장기어음미지급금-기타,영업,,중간,미지급금
2064,BS,장기어음미지급금-현할차,주계정,,차감,현재가치할인차금
2065,BS,장기어음미지급금-환율평가,영업,,중간,미지급금
2066,BS,장기미지급금-유동성대체,영업,,중간,미지급금
2067,BS,장기미지급금-부분간배부,영업,,중간,미지급금
2068,BS,미지급법인세-법인세,영업,,중간,미지급비용
2069,BS,미지급법인세-주민세,영업,,중간,미지급비용
2070,BS,미지급법인세-농특세,영업,,중간,미지급비용
2071,BS,미지급법인세-기타,영업,,중간,미지급비용
2072,BS,미지급법인세-부문간배부,영업,,중간,미지급비용
2073,BS,선수금-영업,영업,,중간,선수금
2074,BS,선수금-상품권,영업,,중간,선수금
2075,BS,선수금-재고판매,영업,,중간,선수금
2076,BS,선수금-자재,영업,,중간,선수금
2077,BS,선수금-영업거래,영업,,중간,선수금
2078,BS,선수금-Service,영업,,중간,선수금
2079,BS,선수금-영업거래-기획Only,영업,,중간,선수금
2080,BS,선수금-진행기준-용역,영업,,중간,선수금
2081,BS,선수금-진행기준-용역-조정,영업,,중간,선수금
2082,BS,선수금-공사선수금,영업,,중간,선수금
2083,BS,선수금-공사선수금-조정,영업,,중간,선수금
2084,BS,선수금-분양선수금,영업,,중간,선수금
2085,BS,선수금-분양선수금-옵션-물산Only,영업,,중간,선수금
2086,BS,선수금-분양선수금-조정,영업,,중간,선수금
2087,BS,선수금-이용권-상품권,영업,,중간,선수금
2088,BS,선수금-이용권-회원권및연회비,영업,,중간,선수금
2089,BS,선수금-이용권-티켓,영업,,중간,선수금
2090,BS,선수금-이용권-기타,영업,,중간,선수금
2091,BS,선수금-임대매출,영업,,중간,선수금
2092,BS,선수금-선물환,영업,,중간,선수금
2093,BS,선수금-조정,영업,,중간,선수금
2094,BS,선수금-기타,영업,,중간,선수금
2095,BS,유동성 장기선수금,영업,,중간,선수금
2096,BS,선수금-부문간배부,영업,,중간,선수금
2097,BS,장기선수금-영업거래,영업,,중간,선수금
2098,BS,장기선수금-기타,영업,,중간,선수금
2099,BS,장기선수금-유동성대체,영업,,중간,선수금
2100,BS,장기선수금-부문간배부,영업,,중간,선수금
2101,BS,장기선수수익-예적금이자,영업,,중간,선수금
2102,BS,장기선수수익-유가증권이자,영업,,중간,선수금
2103,BS,장기선수수익-대여금이자,영업,,중간,선수금
2104,BS,장기선수수익-기타금융상품이자,영업,,중간,선수금
2105,BS,장기선수수익-임대료,영업,,중간,선수금
2106,BS,장기선수수익-수익이연,영업,,중간,선수금
2107,BS,장기선수수익-국고보조금,주계정,,차감,국고보조금
2108,BS,장기선수수익-기타,영업,,중간,선수금
2109,BS,장기선수수익-유동성대체,영업,,중간,선수금
2110,BS,선수금-임대료,영업,,중간,선수금
2111,BS,예수금-건강보험,영업,,중간,예수금
2112,BS,예수금-국민연금,영업,,중간,예수금
2113,BS,예수금-고용보험-근로자부담분,영업,,중간,예수금
2114,BS,예수금-고용보험-회사부담분,영업,,중간,예수금
2115,BS,예수금-근로소득세,영업,,중간,예수금
2116,BS,예수금-근로소득주민세,영업,,중간,예수금
2117,BS,예수금-퇴직소득세,영업,,중간,예수금
2118,BS,예수금-퇴직소득주민세,영업,,중간,예수금
2119,BS,예수금-사업소득세,영업,,중간,예수금
2120,BS,예수금-사업소득주민세,영업,,중간,예수금
2121,BS,예수금-기타소득세,영업,,중간,예수금
2122,BS,예수금-기타소득주민세,영업,,중간,예수금
2123,BS,예수금-채무가압류,영업,,중간,예수금
2124,BS,예수금-연말정산소득세,영업,,중간,예수금
2125,BS,예수금-연말정산주민세,영업,,중간,예수금
2126,BS,예수금-산재보험료,영업,,중간,예수금
2127,BS,예수금-급여가압류_미결관리,영업,,중간,예수금
2128,BS,예수금-주재수당,영업,,중간,예수금
2129,BS,예수금-교육미수료,영업,,중간,예수금
2130,BS,예수금-가수금미반제,영업,,중간,예수금
2131,BS,예수금-원천세-근로소득세,영업,,중간,예수금
2132,BS,예수금-원천세-사업소득세,영업,,중간,예수금
2133,BS,예수금-원천세-퇴직소득세,영업,,중간,예수금
2134,BS,예수금-원천세-이자소득세,영업,,중간,예수금
2135,BS,예수금-원천세-배당소득세,영업,,중간,예수금
2136,BS,예수금-원천세-기타소득세,영업,,중간,예수금
2137,BS,예수금-원천세-근로지방소득세,영업,,중간,예수금
2138,BS,예수금-원천세-사업지방소득세,영업,,중간,예수금
2139,BS,예수금-원천세-퇴직지방소득세,영업,,중간,예수금
2140,BS,예수금-원천세-이자지방소득세,영업,,중간,예수금
2141,BS,예수금-원천세-배당지방소득세,영업,,중간,예수금
2142,BS,예수금-원천세-기타지방소득세,영업,,중간,예수금
2143,BS,예수금-원천세-교육세,영업,,중간,예수금
2144,BS,예수금-원천세-농어촌특별세,영업,,중간,예수금
2145,BS,예수금-원천세-개별소비세,영업,,중간,예수금
2146,BS,예수금-원천세-용역,영업,,중간,예수금
2147,BS,예수금-원천세-IRRF-Brazil Only,영업,,중간,예수금
2148,BS,예수금-원천세-CIDE-Brazil Only,영업,,중간,예수금
2149,BS,예수금-원천세-기타,영업,,중간,예수금
2150,BS,예수금-급여일시공제-급여,영업,,중간,예수금
2151,BS,예수금-급여일시공제-퇴직금,영업,,중간,예수금
2152,BS,예수금-급여일시공제-재형저축,영업,,중간,예수금
2153,BS,예수금-급여일시공제-국민연금,영업,,중간,예수금
2154,BS,예수금-급여일시공제-건강보험,영업,,중간,예수금
2155,BS,예수금-급여일시공제-근로자장기저축,영업,,중간,예수금
2156,BS,예수금-급여일시공제-식대,영업,,중간,예수금
2157,BS,예수금-급여일시공제-개인연금,영업,,중간,예수금
2158,BS,예수금-급여일시공제-고용보험,영업,,중간,예수금
2159,BS,예수금-급여일시공제-기타,영업,,중간,예수금
2160,BS,예수금-국고보조금,주계정,,차감,국고보조금
2161,BS,예수금-압류,영업,,중간,예수금
2162,BS,예수금-국민체육진흥기금,영업,,중간,예수금
2163,BS,예수금-현금수송-에스원Only,영업,,중간,예수금
2164,BS,예수금-기타,영업,,중간,예수금
2165,BS,예수금-환율평가,영업,,중간,예수금
2166,BS,미지급비용-예정소급급여,영업,,중간,미지급비용
2167,BS,미지급비용-예정비정기상여,영업,,중간,미지급비용
2168,BS,미지급비용-지급이자,영업,,중간,미지급비용
2169,BS,미지급비용-공장예정원가,영업,,중간,미지급비용
2170,BS,미지급비용-예정성과상여,영업,,중간,미지급비용
2171,BS,미지급비용-예정유급휴가,영업,,중간,미지급비용
2172,BS,미지급비용-직장보육시설,영업,,중간,미지급비용
2173,BS,미지급비용-이자비용,영업,,중간,미지급비용
2174,BS,미지급비용-급여,영업,,중간,미지급비용
2175,BS,미지급비용-정기상여,영업,,중간,미지급비용
2176,BS,미지급비용-명절상여,영업,,중간,미지급비용
2177,BS,미지급비용-휴가상여,영업,,중간,미지급비용
2178,BS,미지급비용-PI상여,영업,,중간,미지급비용
2179,BS,미지급비용-PS상여,영업,,중간,미지급비용
2180,BS,미지급비용-기타상여,영업,,중간,미지급비용
2181,BS,미지급비용-확정기여퇴직급여,영업,,중간,미지급비용
2182,BS,미지급비용-복리후생비,영업,,중간,미지급비용
2183,BS,미지급비용-보험료,영업,,중간,미지급비용
2184,BS,미지급비용-물류비,영업,,중간,미지급비용
2185,BS,미지급비용-임차료,영업,,중간,미지급비용
2186,BS,미지급비용-지급수수료,영업,,중간,미지급비용
2187,BS,미지급비용-광고선전비,영업,,중간,미지급비용
2188,BS,미지급비용-판매촉진비,영업,,중간,미지급비용
2189,BS,미지급비용-판매장려금,영업,,중간,미지급비용
2190,BS,미지급비용-서비스비,영업,,중간,미지급비용
2191,BS,미지급비용-견본비,영업,,중간,미지급비용
2192,BS,미지급비용-기술사용료,영업,,중간,미지급비용
2193,BS,미지급비용-용역비,영업,,중간,미지급비용
2194,BS,미지급비용-Link이자-물산Only,영업,,중간,미지급비용
2195,BS,미지급비용-기타,영업,,중간,미지급비용
2196,BS,미지급비용-현할차,주계정,,차감,현재가치할인차금
2197,BS,미지급비용-환율평가,영업,,중간,미지급비용
2198,BS,유동성 장기미지급비용,영업,,중간,미지급비용
2199,BS,미지급비용-부문간배부,영업,,중간,미지급비용
2200,BS,장기미지급비용-이자,영업,,중간,미지급비용
2201,BS,장기미지급비용-급여,영업,,중간,미지급비용
2202,BS,장기미지급비용-상여금,영업,,중간,미지급비용
2203,BS,장기미지급비용-스탁옵션,영업,,중간,미지급비용
2204,BS,장기미지급비용-기타,영업,,중간,미지급비용
2205,BS,장기미지급비용-현할차,주계정,,차감,현재가치할인차금
2206,BS,장기미지급비용-환율평가,영업,,중간,미지급비용
2207,BS,장기미지급비용-유동성대체,영업,,중간,미지급비용
2208,BS,장기미지급비용-부문간배부,영업,,중간,미지급비용
2209,BS,미지급이자,영업,,중간,미지급비용
2210,BS,장기미지급이자,영업,,중간,미지급비용
2211,BS,반품충당부채,영업,,일반,충당부채
2212,BS,마일리지충당부채,영업,,일반,충당부채
2213,BS,반품추정부채,영업,,일반,충당부채
2214,BS,기타유동부채,영업,,일반,기타부채
2215,BS,유동성 예수보증금,영업,,중간,예수금
2216,BS,유동성 예수보증금-부문간배부,영업,,중간,예수금
2217,BS,가수금,영업,,중간,가수금
2218,BS,가수금-기타,영업,,중간,가수금
2219,BS,가수금-환율평가,영업,,중간,가수금
2220,BS,예수보증금-영업보증금,영업,,중간,예수금
2221,BS,예수보증금-임대보증금,영업,,중간,예수금
2222,BS,예수보증금-공사보증금,영업,,중간,예수금
2223,BS,예수보증금-하자보증금,영업,,중간,예수금
2224,BS,예수보증금-계약보증금,영업,,중간,예수금
2225,BS,예수보증금-사택보증금,영업,,중간,예수금
2226,BS,예수보증금-계약보증금-에스원Only,영업,,중간,예수금
2227,BS,예수보증금-기타,영업,,중간,예수금
2228,BS,예수보증금-현할차,영업,,중간,예수금
2229,BS,예수보증금-환율평가,영업,,중간,예수금
2230,BS,예수보증금-유동성대체,영업,,중간,예수금
2231,BS,환불부채,영업,,일반,기타부채
2232,BS,사채,재무,,일반,사채
2233,BS,사채-일반사채,재무,,일반,사채
2234,BS,사채-전환사채,재무,,일반,사채
2235,BS,사채-전환권조정,주계정,,차감,사채조정
2236,BS,사채-신주인수권부사채,재무,,일반,사채
2237,BS,사채-신주인수권조정,주계정,,차감,사채조정
2238,BS,사채-기타사채,재무,,일반,사채
2239,BS,사채-기타사채권조정,주계정,,차감,사채조정
2240,BS,사채-환율평가,재무,,일반,사채
2241,BS,사채발행차금-장기미지급이자,재무,,일반,사채
2242,BS,사채발행차금-할인,주계정,,차감,발행차금
2243,BS,사채발행차금-할증,주계정,,차감,발행차금
2244,BS,사채발행차금-상환할증금,주계정,,차감,발행차금
2245,BS,사채-유동성대체,재무,,일반,사채
2246,BS,사채-부문간배부,재무,,일반,사채
2247,BS,사채발행차금-비유동,주계정,,차감,발행차금
2248,BS,유동성원화사채,재무,,일반,사채
2249,BS,유동성외화사채,재무,,일반,사채
2250,BS,유동성전환사채,재무,,일반,사채
2251,BS,유동성전환권조정,주계정,,차감,사채조정
2252,BS,유동성신주인수권부사채,재무,,일반,사채
2253,BS,유동성사채할인발행차금,주계정,,차감,발행차금
2254,BS,유동성사채상환할증금,주계정,,차감,발행차금
2255,BS,유동성신주인수권조정,주계정,,차감,사채조정
2256,BS,신주인수권조정,주계정,,차감,사채조정
2257,BS,원화사채,재무,,일반,사채
2258,BS,외화사채,재무,,일반,사채
2259,BS,선수수익-임대수익,영업,,중간,선수수익
2260,BS,선수수익-국고보조금-국책사업연구비,주계정,,차감,국고보조금
2261,BS,선수수익-국고보조금-저리차입금,주계정,,차감,국고보조금
2262,BS,선수수익-예적금이자,영업,,중간,선수수익
2263,BS,선수수익-유가증권이자,영업,,중간,선수수익
2264,BS,선수수익-대여금이자,영업,,중간,선수수익
2265,BS,선수수익-기타금융상품이자,영업,,중간,선수수익
2266,BS,선수수익-임대료,영업,,중간,선수수익
2267,BS,선수수익-수익이연,영업,,중간,선수수익
2268,BS,선수수익-수익이연-기획Only,영업,,중간,선수수익
2269,BS,선수수익-국고보조금,주계정,,차감,국고보조금
2270,BS,선수수익-기타,영업,,중간,선수수익
2271,BS,유동성 장기선수수익,영업,,중간,선수수익
2272,BS,파생상품부채-유동-통화스왑,재무,,일반,금융부채
2273,BS,파생상품부채-유동-통화옵션,재무,,일반,금융부채
2274,BS,파생상품부채-유동-이자율스왑,재무,,일반,금융부채
2275,BS,파생상품부채-유동-상품선물,재무,,일반,금융부채
2276,BS,파생상품부채-유동-상품선도,재무,,일반,금융부채
2277,BS,파생상품부채-유동-기타,재무,,일반,금융부채
2278,BS,유동성 파생상품부채,재무,,일반,금융부채
2279,BS,파생상품부채-통화선도,재무,,일반,금융부채
2280,BS,파생상품부채-통화스왑,재무,,일반,금융부채
2281,BS,파생상품부채-통화옵션,재무,,일반,금융부채
2282,BS,파생상품부채-이자율스왑,재무,,일반,금융부채
2283,BS,파생상품부채-상품선물,재무,,일반,금융부채
2284,BS,파생상품부채-상품선도,재무,,일반,금융부채
2285,BS,파생상품부채-통화선도-중공업Only,재무,,일반,금융부채
2286,BS,파생상품부채-기타,재무,,일반,금융부채
2287,BS,보증금-임대보증금,영업,,일반,보증금
2288,BS,보증금-수입보증금,영업,,일반,보증금
2289,BS,보증금-사택임대보증금,영업,,일반,보증금
2290,BS,장기차입금-일반대출,재무,,일반,차입금
2291,BS,장기차입금-신탁대출,재무,,일반,차입금
2292,BS,장기차입금-연불수출,재무,,일반,차입금
2293,BS,장기차입금-시설자금,재무,,일반,차입금
2294,BS,장기차입금-금융리스,재무,,일반,차입금
2295,BS,장기차입금-기타,재무,,일반,차입금
2296,BS,장기차입금-현할차,주계정,,차감,현재가치할인차금
2297,BS,장기차입금-환율평가,재무,,일반,차입금
2298,BS,장기차입금-유동성대체,재무,,일반,차입금
2299,BS,장기차입금-부문간배부,재무,,일반,차입금
2300,BS,장기차입금-외화,재무,,일반,차입금
2301,BS,장기차입금-관계사,재무,,일반,차입금
2302,BS,확정급여채무,영업,,일반,급여성부채
2303,BS,사외적립자산-퇴직보험,영업,,일반,급여성부채
2304,BS,사외적립자산-퇴직연금,영업,,일반,급여성부채
2305,BS,퇴직급여부채,영업,,일반,급여성부채
2306,BS,사외적립자산-단체퇴직보험예치금,영업,,일반,급여성부채
2307,BS,사외적립자산-국민연금전환금,영업,,일반,급여성부채
2308,BS,사외적립자산-퇴직보험예치금,영업,,일반,급여성부채
2309,BS,사외적립자산-퇴직연금운용자산,영업,,일반,급여성부채
2310,BS,사외적립자산-기타,영업,,일반,급여성부채
2311,BS,제품보증충당부채,영업,,일반,충당부채
2312,BS,공사손실충당부채,영업,,일반,충당부채
2313,BS,하자보수충당부채,영업,,일반,충당부채
2314,BS,상여충당부채,영업,,일반,충당부채
2315,BS,복구충당부채,영업,,일반,충당부채
2316,BS,우발손실충당부채,영업,,일반,충당부채
2317,BS,장기선수수익,영업,,중간,선수수익
2318,BS,기타장기종업원급여부채,영업,,일반,급여성부채
2319,BS,장기보증금,영업,,일반,보증금
2320,BS,장기금융보증부채,재무,,일반,금융부채
2321,BS,우선주자본금,재무,,일반,자본금
2322,BS,자본금-보통주,재무,,일반,자본금
2323,BS,자본금-우선주,재무,,일반,자본금
2324,BS,자본금-신주납입금,재무,,일반,자본금
2325,BS,자본금-기타,재무,,일반,자본금
2326,BS,주식발행초과금,재무,,일반,자본잉여금
2327,BS,자본준비금-주식발행초과금,재무,,일반,자본잉여금
2328,BS,자본준비금-감자차익,재무,,일반,자본잉여금
2329,BS,자본준비금-합병차익,재무,,일반,자본잉여금
2330,BS,자본준비금-자기주식처분이익,재무,,일반,자본잉여금
2331,BS,기타자본잉여금-자산수증이익,재무,,일반,자본잉여금
