"id","currentgrade","example","examplelink","inputs","inputslink","mainprocess","person_charge","person_confirm","prooptionchange","prooptionname","question","realgrade","realname","subprocess","template","answer","inputlink","sub_id","templatelink","confirm_button","Column14","Column13","inputslist","Column15"
1,미완성,"","",select,team,구매,조희성,"","","",구매계획은 생산계획과 연동하여 수립하시나요?,"",구매2,"2","","","",5,"","","","","",""
