"id","answer","example","examplelink","inputlink","mainprocess","question","subprocess","sub_id","template","templatelink","confirm_button","Column14","inputs","inputslink","Column13","realname","inputslist","Column15","currentgrade","person_charge","realgrade","person_confirm","prooptionname","prooptionchange"
1,"","","","",구매,생산계획과 연동,"2",5,"","","","",textplus,team,,구매2,"",,미완성,조희성,"","","",""
