id,bspl,detailname,resultname
2495,BS,이연법인세부채,이연법인세자산/부채
2496,BS,이연법인세자산/부채,이연법인세자산/부채
2497,PL,당기손익,당기순이익
2498,PL,당기순이익,당기순이익
2499,PL,순이익,당기순이익
2500,PL,판매비와관리비,판관비
2501,PL,판관비,판관비
2502,PL,판매비및관리비,판관비
2503,PL,판매관리비,판관비
2504,PL,판매비용,판관비
2505,PL,관리비용,판관비
2506,PL,매출총이익,매출총이익
2507,PL,법인세비용차감전이익,법인세비용차감전이익
2508,PL,법인세비차감전이익,법인세비용차감전이익
2509,PL,세전이익,법인세비용차감전이익
2510,PL,법인세차감전이익,법인세비용차감전이익
2511,PL,법인세비용차감전손익,법인세비용차감전이익
2512,PL,법인세비차감전손익,법인세비용차감전이익
2513,PL,세전손익,법인세비용차감전이익
2514,PL,법인세차감전손익,법인세비용차감전이익
2515,PL,기타영업외손익,영업외손익
2516,PL,영업외손익,영업외손익
2517,PL,영업외수익,영업외손익
2518,PL,영업외비용,영업외손익
2519,PL,금융비용,금융비용
2520,PL,금융수익,금융수익
2521,BS,대손충당금,대손충당금
2522,BS,감가상각누계액,감가상각누계액
2523,BS,상각누계액,감가상각누계액
2524,BS,감가상각충당금,감가상각누계액
2525,BS,손상차손충당금,손상차손누계액
2526,BS,손상차손누계액,손상차손누계액
2527,BS,손상누계액,손상차손누계액
2528,BS,현재가치할인차금,현재가치할인차금
2529,BS,현할차,현재가치할인차금
2530,BS,현재가치차금,현재가치할인차금
