bspl,detailname,resultname,resultname_old
BS,장기받을어음-Service,매출채권,매출채권
BS,장기받을어음-Agency,매출채권,매출채권
BS,장기받을어음-물류,매출채권,매출채권
BS,장기받을어음-임대료,매출채권,매출채권
BS,장기받을어음-임가공,매출채권,매출채권
BS,장기받을어음-기타용역,매출채권,매출채권
BS,장기받을어음-추심우발채무,매출채권,매출채권
BS,장기받을어음-할인우발채무,매출채권,매출채권
BS,장기받을어음-부도어음,매출채권,매출채권
BS,장기받을어음-기타,매출채권,매출채권
BS,장기받을어음-실물어음,매출채권,매출채권
BS,장기받을어음-현할차,매출채권,매출채권
BS,장기받을어음-환율평가,매출채권,매출채권
BS,장기받을어음-대손충당금,매출채권,매출채권
BS,장기받을어음-장기공사미수금,매출채권,매출채권
BS,장기받을어음-장기공사미수금-환율평가,매출채권,매출채권
BS,장기받을어음-장기공사미수금-대손충당금,매출채권,매출채권
BS,장기받을어음-장기분양미수금,매출채권,매출채권
BS,장기받을어음-장기분양미수금-환율평가,매출채권,매출채권
BS,장기받을어음-장기분양미수금-대손충당금,매출채권,매출채권
BS,장기매출채권-유동성대체,매출채권,매출채권
BS,장기매출채권-부문간배부,매출채권,매출채권
BS,수출외상매출금,매출채권,매출채권
BS,대손충당금-수출외상매출금,대손충당금-매출채권,대손충당금-매출채권
BS,대손충당금-외상매출금,대손충당금-매출채권,대손충당금-매출채권
BS,대손충당금-받을어음,대손충당금-매출채권,대손충당금-매출채권
BS,미수금-신용카드,미수금,미수금
BS,미수금-기타,미수금,미수금
BS,미수금-고정자산매각대,미수금,미수금
BS,미수금-재고매각대,미수금,미수금
BS,미수금-종업원,미수금,미수금
BS,미수금-Agency,미수금,미수금
BS,미수금-Claim-재고반품,미수금,미수금
BS,미수금-Claim,미수금,미수금
BS,미수금-상품권,미수금,미수금
BS,미수금-조정,미수금,미수금
BS,미수금-부가세,미수금,미수금
BS,미수금-관세,미수금,미수금
BS,미수금-주민세,미수금,미수금
BS,미수금-기타제세,미수금,미수금
BS,미수금-금융,미수금,미수금
BS,미수금-배당금수익,미수금,미수금
BS,미수금-현할차,미수금,미수금
BS,미수금-환율평가,미수금,미수금
BS,미수금-대손충당금,미수금,미수금
BS,어음미수금-고정자산매각대,미수금,미수금
BS,어음미수금-재고자산매각대,미수금,미수금
BS,어음미수금-추심우발채무,미수금,미수금
BS,어음미수금-할인우발채무,미수금,미수금
BS,어음미수금-부도어음,미수금,미수금
BS,어음미수금-기타,미수금,미수금
BS,어음미수금-현할차,미수금,미수금
BS,어음미수금-환율평가,미수금,미수금
BS,어음미수금-대손충당금,미수금,미수금
BS,유동성 장기미수금,미수금,미수금
BS,미수금-부문간배부,미수금,미수금
BS,장기미수금-고정자산매각대,미수금,미수금
BS,장기미수금-재고자산매각대,미수금,미수금
BS,장기미수금-종업원,미수금,미수금
BS,장기미수금-Agency,미수금,미수금
BS,장기미수금-상품권,미수금,미수금
BS,장기미수금-제세-기타,미수금,미수금
BS,장기미수금-금융,미수금,미수금
BS,장기금융리스자산,미수금,미수금
BS,장기미수금-기타,미수금,미수금
BS,장기미수금-현할차,미수금,미수금
BS,장기미수금-환율평가,미수금,미수금
BS,장기미수금-대손충당금,미수금,미수금
BS,장기어음미수금-고정자산매각대,미수금,미수금
BS,장기어음미수금-재고자산매각대,미수금,미수금
BS,장기어음미수금-추심우발채무,미수금,미수금
BS,장기어음미수금-할인우발채무,미수금,미수금
BS,장기어음미수금-부도어음,미수금,미수금
BS,장기어음미수금-기타,미수금,미수금
BS,장기어음미수금-현할차,미수금,미수금
BS,장기어음미수금-환율평가,미수금,미수금
BS,장기어음미수금-대손충당금,미수금,미수금
BS,장기미수금-유동성대체,미수금,미수금
BS,장기미수금-부문간배부,미수금,미수금
BS,미수수익-수입이자,미수수익,미수수익
BS,미수수익-기타,미수수익,미수수익
BS,미수수익-예적금이자,미수수익,미수수익
BS,미수수익-유가증권이자,미수수익,미수수익
BS,미수수익-대여금이자,미수수익,미수수익
BS,미수수익-분양연체이자,미수수익,미수수익
BS,미수수익-기타금융상품이자,미수수익,미수수익
BS,미수수익-임대료,미수수익,미수수익
BS,미수수익-시스템사용료,미수수익,미수수익
BS,미수수익-환율평가,미수수익,미수수익
BS,미수수익-대손충당금,미수수익,미수수익
BS,미수수익-부문간배부,미수수익,미수수익
BS,선급금-수입부가세,선급금,선급금
BS,선급금-기타,선급금,선급금
BS,선급금-재고매입,선급금,선급금
BS,선급금-영업거래,선급금,선급금
BS,선급금-외주비,선급금,선급금
BS,선급금-조정,선급금,선급금
BS,선급금-공사-자재구입,선급금,선급금
BS,선급금-공사-용지,선급금,선급금
BS,선급금-선물환,선급금,선급금
BS,선급금-대손충당금,선급금,선급금
BS,유동성 장기선급금,선급금,선급금
BS,선급금-부문간배부,선급금,선급금
BS,장기선급금-영업거래,선급금,선급금
BS,장기선급금-기타,선급금,선급금
BS,장기선급금-대손충당금,선급금,선급금
BS,장기선급금-유동성대체,선급금,선급금
BS,장기선급금-부문간배부,선급금,선급금
BS,선급비용-이자비용,선급비용,선급비용
BS,선급비용-차량보험료,선급비용,선급비용
BS,선급비용-비정기상여-급여,선급비용,선급비용
BS,선급비용-비정기상여-임금-시급직,선급비용,선급비용
BS,선급비용-비정기상여-급여-SP,선급비용,선급비용
BS,선급비용-보험료-보증보험료,선급비용,선급비용
BS,선급비용-모델료,선급비용,선급비용
BS,선급비용-지급보증수수료,선급비용,선급비용
BS,선급비용-S/W유지보수료,선급비용,선급비용
BS,선급비용-임차료-건물,선급비용,선급비용
BS,선급비용-임차료-토지,선급비용,선급비용
BS,선급비용-로열티,선급비용,선급비용
BS,선급비용-환가료,선급비용,선급비용
BS,선급비용-배상보험료,선급비용,선급비용
BS,선급비용-행사/홍보,선급비용,선급비용
BS,선급비용-판매장려금,선급비용,선급비용
BS,선급비용-상해보험/질병보험,선급비용,선급비용
BS,선급비용-도서비-신문,선급비용,선급비용
BS,선급비용-통신비-정보이용료,선급비용,선급비용
BS,선급비용-사용권자산,선급비용,선급비용
BS,선급비용-기타,선급비용,선급비용
BS,선급비용-상여금,선급비용,선급비용
BS,선급비용-연월차,선급비용,선급비용
BS,선급비용-국민연금보험,선급비용,선급비용
BS,선급비용-건강보험,선급비용,선급비용
BS,선급비용-산재보험,선급비용,선급비용
BS,선급비용-고용보험,선급비용,선급비용
BS,선급비용-상해보험,선급비용,선급비용
BS,선급비용-단체보험,선급비용,선급비용
BS,선급비용-장기요양보험,선급비용,선급비용
BS,선급비용-기타복리후생,선급비용,선급비용
BS,선급비용-화재보험료,선급비용,선급비용
BS,선급비용-동산종합보험료,선급비용,선급비용
BS,선급비용-자동차보험료,선급비용,선급비용
BS,선급비용-중장비안전보험료,선급비용,선급비용
BS,선급비용-선박보험료,선급비용,선급비용
BS,선급비용-보증보험료,선급비용,선급비용
BS,선급비용-채권보험료,선급비용,선급비용
BS,선급비용-운송보험료,선급비용,선급비용
BS,선급비용-수출보험료,선급비용,선급비용
BS,선급비용-조립보험료,선급비용,선급비용
BS,선급비용-건설공사보험료,선급비용,선급비용
BS,선급비용-제조물배상책임보험료,선급비용,선급비용
BS,선급비용-영업배상책임보험료,선급비용,선급비용
BS,선급비용-패키지보험료,선급비용,선급비용
BS,선급비용-기타보험료,선급비용,선급비용
BS,선급비용-토지임차료,선급비용,선급비용
BS,선급비용-건물임차료,선급비용,선급비용
BS,선급비용-구축물임차료,선급비용,선급비용
BS,선급비용-기계장치임차료,선급비용,선급비용
BS,선급비용-차량운반구임차료,선급비용,선급비용
BS,선급비용-컴퓨터임차료,선급비용,선급비용
BS,선급비용-복사기임차료,선급비용,선급비용
BS,선급비용-전산장비임차료,선급비용,선급비용
BS,선급비용-소프트웨어임차료,선급비용,선급비용
BS,선급비용-창고임차료,선급비용,선급비용
BS,선급비용-가설재임차료,선급비용,선급비용
BS,선급비용-운용리스료임차료,선급비용,선급비용
BS,선급비용-운용리스보험료임차료,선급비용,선급비용
BS,선급비용-기타임차료,선급비용,선급비용
BS,선급비용-지급수수료,선급비용,선급비용
BS,선급비용-광고선전비,선급비용,선급비용
BS,선급비용-판매촉진비,선급비용,선급비용
BS,선급비용-세금과공과,선급비용,선급비용
BS,선급비용-기술사용료,선급비용,선급비용
BS,선급비용-지급보증료,선급비용,선급비용
BS,선급비용-물류비,선급비용,선급비용
BS,선급비용-임가공비,선급비용,선급비용
BS,선급비용-외주비,선급비용,선급비용
BS,선급비용-선급공사원가,선급비용,선급비용
BS,선급비용-사내근로복지기금,선급비용,선급비용
BS,선급비용-가지급대체,선급비용,선급비용
BS,선급비용-자본화비용,선급비용,선급비용
BS,선급비용-비용이연,선급비용,선급비용
BS,선급비용-비용이연-기획Only,선급비용,선급비용
BS,선급비용-포장재비-코닝정밀소재Only,선급비용,선급비용
BS,선급비용-Project원가,선급비용,선급비용
BS,선급비용-Link이자-물산Only,선급비용,선급비용
BS,선급비용-대손충당금,선급비용,선급비용
BS,유동성 장기선급비용,선급비용,선급비용
BS,선급비용-부문간배부,선급비용,선급비용
BS,장기선급비용-상여금,선급비용,선급비용
BS,장기선급비용-복리후생비,선급비용,선급비용
BS,장기선급비용-보험료,선급비용,선급비용
BS,장기선급비용-임차료,선급비용,선급비용
BS,장기선급비용-지급수수료,선급비용,선급비용
BS,장기선급비용-광고선전비,선급비용,선급비용
BS,장기선급비용-판매촉진비,선급비용,선급비용
BS,장기선급비용-세금과공과,선급비용,선급비용
BS,장기선급비용-기술사용료,선급비용,선급비용
BS,장기선급비용-이자비용,선급비용,선급비용
BS,장기선급비용-지급보증료,선급비용,선급비용
BS,장기선급비용-사내근로복지기금,선급비용,선급비용
BS,장기선급비용-자본화비용,선급비용,선급비용
BS,장기선급비용-기타,선급비용,선급비용
BS,장기선급비용-유동성대체,선급비용,선급비용
BS,장기선급비용-부문간배부,선급비용,선급비용
BS,기타비유동자산,선급비용,선급비용
BS,기타투자자산,선급비용,선급비용
BS,장기선급금,선급비용,선급비용
BS,대손충당금-장기선급금,선급비용,선급비용
BS,장기선급비용,선급비용,선급비용
BS,당기손익공정가치측정금융자산-국공채,당기손익공정가치측정금융자산,당기손익공정가치측정금융자산
BS,당기손익공정가치측정금융자산-MMT,당기손익공정가치측정금융자산,당기손익공정가치측정금융자산
BS,당기손익공정가치측정금융자산-옵션부주식,당기손익공정가치측정금융자산,당기손익공정가치측정금융자산
BS,당기손익공정가치측정금융자산-투자자산,당기손익공정가치측정금융자산,당기손익공정가치측정금융자산
BS,당기손익공정가치측정금융자산-상환우선주,당기손익공정가치측정금융자산,당기손익공정가치측정금융자산
BS,상품,재고자산,재고자산
BS,평가손실충당금-상품,재고자산,재고자산
BS,제품,재고자산,재고자산
BS,평가손실충당금-제품,재고자산,재고자산
BS,국고보조금-제품,재고자산,재고자산
BS,재공품,재고자산,재고자산
BS,평가손실충당금-재공품,재고자산,재고자산
BS,원재료,재고자산,재고자산
BS,평가손실충당금-원재료,재고자산,재고자산
BS,국고보조금,재고자산,재고자산
BS,저장품,재고자산,재고자산
BS,저장품-판촉물,재고자산,재고자산
BS,저장품-유류,재고자산,재고자산
BS,저장품-생산소모품,재고자산,재고자산
BS,저장품-수선용품,재고자산,재고자산
BS,저장품-환경용품,재고자산,재고자산
BS,저장품-공업용수,재고자산,재고자산
BS,미착품,재고자산,재고자산
BS,미착품-상품,재고자산,재고자산
BS,미착품-원재료,재고자산,재고자산
BS,미착품-부재료,재고자산,재고자산
BS,미착품-포재료,재고자산,재고자산
BS,미착품-저장품,재고자산,재고자산
BS,반품자산,재고자산,재고자산
BS,완성상가,재고자산,재고자산
BS,평가손실충당금,재고자산,재고자산
BS,상품-반품추정,재고자산,재고자산
BS,상품-반품추정-폐기충당,재고자산,재고자산
BS,상품-Aging평가충당금,재고자산,재고자산
BS,상품-저가법평가충당금,재고자산,재고자산
BS,부산물,재고자산,재고자산
BS,제품-반품추정,재고자산,재고자산
BS,제품-반품추정-폐기충당,재고자산,재고자산
BS,제품-Aging평가충당금,재고자산,재고자산
BS,제품-저가법평가충당금,재고자산,재고자산
BS,완성부동산,재고자산,재고자산
BS,반제품,재고자산,재고자산
BS,반제품-Aging평가충당금,재고자산,재고자산
BS,반제품-저가법평가충당금,재고자산,재고자산
BS,용지-평가충당금,재고자산,재고자산
BS,미완성공사,재고자산,재고자산
BS,미완성공사-평가충당금,재고자산,재고자산
BS,재공품-Aging평가충당금,재고자산,재고자산
BS,재공품-저가법평가충당금,재고자산,재고자산
BS,원재료-선물환,재고자산,재고자산
BS,원재료-조정,재고자산,재고자산
BS,원재료-Aging평가충당금,재고자산,재고자산
BS,원재료-저가법평가충당금,재고자산,재고자산
BS,저장품-소모품,재고자산,재고자산
BS,저장품-A/S자재,재고자산,재고자산
BS,저장품-건설자재,재고자산,재고자산
BS,저장품-수선용자재,재고자산,재고자산
BS,저장품-소방자재-에버랜드Only,재고자산,재고자산
BS,저장품-수목-에버랜드Only,재고자산,재고자산
BS,저장품-저장기기-에스원Only,재고자산,재고자산
BS,저장품-공사기기-에스원Only,재고자산,재고자산
BS,저장품-기타,재고자산,재고자산
BS,저장품-Aging평가충당금,재고자산,재고자산
BS,저장품-저가법평가충당금,재고자산,재고자산
BS,가설재-조정,재고자산,재고자산
BS,미착품-물대-Target-상품,재고자산,재고자산
BS,미착품-물대-Target-제품,재고자산,재고자산
BS,미착품-물대-Target-반제품,재고자산,재고자산
BS,미착품-물대-Target-원재료,재고자산,재고자산
BS,미착품-물대-Target-저장품,재고자산,재고자산
BS,미착품-물대-Target-가설재,재고자산,재고자산
BS,미착품-관세-GR/IR-상품,재고자산,재고자산
BS,미착품-관세-GR/IR-제품,재고자산,재고자산
BS,미착품-관세-GR/IR-반제품,재고자산,재고자산
BS,미착품-관세-GR/IR-원재료,재고자산,재고자산
BS,미착품-관세-GR/IR-저장품,재고자산,재고자산
BS,미착품-관세-GR/IR-가설재,재고자산,재고자산
BS,미착품-관세-충당,재고자산,재고자산
BS,미착품-부대비-GR/IR-상품,재고자산,재고자산
BS,미착품-부대비-GR/IR-제품,재고자산,재고자산
BS,미착품-부대비-GR/IR-반제품,재고자산,재고자산
BS,미착품-부대비-GR/IR-원재료,재고자산,재고자산
BS,미착품-부대비-GR/IR-저장품,재고자산,재고자산
BS,미착품-부대비-GR/IR-가설재,재고자산,재고자산
BS,GR/IR-부대비-GR/IR-운송료,재고자산,재고자산
BS,GR/IR-부대비-GR/IR-보험료,재고자산,재고자산
BS,GR/IR-부대비-GR/IR-기타,재고자산,재고자산
BS,GR/IR-상품-물대,재고자산,재고자산
BS,GR/IR-상품-조정,재고자산,재고자산
BS,GR/IR-제품-물대,재고자산,재고자산
BS,GR/IR-제품-조정,재고자산,재고자산
BS,GR/IR-반제품-물대,재고자산,재고자산
BS,GR/IR-반제품-조정,재고자산,재고자산
BS,GR/IR-원재료-물대,재고자산,재고자산
BS,GR/IR-원재료-조정,재고자산,재고자산
BS,GR/IR-저장품-물대,재고자산,재고자산
BS,GR/IR-저장품-조정,재고자산,재고자산
BS,GR/IR-가설재-물대,재고자산,재고자산
BS,GR/IR-가설재-조정,재고자산,재고자산
BS,적송품-상품,재고자산,재고자산
BS,적송품-제품,재고자산,재고자산
BS,적송품-반제품,재고자산,재고자산
BS,적송품-원재료,재고자산,재고자산
BS,적송품-저장품,재고자산,재고자산
BS,기타재고자산,재고자산,재고자산
BS,기타재고자산-미실현이익조정,재고자산,재고자산
BS,기타재고자산-Aging평가충당금,재고자산,재고자산
BS,기타재고자산-저가법평가충당금,재고자산,재고자산
BS,재고자산-부문간배부,재고자산,재고자산
BS,용지,재고자산,재고자산
BS,미완성건물,재고자산,재고자산
BS,미완성주택,재고자산,재고자산
BS,가설재,재고자산,재고자산
BS,반품자산회수권,재고자산,재고자산
BS,반품자산회수권-손상차손누계액,재고자산,재고자산
BS,위탁원료,재고자산,재고자산
BS,위탁원료-평가충당금,재고자산,재고자산
BS,미착원자재,재고자산,재고자산
BS,단기매매증권,기타유동금융자산,기타유동금융자산
BS,단기대여금,기타유동금융자산,기타유동금융자산
BS,단기대여금-거래처,기타유동금융자산,기타유동금융자산
BS,단기대여금-관계사,기타유동금융자산,기타유동금융자산
BS,단기대여금-Pooling,기타유동금융자산,기타유동금융자산
BS,단기대여금-주주,기타유동금융자산,기타유동금융자산
BS,단기대여금-Project,기타유동금융자산,기타유동금융자산
BS,단기대여금-기타,기타유동금융자산,기타유동금융자산
BS,단기대여금-현할차,기타유동금융자산,기타유동금융자산
BS,단기대여금-종업원-주택대부,기타유동금융자산,기타유동금융자산
BS,단기대여금-종업원-우리사주,기타유동금융자산,기타유동금융자산
BS,단기대여금-종업원-생활안정,기타유동금융자산,기타유동금융자산
BS,단기대여금-종업원-차량구입,기타유동금융자산,기타유동금융자산
BS,단기대여금-종업원-기타,기타유동금융자산,기타유동금융자산
BS,단기대여금-종업원-현할차,기타유동금융자산,기타유동금융자산
BS,단기대여금-환율평가,기타유동금융자산,기타유동금융자산
BS,단기대여금-대손충당금,기타유동금융자산,기타유동금융자산
BS,유동성 장기대여금,기타유동금융자산,기타유동금융자산
BS,단기대여금-부문간배부,기타유동금융자산,기타유동금융자산
BS,기타비유동금융자산,기타유동금융자산,기타유동금융자산
BS,장기성매출채권,기타유동금융자산,기타유동금융자산
BS,장기대여금,기타유동금융자산,기타유동금융자산
BS,장기미수금,기타유동금융자산,기타유동금융자산
BS,대손충당금,기타유동금융자산,기타유동금융자산
BS,현재가치할인차금-장기미수금,기타유동금융자산,기타유동금융자산
BS,보증금-임차보증금,기타유동금융자산,기타유동금융자산
BS,보증금-전신전화가입권,기타유동금융자산,기타유동금융자산
BS,보증금-영업보증금,기타유동금융자산,기타유동금융자산
BS,보증금-법원보관금,기타유동금융자산,기타유동금융자산
BS,보증금-지급보증금,기타유동금융자산,기타유동금융자산
BS,보증금-기타,기타유동금융자산,기타유동금융자산
BS,당기손익인식지정금융자산,기타유동금융자산,기타유동금융자산
BS,장기대여금-거래처,기타유동금융자산,기타유동금융자산
BS,장기대여금-관계사,기타유동금융자산,기타유동금융자산
BS,장기대여금-주주,기타유동금융자산,기타유동금융자산
BS,장기대여금-Project,기타유동금융자산,기타유동금융자산
BS,장기대여금-기타,기타유동금융자산,기타유동금융자산
BS,장기대여금-현할차,기타유동금융자산,기타유동금융자산
BS,장기대여금-종업원-주택대부,기타유동금융자산,기타유동금융자산
BS,장기대여금-종업원-우리사주,기타유동금융자산,기타유동금융자산
BS,장기대여금-종업원-생활안정,기타유동금융자산,기타유동금융자산
BS,장기대여금-종업원-차량구입,기타유동금융자산,기타유동금융자산
BS,장기대여금-종업원-기타,기타유동금융자산,기타유동금융자산
BS,장기대여금-종업원-현할차,기타유동금융자산,기타유동금융자산
BS,장기대여금-환율평가,기타유동금융자산,기타유동금융자산
BS,장기대여금-대손충당금,기타유동금융자산,기타유동금융자산
BS,장기대여금-유동성대체,기타유동금융자산,기타유동금융자산
BS,장기대여금-부문간배부,기타유동금융자산,기타유동금융자산
BS,장기보증금-수입보증금,기타유동금융자산,기타유동금융자산
BS,장기보증금-환급관세,기타유동금융자산,기타유동금융자산
BS,장기보증금-거래보증금,기타유동금융자산,기타유동금융자산
BS,장기보증금-공탁금,기타유동금융자산,기타유동금융자산
BS,장기보증금-기타영업,기타유동금융자산,기타유동금융자산
BS,장기보증금-공사보증금,기타유동금융자산,기타유동금융자산
BS,장기보증금-입찰보증금,기타유동금융자산,기타유동금융자산
BS,장기보증금-계약보증금,기타유동금융자산,기타유동금융자산
BS,장기보증금-하자보증금,기타유동금융자산,기타유동금융자산
BS,장기보증금-사무실임차,기타유동금융자산,기타유동금융자산
BS,장기보증금-매장임차,기타유동금융자산,기타유동금융자산
BS,장기보증금-주택임차,기타유동금융자산,기타유동금융자산
BS,장기보증금-기타임차,기타유동금융자산,기타유동금융자산
BS,장기보증금-전신전화가입권,기타유동금융자산,기타유동금융자산
BS,장기보증금-기타가입권,기타유동금융자산,기타유동금융자산
BS,장기보증금-기타,기타유동금융자산,기타유동금융자산
BS,장기보증금-현할차,기타유동금융자산,기타유동금융자산
BS,장기보증금-환율평가,기타유동금융자산,기타유동금융자산
BS,장기보증금-대손충당금,기타유동금융자산,기타유동금융자산
BS,장기보증금-유동성대체,기타유동금융자산,기타유동금융자산
BS,장기보증금-부문간배부,기타유동금융자산,기타유동금융자산
BS,단기대여금-주임종,기타유동금융자산,기타유동금융자산
BS,장기대여금-주임종,기타유동금융자산,기타유동금융자산
BS,장기미수수익,기타유동금융자산,기타유동금융자산
BS,예치보증금-수입보증금,기타유동자산,기타유동자산
BS,예치보증금-환급관세,기타유동자산,기타유동자산
BS,예치보증금-거래보증금,기타유동자산,기타유동자산
BS,예치보증금-공탁금,기타유동자산,기타유동자산
BS,예치보증금-기타영업,기타유동자산,기타유동자산
BS,예치보증금-공사보증금,기타유동자산,기타유동자산
BS,예치보증금-입찰보증금,기타유동자산,기타유동자산
BS,예치보증금-계약보증금,기타유동자산,기타유동자산
BS,예치보증금-하자보증금,기타유동자산,기타유동자산
BS,예치보증금-사무실임차,기타유동자산,기타유동자산
BS,예치보증금-매장임차,기타유동자산,기타유동자산
BS,예치보증금-주택임차,기타유동자산,기타유동자산
BS,예치보증금-기타임차,기타유동자산,기타유동자산
BS,예치보증금-전신전화가입권,기타유동자산,기타유동자산
BS,예치보증금-기타가입권,기타유동자산,기타유동자산
BS,예치보증금-기타,기타유동자산,기타유동자산
BS,예치보증금-환율평가,기타유동자산,기타유동자산
BS,예치보증금-대손충당금,기타유동자산,기타유동자산
BS,유동성 장기보증금,기타유동자산,기타유동자산
BS,예치보증금-부문간배부,기타유동자산,기타유동자산
BS,선급법인세-원천징수,기타유동자산,기타유동자산
BS,선급법인세-중간예납,기타유동자산,기타유동자산
BS,선급법인세-기타,기타유동자산,기타유동자산
BS,선급법인세-부문간배부,기타유동자산,기타유동자산
BS,매입부가세,기타유동자산,기타유동자산
BS,매입부가세-이연,기타유동자산,기타유동자산
BS,매입부가세-조정,기타유동자산,기타유동자산
BS,매입부가세-부문간배부,기타유동자산,기타유동자산
BS,전도금,기타유동자산,기타유동자산
BS,전도금-환율평가,기타유동자산,기타유동자산
BS,전도금-부문간배부,기타유동자산,기타유동자산
BS,가지급금-경비,기타유동자산,기타유동자산
BS,가지급금-출장비,기타유동자산,기타유동자산
BS,가지급금-경조금,기타유동자산,기타유동자산
BS,가지급금-기타,기타유동자산,기타유동자산
BS,선급법인세,기타유동자산,기타유동자산
BS,장기선급임차료,기타유동자산,기타유동자산
BS,미수법인세환급액,당기법인세자산,당기법인세자산
BS,미수법인세자산,당기법인세자산,당기법인세자산
BS,매각예정유동자산,매각예정자산,매각예정자산
BS,매각예정비유동자산,매각예정자산,매각예정자산
BS,장기 정기예금,장기금융상품,장기금융상품
BS,장기 정기적금,장기금융상품,장기금융상품
BS,장기 신탁예금,장기금융상품,장기금융상품
BS,장기 별단예금,장기금융상품,장기금융상품
BS,장기 기타예금,장기금융상품,장기금융상품
BS,기타장기금융상품,장기금융상품,장기금융상품
BS,장기금융상품-유동성대체,장기금융상품,장기금융상품
BS,장기금융상품-부문간배부,장기금융상품,장기금융상품
BS,전세권,장기금융상품,장기금융상품
BS,전신전화가입권,장기금융상품,장기금융상품
BS,수입보증금,장기금융상품,장기금융상품
BS,기타보증금,장기금융상품,장기금융상품
BS,파생상품자산-유동-통화선도,파생상품금융자산,파생상품금융자산
BS,파생상품자산-유동-통화스왑,파생상품금융자산,파생상품금융자산
BS,파생상품자산-유동-통화옵션,파생상품금융자산,파생상품금융자산
BS,파생상품자산-유동-이자율스왑,파생상품금융자산,파생상품금융자산
BS,파생상품자산-유동-상품선물,파생상품금융자산,파생상품금융자산
BS,파생상품자산-유동-상품선도,파생상품금융자산,파생상품금융자산
BS,파생상품자산-유동-기타,파생상품금융자산,파생상품금융자산
BS,유동성 파생상품자산,파생상품금융자산,파생상품금융자산
BS,파생상품자산-유동-부문간배부,파생상품금융자산,파생상품금융자산
BS,파생상품자산-통화선도,파생상품금융자산,파생상품금융자산
BS,파생상품자산-통화스왑,파생상품금융자산,파생상품금융자산
BS,파생상품자산-통화옵션,파생상품금융자산,파생상품금융자산
BS,파생상품자산-이자율스왑,파생상품금융자산,파생상품금융자산
BS,파생상품자산-상품선물,파생상품금융자산,파생상품금융자산
BS,파생상품자산-상품선도,파생상품금융자산,파생상품금융자산
BS,파생상품자산-통화선도-중공업Only,파생상품금융자산,파생상품금융자산
BS,파생상품자산-기타,파생상품금융자산,파생상품금융자산
BS,파생상품자산-유동성대체,파생상품금융자산,파생상품금융자산
BS,파생상품자산-부문간배부,파생상품금융자산,파생상품금융자산
BS,관계기업투자주식,종속기업투자주식,종속기업투자주식
BS,공동기업투자주식,종속기업투자주식,종속기업투자주식
BS,"종속,관계,JV 투자주식",종속기업투자주식,종속기업투자주식
BS,투자차액-연결,종속기업투자주식,종속기업투자주식
BS,"종속,관계,JV 투자주식-부문간배부",종속기업투자주식,종속기업투자주식
BS,지분법적용투자주식,종속기업투자주식,종속기업투자주식
BS,토지,유형자산,유형자산
BS,토지-손상차손누계액,유형자산,유형자산
BS,건물,유형자산,유형자산
BS,건물-감가상각누계액,유형자산,유형자산
BS,건물-손상차손누계액,유형자산,유형자산
BS,건물-국고보조금,유형자산,유형자산
BS,구축물,유형자산,유형자산
BS,구축물-감가상각누계액,유형자산,유형자산
BS,구축물-손상차손누계액,유형자산,유형자산
BS,기계장치,유형자산,유형자산
BS,기계장치-감가상각누계액,유형자산,유형자산
BS,기계장치-손상차손누계액,유형자산,유형자산
BS,기계장치-국고보조금,유형자산,유형자산
BS,차량운반구,유형자산,유형자산
BS,차량운반구-감가상각누계액,유형자산,유형자산
BS,공구기구비품,유형자산,유형자산
BS,공구기구비품-감가상각누계액,유형자산,유형자산
BS,공구기구비품-손상차손누계액,유형자산,유형자산
BS,공구기구비품-국고보조금,유형자산,유형자산
BS,영업장비,유형자산,유형자산
BS,영업장비-감가상각누계액,유형자산,유형자산
BS,전산비품,유형자산,유형자산
BS,전산비품-감가상각누계액,유형자산,유형자산
BS,직장보육시설자산,유형자산,유형자산
BS,직장보육시설자산-감가상각누계액,유형자산,유형자산
BS,직장보육시설자산-국고보조금,유형자산,유형자산
BS,금형,유형자산,유형자산
BS,금형-감가상각누계액,유형자산,유형자산
BS,시험기자재,유형자산,유형자산
BS,시험기자재-감가상각누계액,유형자산,유형자산
BS,시험기자재-국고보조금,유형자산,유형자산
BS,건설중인자산,유형자산,유형자산
BS,선박,유형자산,유형자산
BS,선박-금융리스,유형자산,유형자산
BS,선박-감가상각누계액,유형자산,유형자산
BS,선박-감가상각누계액-금융리스,유형자산,유형자산
BS,선박-손상차손누계액,유형자산,유형자산
BS,항공기,유형자산,유형자산
BS,항공기-금융리스,유형자산,유형자산
BS,항공기-감가상각누계액,유형자산,유형자산
BS,항공기-감가상각누계액-금융리스,유형자산,유형자산
BS,항공기-손상차손누계액,유형자산,유형자산
BS,동물,유형자산,유형자산
BS,식물,유형자산,유형자산
BS,임차자산개량권,유형자산,유형자산
BS,전산장비,유형자산,유형자산
BS,전산장비-금융리스,유형자산,유형자산
BS,경보기기,유형자산,유형자산
BS,경보설비,유형자산,유형자산
BS,비상각자산,유형자산,유형자산
BS,가설재-유형자산,유형자산,유형자산
BS,기타유형자산,유형자산,유형자산
BS,기타유형자산-금융리스,유형자산,유형자산
BS,동물-감가상각누계액,유형자산,유형자산
BS,식물-감가상각누계액,유형자산,유형자산
BS,임차자산개량권-감가상각누계액,유형자산,유형자산
BS,전산장비-감가상각누계액,유형자산,유형자산
BS,전산장비-감가상각누계액-금융리스,유형자산,유형자산
BS,경보기기-감가상각누계액,유형자산,유형자산
