bspl,detailname,resultname,resultname_old
BS,경보기기-감가상각누계액-금융리스,유형자산,유형자산
BS,경보설비-감가상각누계액,유형자산,유형자산
BS,경보설비-감가상각누계액-금융리스,유형자산,유형자산
BS,기타유형자산-감가상각누계액,유형자산,유형자산
BS,기타유형자산-감가상각누계액-금융리스,유형자산,유형자산
BS,기타유형자산-손상차손누계액,유형자산,유형자산
BS,건설중인자산-토지,유형자산,유형자산
BS,건설중인자산-건물,유형자산,유형자산
BS,건설중인자산-건물부속설비,유형자산,유형자산
BS,건설중인자산-구축물,유형자산,유형자산
BS,건설중인자산-기계장치,유형자산,유형자산
BS,건설중인자산-기계장치-중장비,유형자산,유형자산
BS,건설중인자산-금형,유형자산,유형자산
BS,건설중인자산-선박,유형자산,유형자산
BS,건설중인자산-항공기,유형자산,유형자산
BS,건설중인자산-차량운반구,유형자산,유형자산
BS,건설중인자산-공구기구,유형자산,유형자산
BS,건설중인자산-비품가구,유형자산,유형자산
BS,건설중인자산-기타유형자산,유형자산,유형자산
BS,건설중인자산-공사제비,유형자산,유형자산
BS,건설중인자산-차입원가,유형자산,유형자산
BS,건설중인자산-무형자산,유형자산,유형자산
BS,건설중인자산-손상차손누계액,유형자산,유형자산
BS,미착자산-물대-Target,유형자산,유형자산
BS,미착자산-관세-GR/IR,유형자산,유형자산
BS,미착자산-관세-충당,유형자산,유형자산
BS,미착자산-부대비-GR/IR,유형자산,유형자산
BS,GR/IR-유형자산,유형자산,유형자산
BS,GR/IR-유형자산-조정,유형자산,유형자산
BS,유형자산-국고보조금,유형자산,유형자산
BS,유형자산-공사부담금,유형자산,유형자산
BS,입목,유형자산,유형자산
BS,미착기계,유형자산,유형자산
BS,중장비,유형자산,유형자산
BS,중장비-감가상각누계액,유형자산,유형자산
BS,중장비-손상차손누계액,유형자산,유형자산
BS,건설가계정-유형자산,유형자산,유형자산
BS,건설가계정-수선,유형자산,유형자산
BS,건설가계정-특정차입금자본화,유형자산,유형자산
BS,건설가계정-일반차입금자본화,유형자산,유형자산
BS,건설가계정손상차손누계액,유형자산,유형자산
BS,임차개량자산,유형자산,유형자산
BS,임차개량자산감가상각누계액,유형자산,유형자산
BS,임차개량자산손상차손누계액,유형자산,유형자산
BS,탱크,유형자산,유형자산
BS,탱크-감가상각누계액,유형자산,유형자산
BS,임차시설물,유형자산,유형자산
BS,임차시설물-감가상각누계액,유형자산,유형자산
BS,감가상각누계액,투자부동산,투자부동산
BS,손상차손누계액,투자부동산,투자부동산
BS,투자부동산-토지,투자부동산,투자부동산
BS,투자부동산-건물,투자부동산,투자부동산
BS,투자부동산-감가상각누계액,투자부동산,투자부동산
BS,투자부동산-손상차손누계액,투자부동산,투자부동산
BS,투자부동산-부문간배부,투자부동산,투자부동산
BS,산업재산권,무형자산,무형자산
BS,전용측선이용권,무형자산,무형자산
BS,공업용수이용권,무형자산,무형자산
BS,개발비,무형자산,무형자산
BS,소프트웨어,무형자산,무형자산
BS,임차권리금,무형자산,무형자산
BS,회원권,무형자산,무형자산
BS,기타의무형자산,무형자산,무형자산
BS,영업권,무형자산,무형자산
BS,부의영업권,무형자산,무형자산
BS,국제공동사업권,무형자산,무형자산
BS,특허권,무형자산,무형자산
BS,실용신안권,무형자산,무형자산
BS,의장권,무형자산,무형자산
BS,상표권,무형자산,무형자산
BS,판권,무형자산,무형자산
BS,광업권,무형자산,무형자산
BS,전기및가스시설이용권,무형자산,무형자산
BS,전신전화전용시설이용권,무형자산,무형자산
BS,공업용수도이용권,무형자산,무형자산
BS,수도시설이용권,무형자산,무형자산
BS,토지이용권,무형자산,무형자산
BS,진입도로이용권,무형자산,무형자산
BS,사용수익권,무형자산,무형자산
BS,기타시설이용권,무형자산,무형자산
BS,소프트웨어-외부구입,무형자산,무형자산
BS,소프트웨어-내부개발,무형자산,무형자산
BS,기타무형자산,무형자산,무형자산
BS,무형자산-국고보조금,무형자산,무형자산
BS,무형자산-공사부담금,무형자산,무형자산
BS,연구개발비,무형자산,무형자산
BS,시설사용권,무형자산,무형자산
BS,매입채무-재료,매입채무,매입채무
BS,매입채무-상품,매입채무,매입채무
BS,매입채무-외주가공,매입채무,매입채무
BS,미확정매입채무,매입채무,매입채무
BS,외상매입금-일반자재구입대,매입채무,매입채무
BS,외상매입금-공사자재구입대,매입채무,매입채무
BS,외상매입금-상품구입대,매입채무,매입채무
BS,외상매입금-외주비,매입채무,매입채무
BS,외상매입금-수입관세및부대비,매입채무,매입채무
BS,외상매입금-GR/IR-구매송장미착,매입채무,매입채무
BS,외상매입금-차감조정,매입채무,매입채무
BS,외상매입금-조정,매입채무,매입채무
BS,외상매입금-Service공사-에스원Only,매입채무,매입채무
BS,대행미지급금-기획Only,매입채무,매입채무
BS,외상매입금-반품,매입채무,매입채무
BS,외상매입금-기타,매입채무,매입채무
BS,외상매입금-현할차,매입채무,매입채무
BS,외상매입금-환율평가,매입채무,매입채무
BS,지급어음-자재구입대,매입채무,매입채무
BS,지급어음-공사자재구입대,매입채무,매입채무
BS,지급어음-상품구입대,매입채무,매입채무
BS,지급어음-외주비,매입채무,매입채무
BS,지급어음-전자결제,매입채무,매입채무
BS,지급어음-카드,매입채무,매입채무
BS,지급어음-기타,매입채무,매입채무
BS,지급어음-현할차,매입채무,매입채무
BS,지급어음-환율평가,매입채무,매입채무
BS,유동성 장기매입채무,매입채무,매입채무
BS,장기외상매입금-일반자재구입대,매입채무,매입채무
BS,장기외상매입금-공사자재구입대,매입채무,매입채무
BS,장기외상매입금-상품구입대,매입채무,매입채무
BS,장기외상매입금-기타,매입채무,매입채무
BS,장기외상매입금-현할차,매입채무,매입채무
BS,장기외상매입금-환율평가,매입채무,매입채무
BS,장기지급어음-일반자재구입대,매입채무,매입채무
BS,장기지급어음-공사자재구입대,매입채무,매입채무
BS,장기지급어음-상품구입대,매입채무,매입채무
BS,장기지급어음-기타,매입채무,매입채무
BS,장기지급어음-현할차,매입채무,매입채무
BS,장기지급어음-환율평가,매입채무,매입채무
BS,장기매입채무-유동성대체,매입채무,매입채무
BS,수입외상매입금,매입채무,매입채무
BS,단기차입금-원화,단기차입금,단기차입금
BS,단기차입금-외화,단기차입금,단기차입금
BS,단기차입금-수출환어음,단기차입금,단기차입금
BS,단기차입금-당좌차월,단기차입금,단기차입금
BS,단기차입금-일반대출,단기차입금,단기차입금
BS,단기차입금-신탁대출,단기차입금,단기차입금
BS,단기차입금-어음할인,단기차입금,단기차입금
BS,단기차입금-Pooling,단기차입금,단기차입금
BS,단기차입금-ABS,단기차입금,단기차입금
BS,단기차입금-AR매각-With Recourse,단기차입금,단기차입금
BS,단기차입금-Usance,단기차입금,단기차입금
BS,단기차입금-기타,단기차입금,단기차입금
BS,단기차입금-환율평가,단기차입금,단기차입금
BS,유동성 장기차입금,단기차입금,단기차입금
BS,단기차입금-부문간배부,단기차입금,단기차입금
BS,유동성사채,단기차입금,단기차입금
BS,단기차입금-관계사,단기차입금,단기차입금
BS,단기차입금-주임종,단기차입금,단기차입금
BS,단기차입금-시설,단기차입금,단기차입금
BS,미지급금-지급어음,미지급금,미지급금
BS,미지급금-일반경비,미지급금,미지급금
BS,미지급금-사원,미지급금,미지급금
BS,미지급금-저장품,미지급금,미지급금
BS,미지급금-시설,미지급금,미지급금
BS,미지급금-신용카드,미지급금,미지급금
BS,미지급금-급/상여,미지급금,미지급금
BS,미지급금-환율조정,미지급금,미지급금
BS,미지급금-자산구입,미지급금,미지급금
BS,미지급금-기술사용료,미지급금,미지급금
BS,미지급금-임가공비,미지급금,미지급금
BS,미지급금-외주비,미지급금,미지급금
BS,미지급금-경비,미지급금,미지급금
BS,미지급금-Agency,미지급금,미지급금
BS,미지급금-Claim,미지급금,미지급금
BS,미지급금-GR/IR-송장미착,미지급금,미지급금
BS,금융리스부채,미지급금,미지급금
BS,미지급금-환불-에스원Only,미지급금,미지급금
BS,미지급금-조정-에스원Only,미지급금,미지급금
BS,미지급금-조정,미지급금,미지급금
BS,미지급금-관세환급,미지급금,미지급금
BS,미지급금-관세미지급,미지급금,미지급금
BS,미지급금-통관수수료등수입제비용,미지급금,미지급금
BS,미지급금-종업원신용카드,미지급금,미지급금
BS,미지급금-법인신용카드,미지급금,미지급금
BS,미지급금-종업원-기타,미지급금,미지급금
BS,미지급금-국민연금,미지급금,미지급금
BS,미지급금-건강보험,미지급금,미지급금
BS,미지급금-개인연금,미지급금,미지급금
BS,미지급금-산재보험,미지급금,미지급금
BS,미지급금-고용보험,미지급금,미지급금
BS,미지급금-부가가치세,미지급금,미지급금
BS,미지급금-원천소득세,미지급금,미지급금
BS,미지급금-원천지방소득세,미지급금,미지급금
BS,미지급금-원천농특세,미지급금,미지급금
BS,미지급금-사업소세,미지급금,미지급금
BS,미지급금-재산세,미지급금,미지급금
BS,미지급금-지방세,미지급금,미지급금
BS,미지급금-소비세,미지급금,미지급금
BS,미지급금-교육세,미지급금,미지급금
BS,미지급금-거래직접세,미지급금,미지급금
BS,미지급금-공회비-China Only,미지급금,미지급금
BS,미지급금-문화사업건설비-China Only,미지급금,미지급금
BS,미지급금-ISS-Brazil Only,미지급금,미지급금
BS,미지급금-PIS-Brazil Only,미지급금,미지급금
BS,미지급금-COFINS-Brazil Only,미지급금,미지급금
BS,미지급금-기타제세,미지급금,미지급금
BS,미지급금-국고보조금,미지급금,미지급금
BS,미지급금-금융,미지급금,미지급금
BS,미지급금-광고선전비,미지급금,미지급금
BS,미지급금-배당금,미지급금,미지급금
BS,미지급금-기타,미지급금,미지급금
BS,미지급금-현할차,미지급금,미지급금
BS,미지급금-환율평가,미지급금,미지급금
BS,어음미지급금-자산구입,미지급금,미지급금
BS,어음미지급금-임가공비,미지급금,미지급금
BS,어음미지급금-외주비,미지급금,미지급금
BS,어음미지급금-경비,미지급금,미지급금
BS,어음미지급금-기타,미지급금,미지급금
BS,어음미지급금-현할차,미지급금,미지급금
BS,어음미지급금-환율평가,미지급금,미지급금
BS,유동성 장기미지급금,미지급금,미지급금
BS,미지급금-배당금-부문간배부-코닝정밀소재Only,미지급금,미지급금
BS,미지급금-부문간배부,미지급금,미지급금
BS,장기미지급금-국고보조금,미지급금,미지급금
BS,장기미지급금-기타,미지급금,미지급금
BS,장기미지급금-현할차,미지급금,미지급금
BS,장기미지급금-환율평가,미지급금,미지급금
BS,장기어음미지급금-자산구입,미지급금,미지급금
BS,장기어음미지급금-기타,미지급금,미지급금
BS,장기어음미지급금-현할차,미지급금,미지급금
BS,장기어음미지급금-환율평가,미지급금,미지급금
BS,장기미지급금-유동성대체,미지급금,미지급금
BS,장기미지급금-부분간배부,미지급금,미지급금
BS,미지급법인세-법인세,당기법인세부채,당기법인세부채
BS,미지급법인세-주민세,당기법인세부채,당기법인세부채
BS,미지급법인세-농특세,당기법인세부채,당기법인세부채
BS,미지급법인세-기타,당기법인세부채,당기법인세부채
BS,미지급법인세-부문간배부,당기법인세부채,당기법인세부채
BS,선수금-영업,선수금,선수금
BS,선수금-상품권,선수금,선수금
BS,선수금-재고판매,선수금,선수금
BS,선수금-자재,선수금,선수금
BS,선수금-영업거래,선수금,선수금
BS,선수금-Service,선수금,선수금
BS,선수금-영업거래-기획Only,선수금,선수금
BS,선수금-진행기준-용역,선수금,선수금
BS,선수금-진행기준-용역-조정,선수금,선수금
BS,선수금-공사선수금,선수금,선수금
BS,선수금-공사선수금-조정,선수금,선수금
BS,선수금-분양선수금,선수금,선수금
BS,선수금-분양선수금-옵션-물산Only,선수금,선수금
BS,선수금-분양선수금-조정,선수금,선수금
BS,선수금-이용권-상품권,선수금,선수금
BS,선수금-이용권-회원권및연회비,선수금,선수금
BS,선수금-이용권-티켓,선수금,선수금
BS,선수금-이용권-기타,선수금,선수금
BS,선수금-임대매출,선수금,선수금
BS,선수금-선물환,선수금,선수금
BS,선수금-조정,선수금,선수금
BS,선수금-기타,선수금,선수금
BS,유동성 장기선수금,선수금,선수금
BS,선수금-부문간배부,선수금,선수금
BS,장기선수금-영업거래,선수금,선수금
BS,장기선수금-기타,선수금,선수금
BS,장기선수금-유동성대체,선수금,선수금
BS,장기선수금-부문간배부,선수금,선수금
BS,장기선수수익-예적금이자,선수금,선수금
BS,장기선수수익-유가증권이자,선수금,선수금
BS,장기선수수익-대여금이자,선수금,선수금
BS,장기선수수익-기타금융상품이자,선수금,선수금
BS,장기선수수익-임대료,선수금,선수금
BS,장기선수수익-수익이연,선수금,선수금
BS,장기선수수익-국고보조금,선수금,선수금
BS,장기선수수익-기타,선수금,선수금
BS,장기선수수익-유동성대체,선수금,선수금
BS,선수금-임대료,선수금,선수금
BS,예수금-건강보험,예수금,예수금
BS,예수금-국민연금,예수금,예수금
BS,예수금-고용보험-근로자부담분,예수금,예수금
BS,예수금-고용보험-회사부담분,예수금,예수금
BS,예수금-근로소득세,예수금,예수금
BS,예수금-근로소득주민세,예수금,예수금
BS,예수금-퇴직소득세,예수금,예수금
BS,예수금-퇴직소득주민세,예수금,예수금
BS,예수금-사업소득세,예수금,예수금
BS,예수금-사업소득주민세,예수금,예수금
BS,예수금-기타소득세,예수금,예수금
BS,예수금-기타소득주민세,예수금,예수금
BS,예수금-채무가압류,예수금,예수금
BS,예수금-연말정산소득세,예수금,예수금
BS,예수금-연말정산주민세,예수금,예수금
BS,예수금-산재보험료,예수금,예수금
BS,예수금-급여가압류_미결관리,예수금,예수금
BS,예수금-주재수당,예수금,예수금
BS,예수금-교육미수료,예수금,예수금
BS,예수금-가수금미반제,예수금,예수금
BS,예수금-원천세-근로소득세,예수금,예수금
BS,예수금-원천세-사업소득세,예수금,예수금
BS,예수금-원천세-퇴직소득세,예수금,예수금
BS,예수금-원천세-이자소득세,예수금,예수금
BS,예수금-원천세-배당소득세,예수금,예수금
BS,예수금-원천세-기타소득세,예수금,예수금
BS,예수금-원천세-근로지방소득세,예수금,예수금
BS,예수금-원천세-사업지방소득세,예수금,예수금
BS,예수금-원천세-퇴직지방소득세,예수금,예수금
BS,예수금-원천세-이자지방소득세,예수금,예수금
BS,예수금-원천세-배당지방소득세,예수금,예수금
BS,예수금-원천세-기타지방소득세,예수금,예수금
BS,예수금-원천세-교육세,예수금,예수금
BS,예수금-원천세-농어촌특별세,예수금,예수금
BS,예수금-원천세-개별소비세,예수금,예수금
BS,예수금-원천세-용역,예수금,예수금
BS,예수금-원천세-IRRF-Brazil Only,예수금,예수금
BS,예수금-원천세-CIDE-Brazil Only,예수금,예수금
BS,예수금-원천세-기타,예수금,예수금
BS,예수금-급여일시공제-급여,예수금,예수금
BS,예수금-급여일시공제-퇴직금,예수금,예수금
BS,예수금-급여일시공제-재형저축,예수금,예수금
BS,예수금-급여일시공제-국민연금,예수금,예수금
BS,예수금-급여일시공제-건강보험,예수금,예수금
BS,예수금-급여일시공제-근로자장기저축,예수금,예수금
BS,예수금-급여일시공제-식대,예수금,예수금
BS,예수금-급여일시공제-개인연금,예수금,예수금
BS,예수금-급여일시공제-고용보험,예수금,예수금
BS,예수금-급여일시공제-기타,예수금,예수금
BS,예수금-국고보조금,예수금,예수금
BS,예수금-압류,예수금,예수금
BS,예수금-국민체육진흥기금,예수금,예수금
BS,예수금-현금수송-에스원Only,예수금,예수금
BS,예수금-기타,예수금,예수금
BS,예수금-환율평가,예수금,예수금
BS,미지급비용-예정소급급여,미지급비용,미지급비용
BS,미지급비용-예정비정기상여,미지급비용,미지급비용
BS,미지급비용-지급이자,미지급비용,미지급비용
BS,미지급비용-공장예정원가,미지급비용,미지급비용
BS,미지급비용-예정성과상여,미지급비용,미지급비용
BS,미지급비용-예정유급휴가,미지급비용,미지급비용
BS,미지급비용-직장보육시설,미지급비용,미지급비용
BS,미지급비용-이자비용,미지급비용,미지급비용
BS,미지급비용-급여,미지급비용,미지급비용
BS,미지급비용-정기상여,미지급비용,미지급비용
BS,미지급비용-명절상여,미지급비용,미지급비용
BS,미지급비용-휴가상여,미지급비용,미지급비용
BS,미지급비용-PI상여,미지급비용,미지급비용
BS,미지급비용-PS상여,미지급비용,미지급비용
BS,미지급비용-기타상여,미지급비용,미지급비용
BS,미지급비용-확정기여퇴직급여,미지급비용,미지급비용
BS,미지급비용-복리후생비,미지급비용,미지급비용
BS,미지급비용-보험료,미지급비용,미지급비용
BS,미지급비용-물류비,미지급비용,미지급비용
BS,미지급비용-임차료,미지급비용,미지급비용
BS,미지급비용-지급수수료,미지급비용,미지급비용
BS,미지급비용-광고선전비,미지급비용,미지급비용
BS,미지급비용-판매촉진비,미지급비용,미지급비용
BS,미지급비용-판매장려금,미지급비용,미지급비용
BS,미지급비용-서비스비,미지급비용,미지급비용
BS,미지급비용-견본비,미지급비용,미지급비용
BS,미지급비용-기술사용료,미지급비용,미지급비용
BS,미지급비용-용역비,미지급비용,미지급비용
BS,미지급비용-Link이자-물산Only,미지급비용,미지급비용
BS,미지급비용-기타,미지급비용,미지급비용
BS,미지급비용-현할차,미지급비용,미지급비용
BS,미지급비용-환율평가,미지급비용,미지급비용
BS,유동성 장기미지급비용,미지급비용,미지급비용
BS,미지급비용-부문간배부,미지급비용,미지급비용
BS,장기미지급비용-이자,미지급비용,미지급비용
BS,장기미지급비용-급여,미지급비용,미지급비용
BS,장기미지급비용-상여금,미지급비용,미지급비용
BS,장기미지급비용-스탁옵션,미지급비용,미지급비용
BS,장기미지급비용-기타,미지급비용,미지급비용
BS,장기미지급비용-현할차,미지급비용,미지급비용
BS,장기미지급비용-환율평가,미지급비용,미지급비용
BS,장기미지급비용-유동성대체,미지급비용,미지급비용
BS,장기미지급비용-부문간배부,미지급비용,미지급비용
BS,미지급이자,미지급비용,미지급비용
BS,장기미지급이자,미지급비용,미지급비용
BS,반품충당부채,유동성충당부채,유동성충당부채
BS,마일리지충당부채,유동성충당부채,유동성충당부채
BS,반품추정부채,유동성충당부채,유동성충당부채
BS,기타유동부채,유동성장기부채,유동성장기부채
BS,유동성 예수보증금,유동성장기부채,유동성장기부채
BS,유동성 예수보증금-부문간배부,유동성장기부채,유동성장기부채
BS,가수금,유동성장기부채,유동성장기부채
BS,가수금-기타,유동성장기부채,유동성장기부채
BS,가수금-환율평가,유동성장기부채,유동성장기부채
BS,예수보증금-영업보증금,유동성장기부채,유동성장기부채
BS,예수보증금-임대보증금,유동성장기부채,유동성장기부채
BS,예수보증금-공사보증금,유동성장기부채,유동성장기부채
BS,예수보증금-하자보증금,유동성장기부채,유동성장기부채
BS,예수보증금-계약보증금,유동성장기부채,유동성장기부채
BS,예수보증금-사택보증금,유동성장기부채,유동성장기부채
BS,예수보증금-계약보증금-에스원Only,유동성장기부채,유동성장기부채
BS,예수보증금-기타,유동성장기부채,유동성장기부채
BS,예수보증금-현할차,유동성장기부채,유동성장기부채
BS,예수보증금-환율평가,유동성장기부채,유동성장기부채
BS,예수보증금-유동성대체,유동성장기부채,유동성장기부채
BS,환불부채,유동성장기부채,유동성장기부채
BS,사채,유동성사채,유동성사채
BS,사채-일반사채,유동성사채,유동성사채
BS,사채-전환사채,유동성사채,유동성사채
BS,사채-전환권조정,유동성사채,유동성사채
BS,사채-신주인수권부사채,유동성사채,유동성사채
BS,사채-신주인수권조정,유동성사채,유동성사채
BS,사채-기타사채,유동성사채,유동성사채
BS,사채-기타사채권조정,유동성사채,유동성사채
BS,사채-환율평가,유동성사채,유동성사채
BS,사채발행차금-장기미지급이자,유동성사채,유동성사채
BS,사채발행차금-할인,유동성사채,유동성사채
BS,사채발행차금-할증,유동성사채,유동성사채
BS,사채발행차금-상환할증금,유동성사채,유동성사채
BS,사채-유동성대체,유동성사채,유동성사채
BS,사채-부문간배부,유동성사채,유동성사채
BS,사채발행차금-비유동,유동성사채,유동성사채
BS,유동성원화사채,유동성사채,유동성사채
BS,유동성외화사채,유동성사채,유동성사채
BS,유동성전환사채,유동성사채,유동성사채
BS,유동성전환권조정,유동성사채,유동성사채
BS,유동성신주인수권부사채,유동성사채,유동성사채
BS,유동성사채할인발행차금,유동성사채,유동성사채
BS,유동성사채상환할증금,유동성사채,유동성사채
BS,유동성신주인수권조정,유동성사채,유동성사채
BS,신주인수권조정,유동성사채,유동성사채
BS,원화사채,유동성사채,유동성사채
BS,외화사채,유동성사채,유동성사채
BS,선수수익-임대수익,선수수익,선수수익
BS,선수수익-국고보조금-국책사업연구비,선수수익,선수수익
BS,선수수익-국고보조금-저리차입금,선수수익,선수수익
BS,선수수익-예적금이자,선수수익,선수수익
BS,선수수익-유가증권이자,선수수익,선수수익
BS,선수수익-대여금이자,선수수익,선수수익
BS,선수수익-기타금융상품이자,선수수익,선수수익
BS,선수수익-임대료,선수수익,선수수익
BS,선수수익-수익이연,선수수익,선수수익
BS,선수수익-수익이연-기획Only,선수수익,선수수익
BS,선수수익-국고보조금,선수수익,선수수익
BS,선수수익-기타,선수수익,선수수익
BS,유동성 장기선수수익,선수수익,선수수익
BS,파생상품부채-유동-통화스왑,파생상품부채,파생상품부채-유동-통화선도
BS,파생상품부채-유동-통화옵션,파생상품부채,파생상품부채-유동-통화선도
BS,파생상품부채-유동-이자율스왑,파생상품부채,파생상품부채-유동-통화선도
BS,파생상품부채-유동-상품선물,파생상품부채,파생상품부채-유동-통화선도
BS,파생상품부채-유동-상품선도,파생상품부채,파생상품부채-유동-통화선도
BS,파생상품부채-유동-기타,파생상품부채,파생상품부채-유동-통화선도
BS,유동성 파생상품부채,파생상품부채,파생상품부채-유동-통화선도
BS,파생상품부채-통화선도,파생상품부채,파생상품부채-유동-통화선도
BS,파생상품부채-통화스왑,파생상품부채,파생상품부채-유동-통화선도
BS,파생상품부채-통화옵션,파생상품부채,파생상품부채-유동-통화선도
BS,파생상품부채-이자율스왑,파생상품부채,파생상품부채-유동-통화선도
BS,파생상품부채-상품선물,파생상품부채,파생상품부채-유동-통화선도
BS,파생상품부채-상품선도,파생상품부채,파생상품부채-유동-통화선도
BS,파생상품부채-통화선도-중공업Only,파생상품부채,파생상품부채-유동-통화선도
BS,파생상품부채-기타,파생상품부채,파생상품부채-유동-통화선도
BS,보증금-임대보증금,보증금,보증금
BS,보증금-수입보증금,보증금,보증금
BS,보증금-사택임대보증금,보증금,보증금
BS,장기차입금-일반대출,장기차입금,장기차입금
BS,장기차입금-신탁대출,장기차입금,장기차입금
BS,장기차입금-연불수출,장기차입금,장기차입금
BS,장기차입금-시설자금,장기차입금,장기차입금
BS,장기차입금-금융리스,장기차입금,장기차입금
BS,장기차입금-기타,장기차입금,장기차입금
BS,장기차입금-현할차,장기차입금,장기차입금
BS,장기차입금-환율평가,장기차입금,장기차입금
BS,장기차입금-유동성대체,장기차입금,장기차입금
BS,장기차입금-부문간배부,장기차입금,장기차입금
BS,장기차입금-외화,장기차입금,장기차입금
BS,장기차입금-관계사,장기차입금,장기차입금
BS,확정급여채무,순확정급여부채,순확정급여부채
BS,사외적립자산-퇴직보험,순확정급여부채,순확정급여부채
BS,사외적립자산-퇴직연금,순확정급여부채,순확정급여부채
BS,퇴직급여부채,순확정급여부채,순확정급여부채
BS,사외적립자산-단체퇴직보험예치금,순확정급여부채,순확정급여부채
BS,사외적립자산-국민연금전환금,순확정급여부채,순확정급여부채
BS,사외적립자산-퇴직보험예치금,순확정급여부채,순확정급여부채
BS,사외적립자산-퇴직연금운용자산,순확정급여부채,순확정급여부채
BS,사외적립자산-기타,순확정급여부채,순확정급여부채
BS,제품보증충당부채,비유동성충당부채,비유동성충당부채
BS,공사손실충당부채,비유동성충당부채,비유동성충당부채
BS,하자보수충당부채,비유동성충당부채,비유동성충당부채
BS,상여충당부채,비유동성충당부채,비유동성충당부채
BS,복구충당부채,비유동성충당부채,비유동성충당부채
BS,우발손실충당부채,비유동성충당부채,비유동성충당부채
BS,장기선수수익,기타비유동부채,기타비유동부채
BS,기타장기종업원급여부채,기타비유동부채,기타비유동부채
BS,장기보증금,기타비유동금융부채,기타비유동금융부채
BS,장기금융보증부채,기타비유동금융부채,기타비유동금융부채
BS,우선주자본금,보통주자본금,보통주자본금
BS,자본금-보통주,보통주자본금,보통주자본금
BS,자본금-우선주,보통주자본금,보통주자본금
BS,자본금-신주납입금,보통주자본금,보통주자본금
BS,자본금-기타,보통주자본금,보통주자본금
BS,주식발행초과금,자본잉여금,자본잉여금
BS,자본준비금-주식발행초과금,자본잉여금,자본잉여금
BS,자본준비금-감자차익,자본잉여금,자본잉여금
BS,자본준비금-합병차익,자본잉여금,자본잉여금
BS,자본준비금-자기주식처분이익,자본잉여금,자본잉여금
BS,기타자본잉여금-자산수증이익,자본잉여금,자본잉여금
BS,기타자본잉여금-채무면제이익,자본잉여금,자본잉여금
BS,기타자본잉여금-재평가적립금,자본잉여금,자본잉여금
BS,기타자본잉여금-주식매수선택권,자본잉여금,자본잉여금
BS,기타자본잉여금-전환권대가,자본잉여금,자본잉여금
BS,기타자본잉여금-신주인수권대가,자본잉여금,자본잉여금
BS,기타자본잉여금-신주청약증거금,자본잉여금,자본잉여금
BS,기타자본잉여금-지분법변동,자본잉여금,자본잉여금
BS,기타자본잉여금-부의지분법변동,자본잉여금,자본잉여금
BS,기타자본잉여금-기타,자본잉여금,자본잉여금
BS,기타적립금,이익잉여금,이익잉여금
BS,이익준비금,이익잉여금,이익잉여금
BS,전기이월이익잉여금,이익잉여금,이익잉여금
BS,보험수리적손익,이익잉여금,이익잉여금
BS,당기순이익,이익잉여금,이익잉여금
BS,법정적립금-재무구조개선적립금,이익잉여금,이익잉여금
BS,법정적립금-연구및인력개발준비금,이익잉여금,이익잉여금
BS,법정적립금-해외시장개척준비금,이익잉여금,이익잉여금
BS,법정적립금-해외투자손실준비금,이익잉여금,이익잉여금
BS,법정적립금-자기주식처분손실준비금,이익잉여금,이익잉여금
BS,법정적립금-기업발전적립금,이익잉여금,이익잉여금
BS,법정적립금-기타법정적립금,이익잉여금,이익잉여금
BS,임의적립금-사업확장적립금,이익잉여금,이익잉여금
BS,임의적립금-시설적립금,이익잉여금,이익잉여금
BS,임의적립금-연구및인력개발준비금,이익잉여금,이익잉여금
BS,임의적립금-기타,이익잉여금,이익잉여금
BS,차기이월이익잉여금-전기이월이익잉여금,이익잉여금,이익잉여금
BS,차기이월이익잉여금-당기순이익,이익잉여금,이익잉여금
BS,차기이월이익잉여금-비지배지분초과손실,이익잉여금,이익잉여금
BS,차기이월이익잉여금-전기오류수정이익,이익잉여금,이익잉여금
BS,차기이월이익잉여금-전기오류수정손실,이익잉여금,이익잉여금
BS,차기이월이익잉여금-회계변경누적효과,이익잉여금,이익잉여금
BS,차기이월이익잉여금-지분법이익잉여금변동,이익잉여금,이익잉여금
BS,차기이월이익잉여금-부의지분법이익잉여금변동,이익잉여금,이익잉여금
BS,이익잉여금-기타,이익잉여금,이익잉여금
BS,매도가능증권평가이익,기타포괄손익누계액,기타포괄손익누계액
BS,매도가능증권평가손실,기타포괄손익누계액,기타포괄손익누계액
BS,기타포괄공정가치자산평가이익,기타포괄손익누계액,기타포괄손익누계액
BS,기타포괄공정가치자산평가손실,기타포괄손익누계액,기타포괄손익누계액
BS,이자율스왑평가손익,기타포괄손익누계액,기타포괄손익누계액
BS,지분법자본변동,기타포괄손익누계액,기타포괄손익누계액
BS,부의지분법자본변동,기타포괄손익누계액,기타포괄손익누계액
BS,재평가차익,기타포괄손익누계액,기타포괄손익누계액
BS,해외사업환산이익,기타포괄손익누계액,기타포괄손익누계액
BS,해외사업환산손실,기타포괄손익누계액,기타포괄손익누계액
BS,파생상품평가이익,기타포괄손익누계액,기타포괄손익누계액
BS,파생상품평가손실,기타포괄손익누계액,기타포괄손익누계액
BS,관계기업기타포괄이익,기타포괄손익누계액,기타포괄손익누계액
BS,관계기업기타포괄손실,기타포괄손익누계액,기타포괄손익누계액
BS,보험수리적이익,기타포괄손익누계액,기타포괄손익누계액
BS,보험수리적손실,기타포괄손익누계액,기타포괄손익누계액
